cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,p3asset,p3re,p3renus,IDP3REDM,p3recons,P3recnfm,p3recnot,p3reag,p3reres,p3remult,p3renres,P3RENROW,P3RENROT,p3refor,p3dep,p3depnus,p3ag,p3ci,p3cinus,p3con,p3crcd,P3AUTO,P3CONOTH,p3fg,p3othln,p3ls,p3scdebt,p3agsm,P3LNSALE,P3GTYPAR,P3LTOT,p9asset,p9re,p9renus,IDP9REDM,p9recons,P9recnfm,p9recnot,p9reag,p9reres,p9remult,p9renres,P9RENROW,P9RENROT,p9refor,p9dep,p9depnus,p9ag,p9ci,p9cinus,p9con,p9crcd,P9AUTO,P9CONOTH,p9fg,p9othln,p9ls,p9scdebt,p9agsm,P9LNSALE,P9GTYPAR,P9LTOT,naasset,nare,narenus,IDNAREDM,narecons,narecnfm,narecnot,nareag,nareres,naremult,narenres,NARENROW,NARENROT,narefor,nadep,nadepnus,naag,naci,nacinus,nacon,nacrcd,NAAUTO,NACONOTH,nafg,naothln,nals,nascdebt,naagsm,NALNSALE,NAGTYPAR,NALTOT
"4829","0","746223","2706726","1880 Bank","Cambridge","MD","21613","9/30/2018","11/14/2018","SM","304 High Street","DELMARVA BANCSHARES, INC.","6","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","7/16/2015","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.1880bank.com","921","875","","875","0","0","0","0","405","0","470","470","0","","0","","","0","","46","0","0","46","","0","0","0","0","0","0","0","1230","1230","","1230","0","0","0","0","309","0","921","921","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","3516","3450","","3450","14","0","14","0","729","0","2707","0","2707","","0","","","19","","47","0","0","47","","0","0","0","0","0","0","0"
"57899","0","3317192","4526496","1st Advantage Bank","Saint Peters","MO","63376","9/30/2018","11/14/2018","NM","240 Salt Lick Road","BANC INVESTORS, LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","26","26","","26","0","0","0","0","26","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"22039","0","564856","1128415","1st Bank","Broadus","MT","59317","9/30/2018","11/14/2018","SM","201 North Wilbur Ave","1ST UNITED BANCORPORATION, INC.","1","0","0","2","1","Powder River","","","6/9/1975","6/9/1975","2/23/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.our1stbank.com","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"16419","17301","419255","1055780","1st Bank & Trust","Broken Bow","OK","74728","9/30/2018","11/14/2018","SM","710 South Park Drive","SOUTHEASTERN BANCSHARES, INC.","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www/1stbankandtrust.com","720","468","","468","0","0","0","0","285","0","183","65","118","","0","","","14","","207","0","170","37","","31","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","56","0","","0","0","0","0","0","0","0","0","0","0","","0","","","56","","0","0","0","0","","0","0","0","0","0","0","0"
"4122","0","350657","0","1st Bank in Hominy","Hominy","OK","74035","9/30/2018","11/14/2018","SM","117 North Price","","1","0","0","8","1","Osage","46140","Tulsa, OK","4/12/1906","1/1/1934","12/22/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.1stbankhominy.com","80","39","","39","0","0","0","0","39","0","0","0","0","","0","","","0","","41","0","0","41","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","133","76","","76","0","0","0","0","76","0","0","0","0","","0","","","14","","43","0","17","26","","0","0","0","0","0","0","0"
"30367","5236","148470","0","1st Bank of Sea Isle City","Sea Isle City","NJ","8243","9/30/2018","11/14/2018","SB","4301 Landis Avenue","","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","1967","1967","","1967","0","0","0","0","1628","0","339","339","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","147","137","","137","0","0","0","0","137","0","0","0","0","","0","","","0","","10","0","0","10","","0","0","0","0","0","0","0","1465","1465","","1465","0","0","0","0","613","0","852","0","852","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"57298","0","3048487","3559844","1st Bank Yuma","Yuma","AZ","85364","9/30/2018","11/14/2018","NM","2799 South 4th Avenue","WESTERN ARIZONA BANCORP, INC.","5","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","1049","1049","","1049","0","0","0","920","0","0","129","129","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","49","0","","0","0","0","0","0","0","0","0","0","0","","0","","","49","","0","0","0","0","","0","0","0","0","0","0","0"
"32487","8322","941653","1064791","1st Cameron State Bank","Cameron","MO","64429","9/30/2018","11/14/2018","NM","124 South Walnut","C & M BANCSHARES, INC.","2","0","0","8","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.1stcameron.com","162","162","","162","0","0","0","0","162","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","72","72","","72","0","0","0","0","72","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","209","209","","209","0","0","0","0","209","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"58485","0","3594797","0","1st Capital Bank","Salinas","CA","93901","9/30/2018","11/14/2018","NM","150 Main St, # 150, Salinas,","","6","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","5/1/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapital.bank","1375","1375","","1375","0","0","0","0","1375","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","2906","2711","","2711","0","0","0","2711","0","0","0","0","0","","0","","","195","","0","0","0","0","","0","0","0","0","0","93","0"
"35456","0","2920773","3118513","1st Colonial Community Bank","Collingswood","NJ","8108","9/30/2018","11/14/2018","NM","1040 Haddon Avenue","1ST COLONIAL BANCORP, INC.","3","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","11/1/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","803","748","","748","0","0","0","0","748","0","0","0","0","","0","","","55","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","2053","1844","","1844","422","0","422","0","1205","0","217","118","99","","0","","","209","","0","0","0","0","","0","0","0","0","0","0","0"
"11706","12404","338945","1204083","1st Community Bank","Sherrard","IL","61281","9/30/2018","11/14/2018","NM","407 Third Street","ILLINOIS HOLDING CO.","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","277","59","","59","0","0","0","0","0","0","59","59","0","","0","","","22","","18","0","18","0","","178","0","0","178","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","31","31","","31","0","0","0","0","31","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"27552","10064","1412619","2784920","1st Constitution Bank","Cranbury","NJ","8512","9/30/2018","11/14/2018","NM","2650 Route 130","1ST CONSTITUTION BANCORP","20","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","4/11/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.1stconstitution.com","2293","2170","0","2170","0","0","0","0","1125","0","1045","1045","0","","0","0","","99","0","0","0","0","0","","8","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","6917","3542","0","3542","0","0","0","0","1571","0","1971","1614","357","","0","0","","3198","0","21","0","0","21","","0","0","156","0","0","0","0"
"34393","0","2531562","2531553","1st Equity Bank","Skokie","IL","60076","9/30/2018","11/14/2018","NM","3956 West Dempster Street","FIRST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","4031","0","","0","0","0","0","0","0","0","0","0","0","","0","","","4031","","0","0","0","0","","0","0","0","0","0","0","0"
"57611","0","3203996","3203987","1st Equity Bank Northwest","Buffalo Grove","IL","60089","9/30/2018","11/14/2018","NM","1330 Dundee Road","NORTHWEST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"31410","6903","535575","0","1st Federal Savings Bank of SC, Inc.","Walterboro","SC","29488","9/30/2018","11/14/2018","SB","300 Robertson Boulevard","","2","0","0","5","0","Colleton","","","1/1/1962","8/9/1963","4/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.1stfederalofsc.com","514","477","","477","0","0","0","0","453","0","24","0","24","","0","","","0","","37","0","0","37","","0","0","0","0","0","0","0","119","119","","119","0","0","0","0","119","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","331","331","","331","232","232","0","0","99","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"1673","0","526452","0","1st Financial Bank USA","Dakota Dunes","SD","57049","9/30/2018","11/14/2018","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","8875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8875","8874","0","1","0","0","0","0","","0","0","","9604","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9604","9604","0","0","0","0","0","0","","0","0","0","5306","85","0","85","85","85","0","0","0","0","0","0","0","0","0","0","16","0","0","5205","5204","0","1","0","0","0","0","","0","0","0"
"6646","8805","480723","0","1st National Bank","Lebanon","OH","45036","9/30/2018","11/14/2018","N","730 East Main Street","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","100","100","","100","0","0","0","0","1","0","99","99","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","290","290","","290","0","0","0","0","290","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","282","0","883","883","","883","0","0","0","0","883","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"57633","0","1018927","4347208","1st Security Bank of Washington","Mountlake Terrac","WA","98043","9/30/2018","11/14/2018","SB","6920 220th St Sw, Suite 300","FS BANCORP, INC.","13","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","1/23/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","557","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","557","0","0","557","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","2172","290","0","290","0","0","0","0","290","0","0","0","0","","0","0","","1438","0","444","0","0","444","","0","0","0","0","0","0","0"
"9087","10250","991340","1199602","1st Source Bank","South Bend","IN","46601","9/30/2018","11/14/2018","SM","100 North Michigan Street","1ST SOURCE CORPORATION","83","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","20450","1456","0","1456","0","0","0","269","1187","0","0","0","0","","0","0","","8016","173","1173","0","378","795","","45","9760","0","45","0","201","0","1753","1698","0","1698","0","0","0","0","1698","0","0","0","0","","0","0","","0","0","55","0","9","46","","0","0","0","0","0","1629","0","36028","3915","0","3915","0","0","0","973","1672","0","1270","1270","0","","0","0","","30629","8910","179","0","84","95","","156","1149","0","46","0","317","0"
"57626","0","3223305","3223293","1st State Bank","Saginaw","MI","48604","9/30/2018","11/14/2018","NM","4800 Fashion Sq Blvd, # 100","1ST STATE FINANCIAL, LTD.","4","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststatebk.com","1457","1241","","1241","0","0","0","0","527","0","714","223","491","","0","","","216","","0","0","0","0","","0","0","0","0","0","50","0","97","53","","53","0","0","0","0","53","0","0","0","0","","0","","","44","","0","0","0","0","","0","0","0","0","0","0","0","3098","2042","","2042","0","0","0","0","610","152","1280","1280","0","","0","","","1056","","0","0","0","0","","0","0","0","0","0","701","0"
"22543","14261","170640","3070152","1st State Bank of Mason City","Mason City","IL","62664","9/30/2018","11/14/2018","NM","123 West Elm Street","FIRSTATE BANCORP, INC.","1","0","0","7","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.1ststatebankmc.com","631","473","","473","0","0","0","0","473","0","0","0","0","","0","","","0","","158","0","76","82","","0","0","0","0","0","0","0","8","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","8","0","4","4","","0","0","0","0","0","0","0","253","158","","158","0","0","0","0","158","0","0","0","0","","0","","","49","","46","0","34","12","","0","0","0","0","0","0","0"
"8426","10595","526519","1830240","1st Summit Bank","Johnstown","PA","15904","9/30/2018","11/14/2018","NM","125 Donald Lane","1ST SUMMIT BANCORP OF JOHNSTOWN, INC.","16","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.com","2346","1994","0","1994","13","0","13","0","1801","149","31","31","0","","0","0","","235","0","117","13","55","49","","0","0","0","0","0","0","0","847","732","0","732","0","0","0","0","732","0","0","0","0","","0","0","","93","0","22","3","14","5","","0","0","0","0","0","0","0","1470","1423","0","1423","0","0","0","0","262","0","1161","480","681","","0","0","","1","0","46","25","17","4","","0","0","0","0","0","0","0"
"57869","0","3309393","0","1st Trust Bank, Inc.","Hazard","KY","41701","9/30/2018","11/14/2018","NM","24 Commerce Drive","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","10/15/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","325","97","","97","0","0","0","0","0","0","97","97","0","","0","","","180","","44","0","9","35","","4","0","0","0","0","0","0","17","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","17","0","8","9","","0","0","0","0","0","0","0","1706","1591","","1591","26","0","26","0","94","0","1471","1471","0","","0","","","115","","0","0","0","0","","0","0","0","0","0","0","0"
"31249","6607","350572","4498726","1st United Bank","Faribault","MN","55021","9/30/2018","11/14/2018","NM","430 4th St Nw","J & B FINANCIAL HOLDINGS, INC.","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","WWW.1stunited.com","152","152","","152","0","0","0","0","152","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","373","373","","373","0","0","0","0","124","0","249","249","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"9751","0","340256","3304343","21st Century Bank","Loretto","MN","55357","9/30/2018","11/14/2018","NM","699 North Medina Street","DOLPHIN FAMILY LIMITED PARTNERSHIP","8","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","63","0","","0","0","0","0","0","0","0","0","0","0","","0","","","63","","0","0","0","0","","0","0","0","0","0","0","0","2686","1061","","1061","186","186","0","0","0","0","875","672","203","","0","","","1625","","0","0","0","0","","0","0","0","0","0","2245","0"
"91005","0","455253","4754758","5Star Bank","Colorado Springs","CO","80914","9/30/2018","11/14/2018","NM","Peterson Air Force Base, 455","LITTLE LONDON BANCORP","5","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","14","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","14","0","14","0","","0","0","0","0","0","0","0"
"27831","358","671370","0","A J Smith Federal Savings Bank","Midlothian","IL","60445","9/30/2018","11/14/2018","SA","14757 S Cicero Ave","","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.ajsmithbank.com","405","405","","405","0","0","0","0","329","76","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","1106","1106","","1106","0","0","0","0","801","305","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","9/30/2018","11/14/2018","NM","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","308","308","","308","0","0","0","0","297","0","11","11","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","36","36","","36","0","0","0","0","36","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","9/30/2018","11/14/2018","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","377","377","","377","0","0","0","0","377","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","9/30/2018","11/14/2018","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","1757","1757","","1757","0","0","0","0","1757","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","327","327","","327","0","0","0","0","327","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","9/30/2018","11/14/2018","SB","205 South Main St","","2","0","0","5","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","22","22","","22","0","0","0","0","22","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","170","168","","168","0","0","0","0","168","0","0","0","0","","0","","","0","","2","0","2","0","","0","0","0","0","0","0","0"
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","9/30/2018","11/14/2018","NM","401 East Spruce Street","ABBY BANCORP, INC.","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","485","442","","442","13","13","0","0","345","0","84","84","0","","0","","","31","","11","0","0","11","","1","0","0","1","0","0","0","14","14","","14","0","0","0","0","14","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","3524","2799","","2799","0","0","0","1239","1540","0","20","18","2","","0","","","30","","21","0","0","21","","674","0","0","674","0","273","0"
"26549","0","117672","0","Abington Bank","Abington","MA","2351","9/30/2018","11/14/2018","SM","6 Harrison Avenue","","3","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","10/1/2017","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.theabingtonbank.com","282","282","","282","0","0","0","0","282","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","1818","1818","","1818","0","0","0","0","1560","0","258","258","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"19600","0","535753","2107707","Academy Bank, National Association","Kansas City","MO","64154","9/30/2018","11/14/2018","N","8551 N Boardwalk Avenue","DICKINSON FINANCIAL CORPORATION II","74","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","5/1/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","4686","2275","0","2275","0","0","0","0","1576","0","699","699","0","","0","0","","1156","0","645","240","16","389","","610","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","34","0","9","8","0","1","","0","0","0","0","0","0","0","9860","8120","0","8120","0","0","0","235","410","0","7475","566","6909","","0","0","","1716","0","24","0","22","2","","0","0","0","0","0","0","0"
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","9/30/2018","11/14/2018","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","2029","982","","982","0","0","0","760","90","0","132","0","132","","0","","","9","","17","0","13","4","","1021","0","0","736","0","0","0","630","265","","265","0","0","0","0","154","0","111","0","111","","0","","","69","","0","0","0","0","","296","0","0","296","0","0","0","1866","1433","","1433","0","0","0","269","75","0","1089","0","1089","","0","","","2","","1","0","0","1","","430","0","0","430","0","0","0"
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","9/30/2018","11/14/2018","NM","8712 West Dodge Road","3MV BANCORP, INC.","7","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","WWW.ACCESSBANK.COM","344","63","0","63","0","0","0","0","63","0","0","0","0","","0","0","","281","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","1146","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","1146","0","0","0","0","0","","0","0","0","0","0","0","0"
