cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,p3asset,p3re,p3renus,IDP3REDM,p3recons,P3recnfm,p3recnot,p3reag,p3reres,p3remult,p3renres,P3RENROW,P3RENROT,p3refor,p3dep,p3depnus,p3ag,p3ci,p3cinus,p3con,p3crcd,P3AUTO,P3CONOTH,p3fg,p3othln,p3ls,p3scdebt,p3agsm,P3LNSALE,P3GTYPAR,P3LTOT,p9asset,p9re,p9renus,IDP9REDM,p9recons,P9recnfm,p9recnot,p9reag,p9reres,p9remult,p9renres,P9RENROW,P9RENROT,p9refor,p9dep,p9depnus,p9ag,p9ci,p9cinus,p9con,p9crcd,P9AUTO,P9CONOTH,p9fg,p9othln,p9ls,p9scdebt,p9agsm,P9LNSALE,P9GTYPAR,P9LTOT,naasset,nare,narenus,IDNAREDM,narecons,narecnfm,narecnot,nareag,nareres,naremult,narenres,NARENROW,NARENROT,narefor,nadep,nadepnus,naag,naci,nacinus,nacon,nacrcd,NAAUTO,NACONOTH,nafg,naothln,nals,nascdebt,naagsm,NALNSALE,NAGTYPAR,NALTOT
"19749","13525","906652","3199585","Community State Bank","Coffeyville","KS","67337","9/30/2018","11/14/2018","NM","1414 West 11th Street","COFFEYVILLE BANCORP, INC.","2","0","0","4","0","Montgomery","","","10/2/1967","10/2/1967","11/9/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.ourlocalbank.com","327","293","","293","0","0","0","0","127","0","166","9","157","","0","","","27","","7","0","1","6","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","442","185","","185","0","0","0","109","76","0","0","0","0","","0","","","43","","5","0","0","5","","209","0","0","0","0","0","0"
"5619","0","378044","4152877","COMMUNITY STATE BANK","Bradley","AR","71826","9/30/2018","11/14/2018","NM","208 West 4th Street","ALLCORP INC","2","0","0","4","1","Lafayette","","","1/1/1933","1/1/1934","7/31/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","0","1","http://www.csbarkansas.com","71","24","","24","0","0","0","0","24","0","0","0","0","","0","","","0","","47","0","46","1","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"17734","0","853934","1134199","Community State Bank","Starke","FL","32091","9/30/2018","11/14/2018","NM","811 South Walnut Street","COMMUNITY STATE BANK CORPORATION","3","0","0","8","0","Bradford","","","3/19/1957","3/19/1957","7/13/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","http://www.communitystatebank-fl.com","2377","2038","","2038","160","0","160","23","701","0","1154","1154","0","","0","","","270","","69","0","28","41","","0","0","0","0","0","0","0","100","0","","0","0","0","0","0","0","0","0","0","0","","0","","","100","","0","0","0","0","","0","0","0","0","0","0","0","2670","1924","","1924","1491","0","1491","0","433","0","0","0","0","","0","","","590","","38","0","18","20","","118","0","0","0","0","0","0"
"8067","0","322449","0","Community State Bank","Brook","IN","47922","9/30/2018","11/14/2018","NM","244 West Main","","1","0","0","2","0","Newton","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/1/1931","1/1/1934","1/27/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.communitystatebank.com","184","182","","182","0","0","0","0","182","0","0","0","0","","0","","","0","","2","0","2","0","","0","0","0","0","0","0","0","25","21","","21","0","0","0","0","0","0","21","0","21","","0","","","0","","4","0","2","2","","0","0","0","0","0","0","0","733","556","","556","0","0","0","0","494","0","62","49","13","","0","","","139","","38","0","38","0","","0","0","0","0","0","0","0"
"27201","53146","1176920","1249749","Community State Bank","Hennessey","OK","73742","9/30/2018","11/14/2018","NM","525 N. Main Street","WARRIOR BANK CORPORATION, INC.","3","0","0","2","1","Kingfisher","","","3/24/1988","3/24/1988","8/10/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.mycsb.com","10","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","8","0","0","8","","2","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","1160","184","","184","0","0","0","184","0","0","0","0","0","","0","","","265","","0","0","0","0","","711","0","0","711","0","0","0"
"22567","14736","367150","2516961","Community State Bank","Shelbina","MO","63468","9/30/2018","11/14/2018","NM","208 North Center Street","COMMUNITY STATE BANCSHARES, INC","2","0","0","8","0","Shelby","","","11/28/1977","11/28/1977","6/10/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.commbankonline.com","733","439","","439","0","0","0","0","439","0","0","0","0","","0","","","62","","204","3","115","86","","28","0","0","0","0","0","0","91","90","","90","0","0","0","0","90","0","0","0","0","","0","","","0","","1","1","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"58732","0","3617856","3619140","Community State Bank","Lamar","CO","81052","9/30/2018","11/14/2018","NM","717 North Main Street","COMMUNITY STATE BANKSHARES, INC.","2","0","0","2","1","Prowers","","","7/15/2008","7/15/2008","7/16/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.csb-lamar.com","34","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","32","0","32","0","","2","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","158","105","","105","0","0","0","0","0","0","105","105","0","","0","","","53","","0","0","0","0","","0","0","0","0","0","0","0"
"14883","13002","502746","1139738","Community State Bank","Avilla","IN","46710","9/30/2018","11/14/2018","SM","802 East Albion Street","COMMUNITY FINANCIAL CORP.","4","0","0","4","0","Noble","","","2/19/1931","11/20/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.csbbankonline.bank","203","162","","162","0","0","0","0","162","0","0","0","0","","0","","","38","","3","0","1","2","","0","0","0","0","0","0","0","96","96","","96","0","0","0","0","96","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","37","37","","37","0","0","0","0","37","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"1839","0","987848","1210347","Community State Bank","Royal Center","IN","46978","9/30/2018","11/14/2018","NM","101 N Chicago St","COMMUNITY BANCORP","4","0","0","2","0","Cass","","","5/22/1930","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.csbnetbank.com","582","285","","285","0","0","0","0","285","0","0","0","0","","0","","","10","","9","0","8","1","","278","0","0","262","0","0","0","729","0","","0","0","0","0","0","0","0","0","0","0","","0","","","422","","67","0","67","0","","240","0","0","240","0","0","0","1552","935","","935","0","0","0","935","0","0","0","0","0","","0","","","0","","0","0","0","0","","617","0","0","0","0","0","0"
"10114","10822","772240","1203778","Community State Bank","Tipton","IA","52772","9/30/2018","11/14/2018","NM","509 Lynn St","FIDELITY COMPANY","4","0","0","2","0","Cedar","","","1/1/1894","1/1/1934","5/3/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.cstbank.com","30","30","","30","0","0","0","0","30","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","12","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","12","0","0","12","","0","0","0","0","0","0","0"
"18272","12656","790543","2125813","Community State Bank","Ankeny","IA","50023","9/30/2018","11/14/2018","SM","817 North Ankeny Boulevard","QCR HOLDINGS, INC.","10","0","0","4","0","Polk","19780","Des Moines-West Des Moines, IA","7/15/1960","7/15/1960","6/14/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.bankcsb.com","3202","3202","","3202","2738","0","2738","0","464","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","1132","1132","","1132","1132","0","1132","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","331","237","","237","0","0","0","0","148","0","89","89","0","","0","","","75","","19","0","19","0","","0","0","0","0","0","0","0"
"26416","0","147651","1137293","Community State Bank of Canton","Canton","OK","73724","9/30/2018","11/14/2018","NM","101 W Main St","CANTON BANCSHARES, INC.","1","0","0","2","0","Blaine","","","10/10/1985","10/10/1985","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.csbcanton.com","609","358","","358","0","0","0","88","231","0","39","39","0","","0","","","47","","111","0","41","70","","93","0","0","91","0","0","0","30","27","","27","0","0","0","0","5","0","22","22","0","","0","","","0","","3","0","0","3","","0","0","0","0","0","0","0","245","97","","97","0","0","0","0","97","0","0","0","0","","0","","","7","","141","0","0","141","","0","0","0","0","0","0","0"
"1936","11336","825548","0","Community State Bank of Missouri","Bowling Green","MO","63334","9/30/2018","11/14/2018","NM","117 West Church Street","","2","0","0","2","1","Pike","","","1/26/1887","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.c-s-b.com","652","483","","483","0","0","0","38","414","0","31","31","0","","0","","","18","","43","0","0","43","","108","0","0","93","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","316","316","","316","0","0","0","0","116","0","200","180","20","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"16976","14414","121914","1248854","Community State Bank of Orbisonia","Orbisonia","PA","17243","9/30/2018","11/14/2018","NM","761 Elliott St","ORBISONIA COMMUNITY BANCORP, INC.","7","0","0","5","0","Huntingdon","","","1/11/1951","1/11/1951","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.csborbisonia.com","1667","1546","","1546","0","0","0","0","1465","0","81","0","81","","0","","","14","","106","0","59","47","","1","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","2980","2818","","2818","0","0","0","0","2708","85","25","0","25","","0","","","0","","157","0","22","135","","5","0","0","0","0","0","0"
"21988","13054","875048","1427659","Community State Bank of Rock Falls","Rock Falls","IL","61071","9/30/2018","11/14/2018","NM","1801 First Avenue","COMMUNITY ILLINOIS CORPORATION","5","0","0","2","0","Whiteside","","","4/24/1975","4/24/1975","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.commstbk.com","1485","1265","","1265","0","0","0","469","796","0","0","0","0","","0","","","94","","98","0","95","3","","28","0","0","16","0","0","0","2","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","2","0","0","0","0","0","0","1567","1494","","1494","0","0","0","0","1494","0","0","0","0","","0","","","52","","21","0","10","11","","0","0","0","0","0","0","0"
"8058","13861","198046","1134153","Community State Bank of Southwestern Indiana","Poseyville","IN","47633","9/30/2018","11/14/2018","NM","220 South Lockwood Street","CYNTHIANA BANCORPORATION","6","0","0","8","1","Posey","21780","Evansville, IN-KY","7/15/1925","1/1/1934","7/20/2012","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","www.csbswin.com","506","494","","494","0","0","0","274","179","0","41","0","41","","0","","","0","","12","0","4","8","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"13380","11988","484141","2251806","Community Trust Bank","Irvington","IL","62848","9/30/2018","11/14/2018","NM","107 S 2nd St","COMMUNITY BANCSHARES, INC.","3","0","0","2","0","Washington","","","1/1/1934","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","https://www.communitytrustbk.com","319","147","","147","0","0","0","0","2","0","145","145","0","","0","","","172","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","1007","569","","569","54","0","54","0","44","0","471","471","0","","0","","","0","","0","0","0","0","","438","0","0","432","0","0","0"
"2720","9685","509811","1070644","Community Trust Bank, Inc.","Pikeville","KY","41501","9/30/2018","11/14/2018","SM","346 North Mayo Trail","COMMUNITY TRUST BANCORP, INC.","80","0","1","4","0","Pike","","","11/17/1903","1/1/1934","1/22/2011","Stock","0","1","FED","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.ctbi.com","28172","20189","0","20189","764","714","50","975","8602","772","9076","776","8300","","0","0","","1073","0","6650","0","5255","1395","","260","0","0","78","0","8041","0","8005","6662","0","6662","59","0","59","557","4381","0","1665","448","1217","","0","0","","32","0","1253","0","642","611","","58","0","0","58","0","48","0","13032","12275","0","12275","642","116","526","262","7726","369","3276","2453","823","","0","0","","433","0","314","0","0","314","","10","0","0","10","0","1029","0"
"58500","0","3637706","4909521","Community Valley Bank","El Centro","CA","92244","9/30/2018","11/14/2018","NM","1443 Main Street","CMUV BANCORP","4","0","0","4","0","Imperial","20940","El Centro, CA","10/1/2007","10/1/2007","3/2/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.yourcvb.com","1421","988","","988","0","0","0","288","700","0","0","0","0","","0","","","298","","0","0","0","0","","135","0","0","0","0","23","0","897","897","","897","0","0","0","0","0","0","897","897","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","1772","1597","","1597","0","0","0","0","313","0","1284","1284","0","","0","","","175","","0","0","0","0","","0","0","0","0","0","1460","0"
"27572","0","1412712","2626299","Community West Bank, National Association","Goleta","CA","93117","9/30/2018","11/14/2018","N","5827 Hollister Avenue","COMMUNITY WEST BANCSHARES","9","0","0","4","0","Santa Barbara","42200","Santa Maria-Santa Barbara, CA","8/21/1989","8/21/1989","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","www.communitywestbank.com","1443","1344","","1344","1327","0","1327","0","17","0","0","0","0","","0","","","99","","0","0","0","0","","0","0","0","0","0","0","0","25","25","","25","0","0","0","0","25","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","5710","2665","","2665","0","0","0","1780","367","0","518","518","0","","0","","","2753","","292","0","0","292","","0","0","0","0","0","2250","0"
"3363","0","774262","3594890","CommunityBank of Texas, N.A.","Beaumont","TX","77706","9/30/2018","11/14/2018","N","5999 Delaware Street","HILLISTER ENTERPRISES II, INC.","33","0","0","4","0","Jefferson","13140","Beaumont-Port Arthur, TX","3/6/1926","1/1/1934","7/18/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.communitybankoftx.com","1181","792","0","792","87","0","87","0","98","0","607","548","59","","0","0","","351","0","13","0","13","0","","25","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","5602","3441","0","3441","13","0","13","0","677","0","2751","2720","31","","0","0","","2161","0","0","0","0","0","","0","0","0","0","0","0","0"
"19048","10256","697633","1391237","Compass Bank","Birmingham","AL","35233","9/30/2018","11/14/2018","SM","15 20th Street South","BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","646","0","1","4","0","Jefferson","13820","Birmingham-Hoover, AL","3/2/1964","3/2/1964","2/24/2011","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","0","www.bbvacompass.com","427729","203241","18370","203241","8530","4032","4498","17","144553","17506","32635","3192","29443","","0","0","","54198","95","165210","15050","107933","42227","","4350","730","0","0","0","658","0","45209","6602","22","6602","532","532","0","0","5568","239","263","235","28","","0","0","","9557","3971","28998","13157","5616","10225","","0","52","0","0","0","0","0","651215","323082","9726","323082","12882","619","12263","97","205127","243","104733","76314","28419","","0","0","","283830","212","14838","0","11746","3092","","449","5960","23056","0","0","23761","0"
"29430","3439","373272","0","Compass Savings Bank","Wilmerding","PA","15148","9/30/2018","11/14/2018","SB","111 Westinghouse Ave","","1","0","0","5","0","Allegheny","38300","Pittsburgh, PA","1/1/1934","5/6/1935","7/1/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.compassbank.us","567","530","","530","0","0","0","0","530","0","0","0","0","","0","","","0","","37","0","18","19","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","74","74","","74","0","0","0","0","74","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"9727","0","273653","2623551","Concorde Bank","Blomkest","MN","56216","9/30/2018","11/14/2018","NM","16 S.W. Main Street","MATSON FINANCIAL, INC.","2","0","0","2","1","Kandiyohi","","","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","http://www.concordebanks.com","1442","1077","","1077","12","0","12","382","235","0","448","448","0","","0","","","327","","38","0","38","0","","0","0","0","0","0","0","0","291","0","","0","0","0","0","0","0","0","0","0","0","","0","","","276","","15","0","15","0","","0","0","0","0","0","0","0","111","87","","87","0","0","0","0","87","0","0","0","0","","0","","","0","","24","0","24","0","","0","0","0","0","0","0","0"
"8527","11229","819556","2557414","Concordia Bank & Trust Company","Vidalia","LA","71373","9/30/2018","11/14/2018","NM","904 Carter Street","CONCORDIA CAPITAL CORPORATION","7","0","1","4","1","Concordia","","","7/1/1903","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","http://www.concordiabank.com","7868","7312","","7312","434","0","434","0","1569","0","5309","5282","27","","0","","","434","","122","0","0","122","","0","0","0","0","0","0","0","2332","2307","","2307","0","0","0","0","2307","0","0","0","0","","0","","","0","","25","0","0","25","","0","0","0","0","0","0","0","933","459","","459","0","0","0","0","96","0","363","283","80","","0","","","193","","31","0","0","31","","250","0","0","0","0","0","0"
"13788","0","164957","1249495","Concordia Bank of Concordia, Missouri","Concordia","MO","64020","9/30/2018","11/14/2018","NM","547 Main Street","NORTHERN MISSOURI BANCSHARES, INC.","4","0","0","4","0","Lafayette","28140","Kansas City, MO-KS","5/1/1932","1/1/1934","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","http://www.concordia-bank.com","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","1023","1022","","1022","0","0","0","0","0","0","1022","1022","0","","0","","","0","","1","0","1","0","","0","0","0","0","0","0","0"
"57614","0","3187630","3391129","Congressional Bank","Potomac","MD","20854","9/30/2018","11/14/2018","NM","7963 Tuckerman Lane","CONGRESSIONAL BANCSHARES, INC.","7","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","10/17/2003","10/17/2003","7/1/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://WWW.CONGRESSIONALBANK.COM","1313","594","","594","0","0","0","0","594","0","0","0","0","","0","","","109","","610","0","0","610","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","10923","8854","","8854","399","0","399","0","4312","0","4143","3649","494","","0","","","1703","","366","0","0","366","","0","0","0","0","0","0","0"
"28677","2123","203575","0","Conneaut Savings Bank","Conneaut","OH","44030","9/30/2018","11/14/2018","SA","305 Main Street","","3","0","1","5","0","Ashtabula","","","1/1/1888","1/8/1937","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.conneautsavings.com","541","541","","541","0","0","0","0","541","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","321","321","","321","0","0","0","0","321","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"34876","0","2756909","2863946","Connecticut Community Bank, National Association","Westport","CT","6880","9/30/2018","11/14/2018","N","1495 Post Road East","ASSOCIATED COMMUNITY BANCORP, INC.","9","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","12/28/1998","12/28/1998","7/29/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","1","ccbankonline.com","1650","1563","","1563","0","0","0","0","89","0","1474","909","565","","0","","","87","","0","0","0","0","","0","0","0","0","0","0","0","654","453","","453","0","0","0","0","268","0","185","0","185","","0","","","201","","0","0","0","0","","0","0","0","0","0","0","0","4013","3201","","3201","0","0","0","0","2041","145","1015","751","264","","0","","","812","","0","0","0","0","","0","0","0","0","0","0","0"
"955","0","624246","1357037","Connection Bank","Fort Madison","IA","52627","9/30/2018","11/14/2018","SM","Avenue G And Seventh Street","FORT MADISON FINANCIAL COMPANY","6","0","0","4","1","Lee","","","7/1/1854","1/1/1934","9/17/2016","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","WWW.MYCONNECTIONBANK.COM","1025","503","","503","0","0","0","20","483","0","0","0","0","","0","","","501","","13","0","13","0","","8","0","0","0","0","0","0","97","51","","51","0","0","0","0","51","0","0","0","0","","0","","","0","","0","0","0","0","","46","0","0","0","0","0","0","465","453","","453","0","0","0","0","453","0","0","0","0","","0","","","0","","12","0","0","12","","0","0","0","0","0","0","0"
"13585","0","894245","4848246","Connections Bank","Ashland","MO","65010","9/30/2018","11/14/2018","SM","301 East Broadway","CONNECTIONS BANCSHARES, INC.","3","0","0","8","0","Boone","17860","Columbia, MO","10/11/1923","1/9/1934","4/14/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.connectionsbank.com","216","195","","195","11","11","0","0","184","0","0","0","0","","0","","","0","","21","0","21","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"57919","0","3317932","1048764","ConnectOne Bank","Englewood Cliffs","NJ","7632","9/30/2018","11/14/2018","NM","301 Sylvan Avenue","CONNECTONE BANCORP, INC.","22","0","1","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","1/15/2005","1/15/2005","7/1/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://www.connectonebank.com","3963","3195","0","3195","0","0","0","0","5","0","3190","3190","0","","0","0","","480","0","288","0","0","288","","0","0","0","0","0","0","0","1648","1648","0","1648","0","0","0","0","0","0","1648","1648","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","53015","23453","0","23453","2934","2934","0","0","4680","0","15839","6804","9035","","0","0","","29562","0","0","0","0","0","","0","0","0","0","0","0","0"
"19482","12891","477321","2286228","Consumers National Bank","Minerva","OH","44657","9/30/2018","11/14/2018","N","614 East Lincoln Way","CONSUMERS BANCORP, INC.","13","0","0","4","0","Stark","15940","Canton-Massillon, OH","9/1/1965","9/1/1965","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.consumersbank.com","56","39","","39","0","0","0","0","39","0","0","0","0","","0","","","0","","11","0","11","0","","6","0","0","0","0","0","0","1","1","","1","0","0","0","0","1","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","1053","1053","","1053","0","0","0","0","378","0","675","660","15","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"57571","0","3220863","3191459","Continental Bank","Salt Lake City","UT","84101","9/30/2018","11/14/2018","NM","15 W. S. Temple, Suite 420","CONTINENTAL BANCORPORATION","1","0","0","4","1","Salt Lake","41620","Salt Lake City, UT","11/3/2003","11/3/2003","2/23/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","http://www.cbankus.com","1344","0","","0","0","0","0","0","0","0","0","0","0","","0","","","1045","","0","0","0","0","","0","299","0","0","0","0","0","293","0","","0","0","0","0","0","0","0","0","0","0","","0","","","197","","0","0","0","0","","0","96","0","0","0","0","0","1830","0","","0","0","0","0","0","0","0","0","0","0","","0","","","834","","0","0","0","0","","0","996","0","0","0","0","0"
"21578","0","837037","1129681","Continental National Bank","Miami","FL","33135","9/30/2018","11/14/2018","N","1801 S.W. 1st Street","CONTINENTAL BANCORP","5","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","5/10/1974","5/10/1974","2/6/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","https://www.continentalbank.com","950","341","0","341","0","0","0","0","137","0","204","204","0","","0","0","","537","0","72","0","72","0","","0","0","0","0","0","0","0","91","88","0","88","0","0","0","0","88","0","0","0","0","","0","0","","0","0","3","0","3","0","","0","0","0","0","0","0","0","1559","1049","0","1049","0","0","0","0","780","0","269","56","213","","0","0","","510","0","0","0","0","0","","0","0","0","0","0","0","0"
"4649","13646","972750","2338033","Conway Bank","Conway Springs","KS","67031","9/30/2018","11/14/2018","NM","124 West Spring Avenue","NORCON FINANCIAL CORP.","4","0","0","2","0","Sumner","48620","Wichita, KS","5/1/1886","1/1/1934","10/13/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.conwaybank.net","227","89","","89","0","0","0","0","89","0","0","0","0","","0","","","16","","39","0","35","4","","83","0","0","83","0","2","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","3568","1133","","1133","0","0","0","641","125","0","367","0","367","","0","","","121","","4","0","4","0","","2310","0","0","2310","0","415","0"
