cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"58158","0","3377235","4087894","CenTrust Bank, National Association","Northbrook","IL","60062","9/30/2018","11/14/2018","N","385 Waukegan Road","UNITED COMMUNITY BANCSHARES, INC.","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/14/2006","4/14/2006","3/1/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.centrustbank.com","87708","1139","88847","466","89313","61262","61262","7409","25002","19033","5969","6176","22675","0","","0","27820","","177","0","3","71","103","54","","0","54","0","0","0","","265","265","5804","1605","1139",""
"28362","1441","83375","3632756","Century Bank","Santa Fe","NM","87501","9/30/2018","11/14/2018","NM","100 South Federal Place","CENTURY FINANCIAL SERVICES CORPORATION","9","0","0","4","1","Santa Fe","42140","Santa Fe, NM","1/1/1910","3/14/1952","1/17/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","1","www.mycenturybank.com","475827","7300","483127","0","483127","312799","312799","39119","222978","92649","130329","5135","45012","555","","0","140553","","29357","0","0","493","28864","418","","83","335","0","0","0","","1390","1238","2115","37004","7300",""
"14051","0","305648","1205491","Century Bank","Shenandoah","IA","51601","9/30/2018","11/14/2018","NM","116 South Blossom Street","CNB CORP","1","0","0","2","0","Page","","","3/12/1934","3/12/1934","12/11/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","www.centurybankshen.com","54658","748","55406","0","55406","31301","31301","538","2315","2315","0","0","3297","25151","","18998","3967","","1140","0","0","634","506","0","","0","0","0","0","0","","0","0","503","35","748",""
"11448","11294","58636","2468275","Century Bank","Lucedale","MS","39452","9/30/2018","11/14/2018","NM","4282 Main Street","BANCORP OF LUCEDALE, INC.","9","0","1","4","0","George","","","6/1/1903","1/1/1934","6/8/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.centurybankms.com","213133","3100","216233","0","216233","158595","158595","30348","65867","33208","32659","1851","45957","14572","","1192","21286","","34573","959","292","24467","8855","588","","0","588","0","0","185","","223","223","9823","20525","2977",""
"147","0","944337","2043850","Century Bank and Trust","Milledgeville","GA","31061","9/30/2018","11/14/2018","NM","141 South Wayne Street","CENTURY BANCORP, INC.","2","0","0","4","0","Baldwin","","","1/1/1898","1/1/1934","1/29/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","www.centurybankonline.com","160807","1832","162639","543","163182","141360","141360","24710","63798","27028","36770","4028","42016","6808","","33","11087","","2794","683","74","404","1633","7908","","7500","408","0","0","1248","","2825","2825","4199","20511","1832",""
"5015","9914","694847","1491856","Century Bank and Trust","Coldwater","MI","49036","9/30/2018","11/14/2018","NM","100 West Chicago Street","CENTURY FINANCIAL CORPORATION","11","0","0","4","0","Branch","","","1/1/1909","1/1/1934","8/9/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.centurybankandtrust.com","205244","2881","208125","0","208125","153970","153970","8482","63442","46972","16470","6040","61954","14052","","4295","32400","","7886","0","176","5238","2472","9574","","9574","0","0","0","994","","870","396","6495","1987","2881",""
"19943","12351","377908","1111088","Century Bank and Trust Company","Somerville","MA","2145","9/30/2018","11/14/2018","NM","102 Fellsway West","CENTURY BANCORP, INC.","28","0","0","5","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","5/1/1969","5/1/1969","5/11/2010","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.centurybank.com","2232793","28545","2261338","0","2261338","927204","927204","12434","266860","205806","61054","29555","618355","0","","0","212722","0","5183","0","743","55","4385","1116229","","1104931","11298","0","0","0","0","2598","2598","0","12434","28545",""
"35558","0","2939001","3492790","Century Bank of Florida","Tampa","FL","33612","9/30/2018","11/14/2018","SM","716 West Fletcher Avenue","CENTURY BANCSHARES OF FLORIDA, INC.","1","0","0","4","1","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","9/11/2000","9/11/2000","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","http://www.centurybk.com","47816","615","48431","0","48431","39694","39694","3044","16599","10482","6117","568","19000","483","","31","7542","","1164","0","0","462","702","0","","0","0","0","0","0","","0","0","647","2397","615",""
"35236","0","2921211","3236640","Century Bank of Georgia","Cartersville","GA","30120","9/30/2018","11/14/2018","NM","215 East Main Street","CBB BANCORP","3","0","0","4","0","Bartow","12060","Atlanta-Sandy Springs-Roswell, GA","6/29/2000","6/29/2000","11/10/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.centurybanknet.com","100170","2667","102837","110","102947","85163","85163","4834","58820","21700","37120","1484","19022","1003","","12","15434","","2339","0","2","1061","1276","0","","0","0","0","0","0","","299","0","524","4310","1395",""
"35450","0","2920287","3097458","Century Bank of Kentucky, Inc.","Lawrenceburg","KY","40342","9/30/2018","11/14/2018","NM","201 West Woodford Street","CENTURY BANCSHARES, INC.","2","0","0","4","1","Anderson","","","7/5/2000","7/5/2000","2/10/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","St. louis","Central","Southeast","0","1","http://www.centurybankky.com","108507","1275","109782","0","109782","104999","104999","17576","27897","13012","14885","6471","51749","1306","","37","3078","","1668","0","96","734","838","0","","0","0","0","0","0","","2684","731","10457","7119","1220",""
"8296","14022","904359","1095469","Century Bank of the Ozarks","Gainesville","MO","65655","9/30/2018","11/14/2018","SM","42 Court Square","CENTURY BANCSHARES, INC.","4","0","0","2","1","Ozark","","","7/24/1894","1/1/1934","6/3/2010","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","WWW.CBOZARKS.COM","145950","2573","148523","97","148620","117576","117576","4575","35989","22040","13949","70","34112","42830","","9293","16147","","5532","0","0","5161","371","72","","0","72","0","0","0","","55","0","1427","3148","1894",""
"28860","2505","401072","0","Century Savings and Loan Association","Trinidad","CO","81082","9/30/2018","11/14/2018","SA","233 East Main St","","1","0","0","5","0","Las Animas","","","1/1/1903","9/14/1937","7/21/2011","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.centurysavings.com","24077","751","24828","0","24828","24209","24209","594","7988","3144","4844","138","14128","1361","","0","0","","618","0","0","39","579","1","","0","1","0","0","0","","337","0","366","228","388",""
"30428","5322","392778","2560508","Century Savings Bank","Vineland","NJ","8360","9/30/2018","11/14/2018","SB","1376 W. Sherman Avenue","CENTURY BANCORP MHC","6","0","0","5","0","Cumberland","47220","Vineland-Bridgeton, NJ","1/1/1865","10/5/1953","12/31/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.centurysb.com","217760","3144","220904","364","221268","187970","187970","23736","61518","29215","32303","631","98578","3507","","1275","4246","","164","0","0","7","157","27613","","23302","4311","0","0","0","","316","0","12533","11203","3144",""
"1993","14597","75651","2696984","CerescoBank","Ceresco","NE","68017","9/30/2018","11/14/2018","NM","130 West Elm Street","CERESCO BANCORP, INC.","1","0","0","2","0","Saunders","36540","Omaha-Council Bluffs, NE-IA","9/1/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","http://www.cerescobank.com","30569","576","31145","0","31145","17419","17419","525","2013","1186","827","0","7482","7399","","6257","4819","","2535","0","0","2330","205","115","","79","36","0","0","0","","0","0","284","241","524",""
"28263","1260","767974","3828577","Cf Bank, National Association","Worthington","OH","43085","9/30/2018","11/14/2018","N","7000 North High Street","CENTRAL FEDERAL CORPORATION","5","0","0","4","0","Franklin","18140","Columbus, OH","1/1/1892","12/24/1936","12/1/2016","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.cfbankonline.com","517615","7005","524620","0","524620","379736","379736","54212","136252","48033","88219","48400","140872","0","","0","120302","","229","0","30","0","199","24353","","0","13466","10887","0","0","","3163","3051","18361","35851","6234",""
"34294","13813","2471239","3927078","CFG Community Bank","Lutherville","MD","21093","9/30/2018","11/14/2018","SM","11 W. Ridgely Road","CAPITAL FUNDING BANCORP, INC.","3","0","0","4","1","Baltimore","12580","Baltimore-Columbia-Towson, MD","12/1/1997","12/1/1997","4/30/2012","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.cfgcommunitybank.com","596917","15047","611964","0","611964","451356","451356","37665","381963","73702","308261","6190","25012","526","","0","151926","","1124","0","3","0","1121","7558","","0","0","7558","0","0","","2172","2125","24789","12876","8792",""
"29672","3866","100777","0","CFSBANK","Charleroi","PA","15022","9/30/2018","11/14/2018","SA","101 Mckean Avenue","","10","0","0","5","0","Washington","38300","Pittsburgh, PA","1/1/1935","4/22/1936","3/2/2015","Stock","0","0","OCC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.cfsbank.com","296498","1146","297644","0","297644","283921","283921","8028","35290","14843","20447","30","240449","124","","0","6491","","6716","880","265","6","5565","516","","516","0","0","0","0","","0","0","5879","2149","1146",""
"58595","0","3597211","3597220","Chain Bridge Bank, National Association","Mclean","VA","22101","9/30/2018","11/14/2018","N","1445-A Laughlin Avenue","CHAIN BRIDGE BANCORP, INC.","1","0","0","7","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","8/6/2007","8/6/2007","8/6/2007","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.chainbridgebank.com","242228","3440","245668","0","245668","223740","223740","6186","50500","18718","31782","10743","156311","0","","0","17668","290","3675","0","3591","5","79","585","","484","101","0","0","0","0","0","0","5912","274","3440",""
"5615","10237","517049","1141487","Chambers Bank","Danville","AR","72833","9/30/2018","11/14/2018","NM","901 Main Street","CHAMBERS BANCSHARES, INC.","19","0","0","4","1","Yell","","","10/7/1930","1/1/1934","5/6/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.chambers-bank.com","689392","8882","698274","0","698274","614312","614312","116915","280106","79898","200208","49120","133210","34961","","3765","74862","","4757","0","133","767","3857","577","","431","146","0","0","0","","4284","4017","25949","90966","8882",""
"13251","0","416357","1056125","Chambers State Bank","Chambers","NE","68725","9/30/2018","11/14/2018","NM","104 E Main St","CHAMBANCO, INC.","2","0","0","2","0","Holt","","","11/1/1901","1/1/1934","9/21/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","http://www.chambersbank.com","44468","427","44895","0","44895","15508","15508","0","1269","1269","0","0","876","13363","","19917","7114","","2356","0","0","2086","270","0","","0","0","0","0","0","","0","0","0","0","427",""
"57031","0","2901558","0","Champion Bank","Parker","CO","80134","9/30/2018","11/14/2018","NM","16790 Centre Court","","1","0","0","4","0","Douglas","19740","Denver-Aurora-Lakewood, CO","6/17/2002","6/17/2002","5/1/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.thechampionbank.com","26319","537","26856","68","26924","26842","26842","533","18986","13792","5194","0","7323","0","","0","48","","34","0","6","20","8","0","","0","0","0","0","0","","0","0","0","533","355",""
"7356","10385","126012","1138955","Champlain National Bank","Elizabethtown","NY","12932","9/30/2018","11/14/2018","N","7558 Us Route 9","CHAMPLAIN BANK CORPORATION","10","0","0","4","0","Essex","","","1/1/1934","1/1/1934","2/4/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","http://www.champlainbank.com","245537","3771","249308","0","249308","186975","186975","9071","71129","35817","35312","28856","77577","342","","68","27158","","32424","0","5","31184","1235","2683","","758","1925","0","0","0","","489","489","799","8272","3013",""
"11570","0","748357","0","Chappell Hill Bank","Chappell Hill","TX","77426","9/30/2018","11/14/2018","NM","5060 Main Street","","1","0","0","8","0","Washington","","","1/1/1907","1/1/1934","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.chappellhillbank.com","20372","538","20910","98","21008","17762","17762","2204","3348","2400","948","0","8954","3256","","252","1413","","1569","0","0","643","926","11","","0","11","0","0","0","","0","0","1783","421","268",""
"26602","14064","947776","3966022","Charles River Bank","Medway","MA","2053","9/30/2018","11/14/2018","SM","70 Main Street","CHARLES RIVER BANCORP, MHC","4","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1915","3/25/1986","1/1/2009","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://charlesriverbank.com","173418","1136","174554","0","174554","161995","161995","3308","44152","20335","23817","8192","106343","0","","0","7664","","4875","0","43","331","4501","20","","0","20","0","0","0","","0","0","2404","904","1167",""
"57450","18077","3150447","0","Charles Schwab Bank","Henderson","NV","89074","9/30/2018","11/14/2018","SA","2360 Corp Circle Suite 400","","1","0","0","9","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","4/28/2003","4/28/2003","11/20/2017","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","0","www.schwabbank.com","16637000","26000","16663000","0","16663000","11858000","11858000","0","0","0","0","0","11858000","0","0","0","1126000","0","2980000","0","2980000","0","0","699000","0","0","699000","0","0","994000","0","5000","0","0","0","27000","0"
"33497","15846","1893049","0","Charles Schwab Signature Bank","Henderson","NV","89074","9/30/2018","11/14/2018","SA","2360 Corp Circle, # 400","","1","0","0","9","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","8/30/1991","8/30/1991","11/1/2017","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59108","0","5278251","0","Charles Schwab Trust Bank","Henderson","NV","89074","9/30/2018","11/14/2018","SB","2360 Corp Circle, # 400","","1","0","0","5","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","7/2/2018","7/2/2018","8/10/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33926","0","2232757","2336794","Charlevoix State Bank","Charlevoix","MI","49720","9/30/2018","11/14/2018","NM","111 State Street","CHARLEVOIX FIRST CORPORATION","6","0","0","4","1","Charlevoix","","","8/16/1994","8/16/1994","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.charlevoixstatebank.com","105002","1235","106237","0","106237","87657","87657","4164","33915","20040","13875","2690","46712","176","","76","11986","","4505","493","0","1415","2597","2013","","1679","334","0","0","0","","776","149","1345","2819","1235",""
"27086","13920","1158878","1081239","Charlotte State Bank & Trust","Port Charlotte","FL","33953","9/30/2018","11/14/2018","NM","1100 Tamiami Trail","CREWS BANKING CORPORATION","7","0","0","4","1","Charlotte","39460","Punta Gorda, FL","11/3/1987","11/3/1987","8/18/2011","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.charlottestatebankandtrust.com","197403","3521","200924","240","201164","198903","198903","10723","97604","41399","56205","7235","83341","0","","0","1068","0","1128","0","786","53","289","65","","0","65","0","0","0","0","1703","1495","5116","5607","2581",""
"34686","14723","2705112","2646037","Charter Bank","Johnston","IA","50131","9/30/2018","11/14/2018","NM","5526 N.W. 86th Street","JOHNSTON GROWTH CORPORATION","4","0","0","4","0","Polk","19780","Des Moines-West Des Moines, IA","6/15/1998","6/15/1998","6/30/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.charterbanker.com","100125","689","100814","0","100814","81420","81420","14848","25861","22472","3389","213","33489","7009","","3816","10452","","4213","0","3","3329","881","914","","914","0","0","0","0","","0","0","4551","10297","689",""
"58776","0","3715800","0","Charter Bank","Biloxi","MS","39532","9/30/2018","11/14/2018","NM","1721 Medical Park Drive, # 1","","4","0","0","4","0","Harrison","25060","Gulfport-Biloxi-Pascagoula, MS","3/11/2008","3/11/2008","5/29/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.mycharterbank.com","106656","1028","107684","0","107684","86662","86662","14892","31905","20546","11359","1982","37309","574","","1078","17493","","2320","0","139","490","1691","130","","0","130","0","0","13970","","0","0","4560","10332","1028",""
"23137","10163","160650","3485989","Charter Bank","Eau Claire","WI","54701","9/30/2018","11/14/2018","SM","1010 West Clairemont Avenue","CHARTER BANKSHARES, INC.","3","0","1","4","1","Eau Claire","20740","Eau Claire, WI","6/19/1980","6/19/1980","9/5/2017","Stock","0","0","FED","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","http://www.charterbank.bank","664283","8438","672721","525","673246","519616","519616","37945","286509","167567","118942","41941","150152","3069","","1046","122533","0","3122","133","259","1332","1398","26929","","25844","161","328","596","0","0","2152","701","7593","30352","8438",""
"18660","14661","814458","2963556","Charter Bank","Corpus Christi","TX","78410","9/30/2018","11/14/2018","NM","10502 Leopard Street","CHARTER BANCSHARES, INC.","4","0","0","4","1","Nueces","18580","Corpus Christi, TX","12/14/1962","12/14/1962","2/1/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.charterbankcc.com","156365","2846","159211","659","159870","101912","101912","41320","37545","13862","23683","2006","19126","1915","","0","54010","","582","0","14","186","382","3366","","0","3366","0","0","5470","","0","0","19543","21777","2286",""
"26185","12827","582953","1132579","CHARTER WEST BANK","West Point","NE","68788","9/30/2018","11/14/2018","SM","201 South Main Street","NATIONWIDE BANKSHARES, INC.","6","0","0","2","1","Cuming","","","4/1/1985","4/1/1985","12/7/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","http://www.charterwest.com","193118","2364","195482","0","195482","92459","92459","6291","25278","14460","10818","2568","28303","30019","","65021","30228","","6903","0","43","5089","1771","870","","634","236","0","0","0","","14","14","1901","4390","2394",""
"23702","0","489913","1039502","Chase Bank USA, National Association","Wilmington","DE","19801","9/30/2018","11/14/2018","N","201 North Walnut Street","JPMORGAN CHASE & CO.","3","1","0","3","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","2/11/1982","2/11/1982","7/1/2013","Stock","0","1","OCC","DIF","New York","WASHINGTON","Claymont","Philadelphia","Northeastern","Northeast","0","0","https://www.chase.com","99490957","3476265","102967222","0","102967222","0","0","0","0","0","0","0","0","0","0","116822","7298545","0","95048435","94975716","72714","0","5","503420","0","23583","476269","0","3568","866","0","822040","822040","0","0","0","0"
"35514","0","2915126","2915117","Cheaha Bank","Oxford","AL","36203","9/30/2018","11/14/2018","NM","1320 Highway Drive","CHEAHA FINANCIAL GROUP, INC.","4","0","0","4","0","Calhoun","11500","Anniston-Oxford-Jacksonville, AL","8/23/2000","8/23/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://WWW.CHEAHABANK.COM","110596","1662","112258","239","112497","89156","89156","10460","30392","9758","20634","3760","44460","84","","0","14157","","8999","0","384","8216","399","185","","0","185","0","0","0","","68","0","4630","5830","1567",""
"18238","8593","345309","0","Chelsea Groton Bank","Norwich","CT","6360","9/30/2018","11/14/2018","SB","One Franklin Square","","14","0","0","5","0","New London","35980","Norwich-New London, CT","1/1/1854","7/1/1960","4/11/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","http://www.chelseagroton.com","833269","7257","840526","0","840526","754420","754420","50567","117622","67262","50360","7751","578480","0","","0","64027","0","5997","0","33","2272","3692","16082","","15909","173","0","0","45","0","5991","2741","14291","36276","7285",""
"15427","12824","771748","1206779","Chelsea Savings Bank","Belle Plaine","IA","52208","9/30/2018","11/14/2018","NM","601 13th St","CHEBELLE CORPORATION","5","0","0","2","1","Benton","16300","Cedar Rapids, IA","10/19/1936","10/19/1936","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.chelseasavingsbank.com","56833","431","57264","0","57264","22243","22243","0","338","338","0","41","14222","7642","","15502","17504","","2015","0","12","991","1012","0","","0","0","0","0","0","","0","0","0","0","431",""
"14009","0","711548","3306824","Chelsea State Bank","Chelsea","MI","48118","9/30/2018","11/14/2018","SM","1010 South Main Street","CSB BANCORP, INC.","3","0","0","4","1","Washtenaw","11460","Ann Arbor, MI","12/17/1897","3/7/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.chelseastate.bank","173064","3785","176849","245","177094","136375","136375","15397","100970","52379","48591","960","18791","257","","113","36929","","1165","0","101","481","583","2511","","2511","0","0","0","0","","551","40","425","14972","2338",""
"1003","0","542649","1201934","Chemical Bank","Detroit","MI","48226","9/30/2018","11/14/2018","SM","333 Fort Street, Suite 100","CHEMICAL FINANCIAL CORPORATION","227","0","1","4","0","Wayne","19820","Detroit-Warren-Dearborn, MI","3/14/1917","1/1/1934","8/3/2018","Stock","0","1","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","0","http://www.chemicalbank.com","14785947","104041","14889988","0","14889988","10008442","10008442","1056815","4021796","1854109","2167687","511876","4282587","135368","","71588","2882726","0","1551721","0","38837","799730","713154","375511","","211886","98207","65418","0","53007","23776","43025","26271","240542","816273","111313",""
"597","10696","884303","1133594","Chemung Canal Trust Company","Elmira","NY","14902","9/30/2018","11/14/2018","SM","One Chemung Canal Plaza","CHEMUNG FINANCIAL CORPORATION","35","0","1","4","0","Chemung","21300","Elmira, NY","10/22/1833","1/1/1934","11/23/2013","Stock","0","1","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","WWW.CHEMUNGCANAL.COM","1302718","19635","1322353","0","1322353","955024","955024","53503","420478","95156","325322","171741","307351","1951","","287","174067","0","173757","1393","3634","144687","24043","19218","","0","19218","0","0","48926","0","937","707","3150","50353","16212",""
"951","0","205542","0","Cherokee State Bank","Cherokee","IA","51012","9/30/2018","11/14/2018","NM","212 West Willow Street","","1","0","0","2","0","Cherokee","","","10/8/1888","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.cherokeestatebank.com","147671","2017","149688","0","149688","96200","96200","1743","28961","21798","7163","6318","14032","45146","","41469","9565","","2105","0","164","776","1165","349","","255","71","23","0","0","","0","0","1620","123","2017",""
"6862","11388","214722","1075881","Chesapeake Bank","Kilmarnock","VA","22482","9/30/2018","11/14/2018","SM","97 North Main Street","CHESAPEAKE FINANCIAL SHARES, INC.","17","0","0","4","0","Lancaster","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.chesbank.com","534982","6619","541601","0","541601","403245","403245","46988","218536","92613","125923","12481","124770","470","","1761","105295","0","11833","0","2774","2010","7049","19467","","18570","897","0","0","0","0","12","12","12989","33999","6619",""
"28684","2148","204077","0","Chesapeake Bank of Maryland","Parkville","MD","21234","9/30/2018","11/14/2018","SA","2001 East Joppa Road","","4","0","0","4","0","Baltimore","12580","Baltimore-Columbia-Towson, MD","1/1/1913","8/27/1958","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.Chesapeakebank.com","143691","1191","144882","169","145051","139224","139224","18060","40103","15869","24234","8107","72954","0","","0","5297","","523","0","16","320","187","7","","0","7","0","0","0","","46","0","8390","9670","1226",""
"19813","10755","86554","1248582","Chester County Bank","Henderson","TN","38340","9/30/2018","11/14/2018","NM","Main And Franklin Streets","CHESTER COUNTY BANCSHARES, INC.","4","0","0","7","0","Chester","27180","Jackson, TN","4/22/1968","4/22/1968","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","http://www.chestercountybanktn.com","25485","239","25724","0","25724","17224","17224","1443","5407","2579","2828","95","9740","539","","2523","2380","","3585","0","0","1169","2416","13","","0","13","0","0","0","","0","0","1154","289","239",""
"30220","4985","231279","2434104","Chester National Bank","Chester","IL","62233","9/30/2018","11/14/2018","N","1112 State Street","CHESTER BANCORP, INC.","3","0","1","8","0","Randolph","","","1/1/1919","5/11/1944","1/27/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.chesternationalbank.com","43078","423","43501","0","43501","40731","40731","538","5175","3475","1700","0","35018","0","","0","1249","","1518","0","6","853","659","3","","0","3","0","0","0","","0","0","538","0","423",""
"10872","0","767246","0","Chesterfield State Bank","Chesterfield","IL","62630","9/30/2018","11/14/2018","NM","25 S Main St","","1","0","0","2","1","Macoupin","41180","St. Louis, MO-IL","9/21/1898","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","","12219","155","12374","0","12374","8121","8121","0","184","0","184","0","5230","2707","","1040","2023","","1190","0","0","711","479","0","","0","0","0","0","0","","0","0","0","0","123",""
"13956","0","925859","2124795","Chetopa State Bank & Trust Co.","Chetopa","KS","67336","9/30/2018","11/14/2018","SM","409 Maple Street","SOUTHEAST BANCSHARES, INC.","1","0","0","2","1","Labette","","","1/1/1901","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","http://www.csb-ks.com","25665","268","25933","0","25933","15308","15308","152","1722","1722","0","0","6752","6682","","6651","2075","","1646","0","0","1006","640","253","","0","0","253","0","0","","0","0","152","0","268",""
"57363","0","3032833","0","Cheyenne State Bank","Cheyenne","WY","82001","9/30/2018","11/14/2018","NM","101 West 19th Street","","1","0","0","4","0","Laramie","16940","Cheyenne, WY","8/8/2002","8/8/2002","2/23/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","http://www.cheyennestatebank.com","30506","508","31014","0","31014","28578","28578","6294","10907","5842","5065","957","9960","460","","129","1838","","469","0","22","157","290","0","","0","0","0","0","0","","22","22","5054","1240","383",""
