cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"4829","0","746223","2706726","1880 Bank","Cambridge","MD","21613","9/30/2018","11/14/2018","SM","304 High Street","DELMARVA BANCSHARES, INC.","6","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","7/16/2015","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.1880bank.com","251005","1874","252879","0","252879","220550","220550","4405","91051","59588","31463","1601","101940","21553","","2833","23017","","1924","0","157","0","1767","4555","","4524","31","0","0","2189","","1954","1753","347","4058","2132",""
"57899","0","3317192","4526496","1st Advantage Bank","Saint Peters","MO","63376","9/30/2018","11/14/2018","NM","240 Salt Lick Road","BANC INVESTORS, LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","90655","845","91500","0","91500","76458","76458","6467","54075","27854","26221","1815","14101","0","","0","14154","","86","0","17","60","9","802","","0","802","0","0","0","","0","0","3657","2810","845",""
"22039","0","564856","1128415","1st Bank","Broadus","MT","59317","9/30/2018","11/14/2018","SM","201 North Wilbur Ave","1ST UNITED BANCORPORATION, INC.","1","0","0","2","1","Powder River","","","6/9/1975","6/9/1975","2/23/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.our1stbank.com","23719","921","24640","0","24640","5162","5162","0","125","0","125","0","315","4722","","15134","3555","","773","0","3","428","342","15","","0","15","0","0","0","","0","0","0","0","344",""
"16419","17301","419255","1055780","1st Bank & Trust","Broken Bow","OK","74728","9/30/2018","11/14/2018","SM","710 South Park Drive","SOUTHEASTERN BANCSHARES, INC.","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www/1stbankandtrust.com","90501","1160","91661","2","91663","59206","59206","4373","18779","2651","16128","0","31359","4695","","3128","5431","","22532","0","26","16068","6438","1366","","583","0","783","0","0","","0","0","1297","3076","1024",""
"4122","0","350657","0","1st Bank in Hominy","Hominy","OK","74035","9/30/2018","11/14/2018","SM","117 North Price","","1","0","0","8","1","Osage","46140","Tulsa, OK","4/12/1906","1/1/1934","12/22/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.1stbankhominy.com","17870","95","17965","0","17965","6781","6781","78","2168","1601","567","0","4069","466","","1849","5537","","3792","0","0","984","2808","5","","0","5","0","0","0","","0","0","0","78","95",""
"30367","5236","148470","0","1st Bank of Sea Isle City","Sea Isle City","NJ","8243","9/30/2018","11/14/2018","SB","4301 Landis Avenue","","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","167547","1067","168614","45","168659","168039","168039","12472","21051","16171","4880","70","134446","0","","0","116","","504","0","0","0","504","0","","0","0","0","0","0","","0","0","12210","262","1067",""
"57298","0","3048487","3559844","1st Bank Yuma","Yuma","AZ","85364","9/30/2018","11/14/2018","NM","2799 South 4th Avenue","WESTERN ARIZONA BANCORP, INC.","5","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","230481","2291","232772","1070","233842","200176","200176","13349","152529","79579","72950","5854","16164","12280","","1812","25349","","1275","0","232","120","923","5230","","5230","0","0","0","353","","468","0","3373","9976","2306",""
"32487","8322","941653","1064791","1st Cameron State Bank","Cameron","MO","64429","9/30/2018","11/14/2018","NM","124 South Walnut","C & M BANCSHARES, INC.","2","0","0","8","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.1stcameron.com","25124","249","25373","0","25373","23762","23762","71","1588","1588","0","0","18531","3572","","274","477","","858","0","3","225","630","2","","0","2","0","0","0","","0","0","0","71","249",""
"58485","0","3594797","0","1st Capital Bank","Salinas","CA","93901","9/30/2018","11/14/2018","NM","150 Main St, # 150, Salinas,","","6","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","5/1/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapital.bank","479166","6435","485601","0","485601","429802","429802","4302","198364","65628","132736","53984","155058","18094","","11971","38705","","2","0","0","0","2","5121","","0","5121","0","0","15064","","64","64","0","4302","5580",""
"35456","0","2920773","3118513","1st Colonial Community Bank","Collingswood","NJ","8108","9/30/2018","11/14/2018","NM","1040 Haddon Avenue","1ST COLONIAL BANCORP, INC.","3","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","11/1/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","399767","5519","405286","0","405286","369988","369988","38175","82008","51127","30881","12043","237762","0","","0","27347","","4739","0","104","2823","1812","3212","","2803","409","0","0","0","","2480","1719","32520","5655","4466",""
"11706","12404","338945","1204083","1st Community Bank","Sherrard","IL","61281","9/30/2018","11/14/2018","NM","407 Third Street","ILLINOIS HOLDING CO.","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","45795","460","46255","0","46255","31916","31916","229","3455","2910","545","0","10575","17657","","9143","3676","","1484","0","15","1023","446","36","","18","18","0","0","0","","0","0","0","229","460",""
"27552","10064","1412619","2784920","1st Constitution Bank","Cranbury","NJ","8512","9/30/2018","11/14/2018","NM","2650 Route 130","1ST CONSTITUTION BANCORP","20","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","4/11/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.1stconstitution.com","877635","8265","885900","0","885900","639141","639141","146509","361527","169588","191939","29744","100586","775","","47","243800","0","990","0","0","167","823","1923","","0","741","1182","0","0","0","3265","3265","103085","43424","8265",""
"34393","0","2531562","2531553","1st Equity Bank","Skokie","IL","60076","9/30/2018","11/14/2018","NM","3956 West Dempster Street","FIRST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","87172","1104","88276","26","88302","73890","73890","0","23799","7915","15884","28308","21783","0","","0","14349","","63","0","0","0","63","0","","0","0","0","0","0","","1094","953","0","0","1047",""
"57611","0","3203996","3203987","1st Equity Bank Northwest","Buffalo Grove","IL","60089","9/30/2018","11/14/2018","NM","1330 Dundee Road","NORTHWEST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","30226","404","30630","11","30641","28457","28457","0","9219","1572","7647","10229","9009","0","","0","2078","","107","0","0","0","107","0","","0","0","0","0","0","","0","0","0","0","345",""
"31410","6903","535575","0","1st Federal Savings Bank of SC, Inc.","Walterboro","SC","29488","9/30/2018","11/14/2018","SB","300 Robertson Boulevard","","2","0","0","5","0","Colleton","","","1/1/1962","8/9/1963","4/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.1stfederalofsc.com","67061","895","67956","17","67973","65998","65998","6791","3488","3464","24","0","55719","0","","0","197","","1700","0","18","617","1065","78","","0","78","0","0","0","","0","0","4016","2775","601",""
"1673","0","526452","0","1st Financial Bank USA","Dakota Dunes","SD","57049","9/30/2018","11/14/2018","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","487812","25489","513301","0","513301","22596","22596","21189","1261","0","1261","0","127","19","0","6213","1558","0","481110","480277","0","370","463","1824","0","259","1497","68","0","822","0","14173","14152","21109","80","7565","0"
"6646","8805","480723","0","1st National Bank","Lebanon","OH","45036","9/30/2018","11/14/2018","N","730 East Main Street","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","136025","1141","137166","0","137166","131564","131564","16241","36927","23625","13302","7208","70661","527","","0","4414","","1136","0","165","676","295","52","","52","0","0","0","0","","0","0","10954","5287","1307",""
"57633","0","1018927","4347208","1st Security Bank of Washington","Mountlake Terrac","WA","98043","9/30/2018","11/14/2018","SB","6920 220th St Sw, Suite 300","FS BANCORP, INC.","13","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","1/23/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","1002363","12045","1014408","1528","1015936","595608","595608","191173","70159","37737","32422","48509","285767","0","","0","95347","0","257428","4","1362","351","255711","67553","","0","67553","0","0","0","0","0","0","166027","25146","12170",""
"9087","10250","991340","1199602","1st Source Bank","South Bend","IN","46601","9/30/2018","11/14/2018","SM","100 North Michigan Street","1ST SOURCE CORPORATION","83","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","4738402","98300","4836702","0","4836702","1452658","1452658","132159","640115","389203","250912","18118","561130","101136","","46956","2963138","93236","132965","0","27607","49745","55613","240985","","2203","21254","217528","0","14023","0","346","0","11782","120377","69769",""
"57626","0","3223305","3223293","1st State Bank","Saginaw","MI","48604","9/30/2018","11/14/2018","NM","4800 Fashion Sq Blvd, # 100","1ST STATE FINANCIAL, LTD.","4","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststatebk.com","187733","2594","190327","22","190349","98623","98623","6066","67225","48769","18456","1197","24135","0","","0","90529","","1044","13","210","90","731","154","","137","17","0","0","0","","0","0","728","5338","2594",""
"22543","14261","170640","3070152","1st State Bank of Mason City","Mason City","IL","62664","9/30/2018","11/14/2018","NM","123 West Elm Street","FIRSTATE BANCORP, INC.","1","0","0","7","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.1ststatebankmc.com","10214","140","10354","0","10354","5704","5704","0","752","135","617","0","4311","641","","1886","467","","2297","0","25","1907","365","0","","0","0","0","0","0","","0","0","0","0","140",""
"8426","10595","526519","1830240","1st Summit Bank","Johnstown","PA","15904","9/30/2018","11/14/2018","NM","125 Donald Lane","1ST SUMMIT BANCORP OF JOHNSTOWN, INC.","16","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.com","519668","5800","525468","0","525468","390426","390426","25642","105037","72561","32476","8814","249652","1281","","687","86274","0","29118","3340","1774","13218","10786","18963","","18538","425","0","0","0","0","1306","1306","7118","18524","5800",""
"57869","0","3309393","0","1st Trust Bank, Inc.","Hazard","KY","41701","9/30/2018","11/14/2018","NM","24 Commerce Drive","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","10/15/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","200949","1711","202660","44","202704","145652","145652","14927","78482","60353","18129","5569","45266","1408","","684","49346","","5162","0","505","1761","2896","1859","","0","1859","0","0","0","","1157","1157","2432","12495","1711",""
"31249","6607","350572","4498726","1st United Bank","Faribault","MN","55021","9/30/2018","11/14/2018","NM","430 4th St Nw","J & B FINANCIAL HOLDINGS, INC.","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","WWW.1stunited.com","72055","524","72579","0","72579","49236","49236","4325","26038","24242","1796","911","15015","2947","","4430","15464","","3378","0","411","717","2250","71","","0","71","0","0","0","","405","405","3578","747","524",""
"9751","0","340256","3304343","21st Century Bank","Loretto","MN","55357","9/30/2018","11/14/2018","NM","699 North Medina Street","DOLPHIN FAMILY LIMITED PARTNERSHIP","8","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","360114","1952","362066","0","362066","294645","294645","9395","168511","114230","54281","68517","45776","2446","","23","65393","","862","0","29","72","761","1143","","494","649","0","0","0","","445","383","7070","2325","1952",""
"91005","0","455253","4754758","5Star Bank","Colorado Springs","CO","80914","9/30/2018","11/14/2018","NM","Peterson Air Force Base, 455","LITTLE LONDON BANCORP","5","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","165051","2084","167135","704","167839","146821","146821","13015","100646","45879","54767","2784","29705","671","","2245","18149","","617","0","37","190","390","7","","0","7","0","0","0","","186","21","4546","8469","2084",""
"27831","358","671370","0","A J Smith Federal Savings Bank","Midlothian","IL","60445","9/30/2018","11/14/2018","SA","14757 S Cicero Ave","","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.ajsmithbank.com","96075","720","96795","0","96795","96726","96726","0","3920","3287","633","1567","91239","0","","0","11","","58","0","0","0","58","0","","0","0","0","0","11","","1456","276","0","0","720",""
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","9/30/2018","11/14/2018","NM","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","146371","1903","148274","0","148274","103194","103194","2492","43246","19468","23778","4984","41421","11051","","7594","32906","","4557","0","3067","263","1227","23","","0","23","0","0","0","","270","58","177","2315","1824",""
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","9/30/2018","11/14/2018","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","281141","2881","284022","796","284818","284656","284656","0","61783","316","61467","24385","198488","0","","0","25","","137","137","0","0","0","0","","0","0","0","0","0","","827","0","0","0","2413",""
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","9/30/2018","11/14/2018","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","39821","513","40334","0","40334","40307","40307","17338","0","0","0","0","22969","0","","0","0","","27","0","0","0","27","0","","0","0","0","0","0","","429","0","16456","882","465",""
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","9/30/2018","11/14/2018","SB","205 South Main St","","2","0","0","5","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","45648","685","46333","0","46333","44619","44619","1435","6712","6712","0","1038","35434","0","","0","1047","","651","0","24","337","290","16","","0","16","0","0","0","","352","39","989","446","485",""
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","9/30/2018","11/14/2018","NM","401 East Spruce Street","ABBY BANCORP, INC.","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","388211","4292","392503","0","392503","334603","334603","21232","109038","53353","55685","39347","82954","82032","","27745","20690","","2436","0","96","1012","1328","7029","","6263","66","0","700","105","","791","372","8162","13070","4292",""
"26549","0","117672","0","Abington Bank","Abington","MA","2351","9/30/2018","11/14/2018","SM","6 Harrison Avenue","","3","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","10/1/2017","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.theabingtonbank.com","240014","1519","241533","0","241533","232264","232264","20605","62156","35180","26976","15936","133567","0","","0","8436","","833","0","9","460","364","0","","0","0","0","0","0","","2595","0","7919","12686","1664",""
"19600","0","535753","2107707","Academy Bank, National Association","Kansas City","MO","64154","9/30/2018","11/14/2018","N","8551 N Boardwalk Avenue","DICKINSON FINANCIAL CORPORATION II","74","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","5/1/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","1005437","14124","1019561","0","1019561","703801","703801","59456","429731","60276","369455","42165","169614","2835","","1359","254848","9977","13690","3066","464","623","9537","45863","","10982","33758","1123","0","4366","0","9252","9120","26365","33091","13846",""
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","9/30/2018","11/14/2018","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","102697","1627","104324","0","104324","56774","56774","1178","20088","213","19875","0","11697","23811","","35026","9521","","2608","0","0","1507","1101","395","","0","395","0","0","0","","0","0","1178","0","1446",""
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","9/30/2018","11/14/2018","NM","8712 West Dodge Road","3MV BANCORP, INC.","7","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","WWW.ACCESSBANK.COM","416386","5611","421997","0","421997","314167","314167","53315","158110","82470","75640","24588","76309","1845","","3611","96585","0","4735","0","524","621","3590","2900","","1046","1854","0","0","473","0","0","0","20144","33171","5611",""
"35189","0","2859903","3109904","Access National Bank","Reston","VA","20191","9/30/2018","11/14/2018","N","1800 Robert Fulton Drive, #","ACCESS NATIONAL CORPORATION","15","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/1/1999","12/1/1999","4/1/2017","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.AccessNationalBank.com","2113521","17349","2130870","0","2130870","1602921","1602921","113790","943234","525047","418187","43604","496561","5732","","23","506888","0","20682","0","11837","697","8148","357","","0","0","357","0","0","0","405","320","17902","95888","18359",""
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","9/30/2018","11/14/2018","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","5","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.ACCESSBANKTX.COM","269984","3592","273576","0","273576","214616","214616","33792","111479","68964","42515","20075","44833","4437","","1535","53174","","4107","604","0","1891","1612","143","","0","143","0","0","0","","851","851","16715","17077","3592",""
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","9/30/2018","11/14/2018","NM","16 Lincoln Square","ACNB CORPORATION","29","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","7/1/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.acnb.com","1260144","13414","1273558","0","1273558","1082880","1082880","22451","431487","200259","231228","37216","537595","54131","","6058","71513","0","14605","0","5937","558","8110","98502","","89119","9383","0","0","0","0","3907","3907","5786","16665","13495",""
"18489","12279","463650","5006472","Adams Bank & Trust","Ogallala","NE","69153","9/30/2018","11/14/2018","SM","315 North Spruce Street","ADAGE, LLC","19","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.abtbank.com","701548","10848","712396","0","712396","450982","450982","42966","160672","82589","78083","26615","122632","98097","","162698","72955","","15812","0","1448","7025","7339","9949","","5973","3976","0","0","0","","846","846","10277","32689","8944",""
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","9/30/2018","11/14/2018","SB","2 Center Street","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.adamscommunity.com","478386","3655","482041","0","482041","464294","464294","13301","33241","24407","8834","7940","409764","48","","0","8500","","9118","0","120","6163","2835","129","","64","65","0","0","13","","1860","102","6710","6591","3655",""
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","9/30/2018","11/14/2018","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.adamscountybank.net","103267","1209","104476","0","104476","44816","44816","851","2013","2013","0","2173","7047","32732","","49409","7740","","1427","0","0","742","685","1084","","0","1084","0","0","0","","0","0","851","0","1209",""
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","9/30/2018","11/14/2018","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.adamsstate.com","34229","291","34520","0","34520","17336","17336","101","89","89","0","0","7784","9362","","11907","3212","","1999","0","0","1661","338","66","","0","0","66","0","1500","","0","0","101","0","291",""
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","9/30/2018","11/14/2018","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","18","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","493502","3309","496811","839","497650","380821","380821","5244","121052","76389","44663","10855","243670","0","","0","105143","0","11686","0","1287","1865","8534","0","","0","0","0","0","0","0","1227","60","4473","771","3314",""
"27015","13964","541307","0","Admirals Bank","Boston","MA","2116","9/30/2018","11/14/2018","SA","579 Boylston Street","","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","1/1/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.admiralsbank.com","191604","1909","193513","0","193513","145687","145687","244","75878","29642","46236","52426","16860","279","","0","3949","","43877","0","0","5","43872","0","","0","0","0","0","0","","1599","357","0","244","2106",""
"8251","0","94858","1399505","Adrian Bank","Adrian","MO","64720","9/30/2018","11/14/2018","SM","130 East Main Street","ADRIAN BANCSHARES, INC.","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.adrianbank.com","94458","1229","95687","0","95687","56925","56925","4105","13932","5742","8190","0","14229","24659","","21407","10062","","7140","0","0","3199","3941","153","","0","153","0","0","0","","156","0","4105","0","1229",""
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","9/30/2018","11/14/2018","NM","322 Maine Avenue","ADRIAN BUILDING CORPORATION","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.adrianstatebank.com","39462","388","39850","0","39850","16171","16171","98","1649","1158","491","552","1736","12136","","19340","3556","","768","0","0","373","395","15","","7","8","0","0","0","","0","0","0","98","388",""
"18152","15877","438050","1066928","Advantage Bank","Oklahoma City","OK","73141","9/30/2018","11/14/2018","NM","8001 Ne 23rd Street","SPENCER BANCSHARES, INC.","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","4/26/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.advantagebank.biz","34056","396","34452","69","34521","29539","29539","4042","7499","5042","2457","227","17465","306","","291","3356","","1297","0","0","525","772","38","","0","38","0","0","0","","0","0","4042","0","396",""
"57072","0","2927615","0","Advantage Bank","Loveland","CO","80538","9/30/2018","11/14/2018","NM","1475 North Denver Avenue","","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","6/14/2016","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","http://www.advantagebanks.com","257361","2151","259512","2347","261859","229211","229211","53212","96837","56294","40543","8991","69135","1036","","0","32313","","333","0","78","99","156","2","","0","2","0","0","478","","0","0","22226","30986","2151",""
