cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
"19515","0","545154","2332143","Bank of Doniphan","Doniphan","NE","68832","9/30/2018","11/14/2018","NM","118-120 W. Plum Street","DONIPHAN BANCSHARES, INC.","3","0","0","2","0","Hall","24260","Grand Island, NE","11/17/1965","11/17/1965","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.bankofdoniphan.com","11249","4260","4507","6593","3735","674","1016","509","507","0","0"
"9068","13957","546535","2631435","Bank of Dudley","Dudley","GA","31022","9/30/2018","11/14/2018","NM","1448 Second Street","HOGAN INVESTMENTS I, INC.","5","0","0","4","0","Laurens","","","11/1/1905","1/1/1934","4/16/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.bankofdudley.com","26997","13587","8548","24389","5688","1959","5398","2250","2532","616","0"
"15813","14771","1015832","2037569","Bank of Early","Blakely","GA","39823","9/30/2018","11/14/2018","NM","12347 Columbia Street","ONE SOUTH FINANCIAL, INC.","3","0","0","2","1","Early","","","1/9/1939","4/28/1941","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.bankofearly.com","17884","20119","10689","23566","2734","1014","9146","1726","6120","0","1300"
"16243","0","14865","2615154","Bank of Eastern Oregon","Heppner","OR","97836","9/30/2018","11/14/2018","NM","279 N Main Street","BEO BANCORP","14","0","1","2","0","Morrow","","","3/3/1945","3/3/1945","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","www.beobank.com","21771","16180","18196","11181","6154","2420","2668","1091","1010","567","0"
"877","14607","204237","2453936","Bank of Eastman","Eastman","GA","31023","9/30/2018","11/14/2018","NM","130 Oak Street","MAGNOLIA BANKSHARES, INC.","4","0","0","4","1","Dodge","","","1/2/1919","1/1/1934","2/4/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","WWW.BANKOFEASTMAN.COM","26939","24158","6950","25046","10999","8103","3338","0","2062","300","976"
"26554","12613","956376","0","Bank of Easton","North Easton","MA","2356","9/30/2018","11/14/2018","SM","275 Washington Street","","2","0","0","5","0","Bristol","39300","Providence-Warwick, RI-MA","1/1/1889","2/4/1986","9/4/2013","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.bankofeaston.com","13764","10860","3081","9664","9753","2126","9099","839","5184","2803","273"
"296","10546","903240","2155397","Bank of Edmonson County","Brownsville","KY","42210","9/30/2018","11/14/2018","NM","109 N Main Street","EDMONSON BANCSHARES, INC","3","0","0","8","1","Edmonson","14540","Bowling Green, KY","1/1/1925","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","http://www.bankofedmonson.com","38094","42702","15124","29860","30580","5232","11344","3905","3452","1850","2137"
"16154","16154","485054","2510183","Bank of Elgin","Elgin","NE","68636","9/30/2018","11/14/2018","SM","101 North 2nd Street","ANTELOPE BANCSHARES, INC.","1","0","0","2","1","Antelope","","","8/27/1935","5/11/1944","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","www.bankofelgin.com","6943","1241","1921","4068","1511","684","857","0","339","0","518"
"13303","12297","244149","2795083","Bank of England","England","AR","72046","9/30/2018","11/14/2018","NM","123 South Main Street","MHBC INVESTMENTS LIMITED PARTNERSHIP I LLLP","148","0","1","5","0","Lonoke","30780","Little Rock-North Little Rock-Conway, AR","8/8/1898","1/1/1934","12/29/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.bankofengland-ar.com","22234","44005","14754","41409","9233","843","31006","14466","15753","787","0"
"8532","0","399731","4125152","Bank of Erath","Erath","LA","70533","9/30/2018","11/14/2018","NM","105 West Edwards","BANK OF ERATH HOLDING COMPANY","3","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.bankoferath.com","10425","7999","2178","12947","2947","352","7863","2167","4799","597","300"
"19351","10118","550354","1051193","Bank of Estes Park","Estes Park","CO","80517","9/30/2018","11/14/2018","NM","255 Park Lane","FIRST NATIONAL FINANCIAL CORPORATION","3","0","0","4","1","Larimer","22660","Fort Collins, CO","1/18/1965","1/18/1965","6/27/2012","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","www.bankofestespark.com","3095","1716","755","3462","594","0","252","0","252","0","0"
"4094","0","343051","1064184","Bank of Eufaula","Eufaula","OK","74432","9/30/2018","11/14/2018","SM","102 North Main","S N B BANCSHARES, INC.","2","0","0","7","0","Mcintosh","","","3/7/1911","1/1/1934","7/21/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","WWW.BANKOFEUFAULA.COM","7675","7730","6149","9116","141","0","8006","4212","3794","0","0"
"49","0","560438","0","Bank of Evergreen","Evergreen","AL","36401","9/30/2018","11/14/2018","NM","146 West Front Street","","1","0","0","8","0","Conecuh","","","9/1/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://www.thebankofevergreen.com","5858","10334","3626","7905","3450","1211","5020","1713","2308","0","1000"
"11732","0","976534","1491717","Bank of Farmington","Farmington","IL","61531","9/30/2018","11/14/2018","NM","16 North Main Street","FARMINGTON BANCORP, INC.","4","0","0","2","0","Fulton","","","1/1/1903","1/1/1934","4/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.bankoffarmington.com","33002","17010","10179","14833","24109","891","14264","2130","8655","3177","303"
"58630","0","3620539","5110641","Bank of Feather River","Yuba City","CA","95991","9/30/2018","11/14/2018","NM","855 Harter Parkway, # 100","FEATHER RIVER BANCORP, INC.","2","0","0","2","0","Sutter","49700","Yuba City, CA","11/6/2007","11/6/2007","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","https://bofr.bank","5713","11754","5234","9367","2866","0","11196","3287","6346","1563","0"
"1484","0","166531","1136447","Bank of Frankewing","Frankewing","TN","38459","9/30/2018","11/14/2018","NM","2324 Highway 64 East","FRANKEWING BANCSHARES, INC.","3","0","0","4","0","Giles","","","12/13/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","http://www.bankoffrankewing.com","44848","61269","33597","32372","23976","16172","15759","4479","5497","3059","2724"
"10594","0","68831","3674215","Bank of Franklin","Meadville","MS","39653","9/30/2018","11/14/2018","NM","9 Main Street","FRANKLIN BANCSHARES, INC.","5","0","0","4","0","Franklin","","","1/12/1912","1/1/1934","11/8/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.bankoffranklin.com","24644","14515","5244","14604","13541","5770","2389","0","568","1489","332"
"35543","0","2913702","2913711","Bank of Franklin County","Washington","MO","63090","9/30/2018","11/14/2018","NM","900 East Eighth Street","FRANKLIN BANCORP, INC.","5","0","0","4","0","Franklin","41180","St. Louis, MO-IL","8/28/2000","8/28/2000","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankoffranklincounty.com","33490","17743","7237","10026","22173","11797","4599","361","1883","1687","668"
"8693","12552","167453","1127249","Bank of Galesville","Galesville","WI","54630","9/30/2018","11/14/2018","NM","16893 South Main Street","GALE BANK HOLDING COMPANY, INC.","3","0","0","2","1","Trempealeau","","","1/1/1883","1/1/1934","9/30/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.bluffviewbank.com","9213","4866","5870","5807","2231","170","1991","1098","893","0","0"
"5775","13001","590949","2749433","Bank of Geneva","Geneva","IN","46740","9/30/2018","11/14/2018","SM","215 East Line Street","LIMBERLOST BANCSHARES, INC.","6","0","0","2","1","Adams","","","10/12/1892","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.bankofgeneva.com","30516","9321","2097","13988","17602","6150","8902","2251","3535","1278","1838"
"58626","0","3636446","5170805","Bank of George","Las Vegas","NV","89148","9/30/2018","11/14/2018","NM","9115 West Russell Road","GBANK FINANCIAL HOLDINGS INC.","2","0","0","4","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","9/24/2007","9/24/2007","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","1","http://www.bankofgeorge.com","1347","3390","1062","3330","346","0","1773","500","1272","0","0"
"22838","0","932633","1204618","Bank of Gibson City","Gibson City","IL","60936","9/30/2018","11/14/2018","NM","804 South Sangamon Avenue","LONGVIEW CAPITAL CORPORATION","1","0","0","2","0","Ford","16580","Champaign-Urbana, IL","4/9/1979","4/9/1979","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.bankofgc.com","11744","6625","3362","4730","10193","84","1294","0","775","519","0"
"2379","15442","141958","1098808","Bank of Gleason","Gleason","TN","38229","9/30/2018","11/14/2018","NM","203 Main Street","BANCSHARES OF GLEASON, INC.","2","0","0","7","0","Weakley","","","1/1/1901","1/1/1934","6/12/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.bankofgleason.com","12090","9815","4572","11212","4980","1141","5853","2300","3060","493","0"
"16527","0","993353","3556656","Bank of Glen Ullin","Glen Ullin","ND","58631","9/30/2018","11/14/2018","NM","106 South Avenue West","TRINITY INVESTMENTS, INC.","1","0","0","2","1","Morton","13900","Bismarck, ND","1/2/1947","1/2/1947","3/31/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.bankofglenullin.com","7518","11315","4413","11890","2463","67","1258","0","1258","0","0"
"57915","17987","3286999","4446521","Bank of Grand Lake","Grove","OK","74344","9/30/2018","11/14/2018","NM","201 East 18th Street","TOWNSEND HOLDING COMPANY","2","0","0","4","1","Delaware","","","6/9/2005","6/9/2005","10/31/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.bankofgrandlake.com","44166","20465","7867","19274","31337","6153","9820","3377","3659","2784","0"
"9392","0","1351","0","Bank of Grandin","Grandin","MO","63943","9/30/2018","11/14/2018","NM","403 5th Street","","5","0","0","4","1","Carter","","","1/13/1913","1/1/1934","9/9/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankofgrandin.net","35678","23060","11625","31673","15440","0","9331","500","6791","2040","0"
"5636","0","400945","5070192","Bank of Gravett","Gravette","AR","72736","9/30/2018","11/14/2018","NM","211 Main St Se","LEGACY BANCSHARES, INC.","4","0","0","8","0","Benton","22220","Fayetteville-Springdale-Rogers, AR-MO","3/1/1898","1/1/1934","5/6/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.bankofgravett.com","20308","19161","2703","11566","23107","2093","5154","0","1748","3137","269"
"17995","0","857259","1472006","Bank of Greeley","Greeley","KS","66033","9/30/2018","11/14/2018","NM","118 W Brown St","GREELEY BANCSHARES, INC.","1","0","0","2","1","Anderson","","","1/1/1888","5/4/1959","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","9062","2573","1932","5542","4159","2","970","0","970","0","0"
"15113","13511","465524","1250679","Bank of Greeleyville","Greeleyville","SC","29056","9/30/2018","11/14/2018","NM","73 Main Street","SOUTHEASTERN BANCORP, INC.","2","0","0","4","1","Williamsburg","","","4/25/1935","4/25/1935","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.bog1.com","9094","9533","522","9163","8177","765","4916","1001","2306","1086","523"
"20884","14461","711472","4272869","Bank of Guam","Hagatna","GU","96910","9/30/2018","11/14/2018","NM","111 Chalan Santo Papa","BANKGUAM HOLDING COMPANY","1","0","1","4","0","Guam","","","12/11/1972","12/11/1972","2/23/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","West","22","0","https://www.bankofguam.com","11597","10218","10025","7303","4169","319","209407","206618","601","2188","0"
"8144","0","603232","1084801","Bank of Gueydan","Gueydan","LA","70542","9/30/2018","11/14/2018","SM","111 Main Street","GUEYDAN BANCSHARES, INC.","1","0","0","2","0","Vermilion","29180","Lafayette, LA","5/14/1927","1/1/1934","1/1/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://bankofgueydan.com/","12393","9713","8055","13939","112","0","4773","1549","3224","0","0"
"10315","10625","145059","1135374","Bank of Halls","Halls","TN","38040","9/30/2018","11/14/2018","SM","101 Main Street","SECURITY BANCORP OF TENNESSEE, INC.","2","0","0","2","0","Lauderdale","","","10/13/1899","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.bankofhalls.com","7180","13540","4543","9663","6044","470","12682","11800","882","0","0"
"9127","0","854351","1966215","Bank of Hamilton","Hamilton","ND","58238","9/30/2018","11/14/2018","NM","1 Wall Street","WALL STREET HOLDING COMPANY","1","0","0","2","0","Pembina","","","1/8/1886","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","bankofhamilton.com","873","629","287","1054","137","23","501","0","501","0","0"
"10057","0","37","0","Bank of Hancock County","Sparta","GA","31087","9/30/2018","11/14/2018","NM","12855 Broad Street","","1","0","0","7","0","Hancock","","","9/1/1904","1/1/1934","8/31/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.bankofhancock.com","17639","6032","3334","9864","7198","3276","1116","0","864","0","252"
"13962","0","7456","1063301","Bank of Hartington","Hartington","NE","68739","9/30/2018","11/14/2018","SM","229 North Broadway","CEDAR BANCORP","2","0","0","2","1","Cedar","","","1/1/1917","2/28/1934","5/30/2008","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","www.bankofhartington.com","11653","6246","3454","8118","5776","551","1949","0","1698","251","0"
"18053","12557","795968","1025309","Bank of Hawaii","Honolulu","HI","96813","9/30/2018","11/14/2018","SM","111 South King Street","BANK OF HAWAII CORPORATION","64","0","1","5","0","Honolulu","46520","Urban Honolulu, HI","1/1/1897","7/10/1959","8/20/2010","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","5","0","www.boh.com","220636","198908","69143","190672","109401","50328","1199697","567215","539462","77478","15542"
"17769","53483","746755","1052293","Bank of Hays","Hays","KS","67601","9/30/2018","11/14/2018","NM","1000 West 27th Street","HANSTON INSURANCE AGENCY, INC.","4","0","0","2","0","Ellis","","","8/21/1907","6/12/1957","12/31/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.bankofhays.com","20546","19053","10437","17761","10986","415","23867","4845","7973","10745","304"
"17813","0","856458","0","Bank of Hazelton","Hazelton","ND","58544","9/30/2018","11/14/2018","NM","363 Main St","","1","0","0","2","1","Emmons","","","8/22/1903","12/1/1957","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.bankofhazelton.net","5073","4900","2073","6388","1512","0","1489","403","772","314","0"
"149","0","628039","3140961","Bank of Hazlehurst","Hazlehurst","GA","31539","9/30/2018","11/14/2018","NM","22 South Tallahassee Street","HAZLEHURST INVESTORS, INC.","2","0","0","2","1","Jeff Davis","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","https://www.bankofhazlehurst.com","8653","4256","2483","8073","1871","482","5548","0","5548","0","0"
"16276","13932","659341","1098581","Bank of Hillsboro, National Association","Hillsboro","IL","62049","9/30/2018","11/14/2018","N","230 South Main Street","COUNTRY BANCORP, INC.","12","0","0","2","0","Montgomery","","","7/2/1945","7/2/1945","9/18/2018","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.national-bank.com","47689","22130","17166","20600","25475","6578","11982","811","2655","7416","1100"
"289","0","763211","3923306","Bank of Hindman","Hindman","KY","41822","9/30/2018","11/14/2018","NM","1362 Hindman Bypass","COMMUNITY EXCHANGE BANCSHARES INC.","3","0","0","4","0","Knott","","","1/1/1903","1/1/1934","5/12/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.bankofhindman.com","27484","36423","13441","29853","17005","3608","18020","2770","8514","4036","2700"
"1464","0","941804","2960359","Bank of Holland","Holland","NY","14080","9/30/2018","11/14/2018","NM","12 South Main Street","HOLLAND BANCORP, INC.","3","0","0","8","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/21/1893","1/1/1934","12/15/2015","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.bankofhollandny.com","14511","5427","2700","8709","6535","1995","7256","2564","4346","346","0"
"26610","0","671464","2961879","Bank of Hope","Los Angeles","CA","90010","9/30/2018","11/14/2018","NM","3200 Wilshire Blvd Suite 140","HOPE BANCORP, INC.","66","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","3/18/1986","3/18/1986","1/1/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","0","http://www.bankofhope.com","1813844","2179269","912432","2425492","639736","15453","1655370","563182","1021005","52323","18860"
