cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,scrdebt,scpt3les,scpt3t12,scpt1t3,scpt3t5,scpt5t15,scptov15,sco3yles,scoov3y,scnm3les,scnm3t12,scnm1t3,scnm3t5,scnm5t15,scnmov15,sc1les
"15762","0","321255","0","First American Bank","Stonewall","OK","74871","9/30/2018","11/14/2018","NM","301 West Main Street","","1","0","0","2","1","Pontotoc","","","7/4/1940","7/4/1940","1/17/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.fabstonewall.com","3356","0","0","0","0","0","0","0","0","0","1792","1315","249","0","0","1792"
"3657","11088","850036","1199974","First American Bank","Elk Grove Villag","IL","60007","9/30/2018","11/14/2018","NM","700 Busse Road","FIRST AMERICAN BANK CORPORATION","54","0","1","9","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/26/1901","1/1/1934","2/17/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.firstambank.com","2889846","419467","13951","0","267","0","250581","132556","676304","530667","96400","17028","12399","627433","112793","145122"
"2240","9740","771458","1108967","First American Bank","Artesia","NM","88210","9/30/2018","11/14/2018","NM","303 W Main Street","FIRST ARTESIA BANCSHARES, INC.","19","0","0","4","1","Eddy","","","1/1/1903","1/1/1934","5/8/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","www.firstamb.net","310122","3283","10848","975","2887","91685","42438","4453","11027","10056","13592","15147","22780","60250","20701","19628"
"14808","10470","653648","1207431","First American Bank","Fort Dodge","IA","50501","9/30/2018","11/14/2018","SM","1207 Central Avenue","STARK BANK GROUP, LTD.","13","0","1","4","1","Webster","","","6/1/1934","10/16/1934","12/30/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.1934.bank","179209","0","0","0","0","17554","8797","22559","28223","4418","30713","57494","8387","1064","0","35131"
"8149","11973","101037","1083729","First American Bank and Trust","Vacherie","LA","70090","9/30/2018","11/14/2018","NM","2785 Hwy 20","ONE AMERICAN CORP.","25","0","0","4","0","Saint James","35380","New Orleans-Metairie, LA","12/3/1910","1/1/1934","6/2/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.fabt.com","229126","0","0","0","360","41673","66451","0","0","9092","1754","6802","10073","89664","3257","1849"
"16858","11097","921039","1138188","First American Bank and Trust Company","Athens","GA","30601","9/30/2018","11/14/2018","NM","300 College Avenue","FIRST AMERICAN BANCORP","7","0","0","4","0","Clarke","12020","Athens-Clarke County, GA","1/1/1934","11/1/1949","6/24/2011","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.firstamericanishere.com","76550","4033","13176","52","547","321","983","2536","7508","18865","2182","11619","8553","6175","0","12129"
"58593","0","3595682","3595440","First American Bank, N.A.","Hudson","WI","54016","9/30/2018","11/14/2018","N","2424 Monetary Blvd.","FIRST AMERICAN INVESTMENT, INC.","1","0","0","4","1","Saint Croix","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/22/2007","6/22/2007","3/1/2014","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","http://www.fa-bank.net","11210","0","0","0","0","7363","475","0","336","600","215","2221","0","0","0","815"
"35186","0","2857794","3266302","First American International Bank","Brooklyn","NY","11220","9/30/2018","11/14/2018","NM","5503 Eighth Avenue","FIRST AMERICAN INTERNATIONAL CORP.","8","0","0","4","0","Kings","35620","New York-Newark-Jersey City, NY-NJ-PA","11/15/1999","11/15/1999","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.faib.com","39106","396","367","0","123","2820","253","3118","2518","5234","4485","13014","6778","0","0","7236"
"19226","9725","786340","3179877","First American National Bank","Iuka","MS","38852","9/30/2018","11/14/2018","N","1251 First American Drive","FIRST AMERICAN BANCSHARES, INC.","9","0","0","8","1","Tishomingo","","","9/5/1964","9/5/1964","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","www.fanb.net","85011","0","847","895","1755","16970","5769","0","1914","3119","4600","25599","4877","15839","2827","6551"
"15432","15921","704447","1206797","First American State Bank","Oldham","SD","57051","9/30/2018","11/14/2018","NM","141 East Main St","UPTOWN BANCORPORATION, INC.","5","0","1","4","0","Kingsbury","","","11/2/1936","11/2/1936","12/29/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.bankwithfasb.com","12769","4","3","54","872","4901","110","430","0","500","498","3076","2321","0","0","999"
"34040","0","2317672","2747765","First American State Bank","Greenwood Villag","CO","80111","9/30/2018","11/14/2018","SM","8390 E Crescent Parkway, # 1","FIRST AMERICAN BANCORP","1","0","0","4","0","Arapahoe","19740","Denver-Aurora-Lakewood, CO","7/10/1995","7/10/1995","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.fasbank.com","23818","0","0","0","0","0","0","449","623","4064","123","233","1448","16878","0","123"
"26312","15660","1883321","0","First American Trust, FSB","Santa Ana","CA","92707","9/30/2018","11/14/2018","SA","5 1st American Way, 3rd Fl.","","10","0","1","9","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","7/30/1985","7/30/1985","3/2/2018","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","www.firstamtrust.com","3384939","166405","0","0","18124","114417","153703","62964","1848182","39131","60858","194251","203907","488744","34253","99989"
"16849","14212","466240","1096550","First Arkansas Bank and Trust","Jacksonville","AR","72076","9/30/2018","11/14/2018","NM","600 West Main Street","FIRST ARKANSAS BANCSHARES, INC.","24","0","1","4","1","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","11/5/1949","11/5/1949","8/5/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.firstarkansasbank.com","178037","0","0","0","0","1057","39865","0","1971","2572","110","30","0","22233","110199","110"
"15019","14337","216922","1076431","First Bank","Southern Pines","NC","28387","9/30/2018","11/14/2018","SM","300 S.W. Broad Street","FIRST BANCORP","104","0","1","4","0","Moore","","","1/1/1934","2/8/1935","10/1/2017","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","0","http://www.localfirstbank.com","457888","36","34","0","126","131477","122755","0","46167","16653","12294","41600","58206","24262","4278","13296"
"3121","13255","239659","1109544","First Bank","Burkburnett","TX","76354","9/30/2018","11/14/2018","NM","300 East Third","FIRST BURKBURNETT BANCSHARES, INC.","10","0","0","4","1","Wichita","48660","Wichita Falls, TX","1/1/1907","1/1/1934","7/8/2009","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.firstbankweb.com","1703","0","0","0","0","0","1479","0","0","0","0","224","0","0","0","0"
"4092","0","280352","2209030","First Bank","Erick","OK","73645","9/30/2018","11/14/2018","NM","118 W. Roger Miller Blvd.","ERICK BANCSHARES, INC.","4","0","0","2","1","Beckham","","","12/12/1902","1/1/1934","11/6/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.faberick.com","7514","3","0","0","0","494","0","0","0","1000","3705","2247","65","0","0","4705"
"6917","10684","899428","1076123","First Bank","Strasburg","VA","22657","9/30/2018","11/14/2018","SM","112 West King Street","FIRST NATIONAL CORPORATION","15","0","0","4","0","Shenandoah","","","7/1/1907","1/1/1934","4/17/2015","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.fbvirginia.com","146987","0","502","526","1822","11334","0","10538","57656","251","1975","5964","8339","36509","11571","2226"
"34116","0","2349459","2349440","First Bank","Dalton","GA","30721","9/30/2018","11/14/2018","NM","118 North Hamilton Street","FBD HOLDING COMPANY, INC.","5","0","0","4","0","Whitfield","19140","Dalton, GA","1/8/1996","1/8/1996","2/1/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","https://www.myfirstbank.com","44900","326","0","0","166","6210","1484","3416","16916","3677","0","1892","1142","9671","0","0"
"58481","0","3401970","0","First Bank","Hamilton","NJ","8690","9/30/2018","11/14/2018","NM","2465 Kuser Road","","18","0","1","4","0","Mercer","45940","Trenton, NJ","4/23/2007","4/23/2007","4/30/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.FirstBanknj.com","100834","465","5","0","0","27183","4058","2558","16359","10323","6460","16724","12960","3739","0","9461"
"12229","12597","169653","1118797","First Bank","Creve Coeur","MO","63141","9/30/2018","11/14/2018","SM","11901 Olive Boulevard","FB CORPORATION","94","0","1","4","0","Saint Louis","41180","St. Louis, MO-IL","7/30/1906","1/1/1934","12/1/2007","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","0","WWW.FIRSTBANKS.COM","1969146","3","2702","0","3148","28416","0","290381","830912","571335","46602","18321","36426","127525","13375","49386"
"16473","0","49652","1055351","First Bank","Sterling","KS","67579","9/30/2018","11/14/2018","NM","128 South Broadway Avenue","CORONADO, INC.","3","0","0","2","0","Rice","","","1/1/1907","8/26/1946","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.first-bank.net","34108","0","0","0","0","1172","0","0","0","665","2734","10100","9170","10267","0","3398"
"5907","0","875936","1082692","First Bank","Mccomb","MS","39648","9/30/2018","11/14/2018","NM","105 South Broadway Street","FIRST SOUTHWEST CORPORATION","16","0","0","4","1","Pike","","","6/25/1895","1/1/1934","5/29/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.firstbankms.com","40254","8","69","0","3661","34380","1520","61","16","0","25","0","0","514","0","25"
"1744","0","291330","1918755","First Bank","Wadley","AL","36276","9/30/2018","11/14/2018","NM","312 Main Street","PEOPLES INDEPENDENT BANCSHARES, INC.","5","0","0","7","1","Randolph","","","11/6/1907","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.fbonline.biz","37033","1676","106","31","310","789","4499","1145","3148","1946","0","0","695","13531","9157","0"
"14885","8885","451068","1416701","First Bank","Ketchikan","AK","99901","9/30/2018","11/14/2018","NM","331 Dock Street","FIRST BANCORP, INC.","9","0","0","4","1","Ketchikan Gateway","","","9/15/1924","11/23/1934","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","Western","0","1","http://www.firstbankak.com","271862","3900","16","11","0","11","30906","30033","60159","23920","12101","15885","32377","57472","5071","43991"
"9620","13673","131436","2061162","First Bank","Clewiston","FL","33440","9/30/2018","11/14/2018","NM","300 East Sugarland Highway","PIONEER BANKCORP, INC.","7","0","0","4","0","Hendry","","","1/1/1922","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.first1bank.com","30923","0","0","0","0","0","1624","0","0","1348","1977","13901","6369","5704","0","3325"
"27078","11955","550756","1123072","First Bank & Trust","Sioux Falls","SD","57104","9/30/2018","11/14/2018","NM","110 North Minnesota Avenue","FISHBACK FINANCIAL CORPORATION","8","0","0","4","0","Minnehaha","43620","Sioux Falls, SD","10/31/1987","10/31/1987","5/5/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.bankeasy.com","59193","0","0","0","0","8216","1410","6042","7751","1969","3390","11818","8330","9227","1040","6367"
"5525","0","402462","1104307","First Bank & Trust","Seymour","TX","76380","9/30/2018","11/14/2018","SM","201 North Washington Street","BAYLOR BANCSHARES, INC.","8","0","0","5","0","Baylor","","","3/5/1890","1/1/1934","11/15/2014","Stock","0","1","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fbtseymour.com","102056","0","0","0","0","40988","41874","0","0","0","0","0","0","19194","0","0"
"3973","9589","77851","1123072","First Bank & Trust","Brookings","SD","57006","9/30/2018","11/14/2018","NM","520 6th Street","FISHBACK FINANCIAL CORPORATION","16","0","1","4","0","Brookings","","","11/2/1925","1/1/1934","12/2/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.bankeasy.com","261520","0","0","0","646","18234","10739","25515","35366","7371","15238","52635","42312","52694","770","23618"
"14778","14038","294564","1206546","First Bank & Trust","Lubbock","TX","79424","9/30/2018","11/14/2018","NM","9816 Slide Road","HEARTLAND FINANCIAL USA, INC.","9","0","0","4","0","Lubbock","31180","Lubbock, TX","1/1/1934","9/28/1934","9/27/2018","Stock","0","1","FDIC","DIF","Dallas","KANSAS CITY","Lubbock","Dallas","Southern","West","0","0","https://www.firstbanklubbock.com","225093","0","0","0","0","11036","0","51865","73762","44127","0","0","0","11886","32417","1990"
"27394","0","1228034","0","First Bank & Trust Co.","Duncan","OK","73533","9/30/2018","11/14/2018","NM","923-925 Main Street","","10","0","0","4","1","Stephens","","","12/8/1988","12/8/1988","4/11/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.fb247.com","77935","0","0","0","0","0","0","1","0","15975","53834","8125","0","0","0","69810"
"13946","0","640956","1138133","First Bank & Trust Company","Perry","OK","73077","9/30/2018","11/14/2018","NM","407 7th Street","FNBT BANCSHARES, PERRY, OK, INC.","3","0","0","2","1","Noble","","","2/21/1934","2/21/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.bankfbt.com","46973","1617","19","218","165","792","1484","35","9801","3575","4590","4515","8816","10785","561","5635"
"33405","9640","1862719","2127657","First Bank and Trust","New Orleans","LA","70112","9/30/2018","11/14/2018","NM","909 Poydras St., Suite 100","FIRST TRUST CORPORATION","17","0","1","4","1","Orleans","35380","New Orleans-Metairie, LA","5/17/1991","5/17/1991","2/19/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.fbtonline.com","16121","0","0","0","0","0","2021","0","0","2043","0","0","5125","5628","1304","20"
"15348","15563","157856","1055593","First Bank and Trust Company","Clinton","OK","73601","9/30/2018","11/14/2018","SM","501 Frisco Avenue","CLINTON BANCSHARES, INC.","1","0","0","7","1","Custer","","","1/1/1903","2/1/1936","6/17/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fbtok.com","18405","0","0","0","0","4091","948","0","0","0","0","7791","2842","2323","410","0"
"5438","13618","114859","2850432","First Bank and Trust Company","Minden","NE","68959","9/30/2018","11/14/2018","SM","315 East 4th Street","FIRST OF MINDEN FINANCIAL CORPORATION","1","0","0","2","1","Kearney","","","9/4/1883","1/1/1934","1/2/2007","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.firstofminden.com","25333","0","0","0","3139","997","0","0","1002","1009","3448","5668","4679","5328","63","4457"
"18641","0","646444","1202986","First Bank and Trust Company of Illinois","Palatine","IL","60067","9/30/2018","11/14/2018","NM","300 East Northwest Highway","NORTHWEST BANCORPORATION OF ILLINOIS, INC.","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","12/20/1962","12/20/1962","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.firstbankillinois.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3134","12529","749952","2007610","First Bank and Trust of Childress","Childress","TX","79201","9/30/2018","11/14/2018","NM","301 North Main Street","CHILDRESS BANCSHARES, INC.","3","0","0","2","1","Childress","","","1/1/1909","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.fbtchildress.net","50266","0","0","0","0","12461","18924","0","5661","1","0","799","942","6383","5095","0"
"5405","15703","266655","1247811","First Bank and Trust of Fullerton","Fullerton","NE","68638","9/30/2018","11/14/2018","SM","230 Broadway","FIRST NATIONAL HOLDING COMPANY, INC.","2","0","0","2","0","Nance","","","10/1/1881","1/1/1934","6/28/2010","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.fbtfullerton.com","9371","0","0","0","0","0","0","1596","654","30","230","848","790","4611","612","260"
"3335","11790","373553","1241211","First Bank and Trust of Memphis","Memphis","TX","79245","9/30/2018","11/14/2018","NM","501 Main Street","FALCON BANCORPORATION, INC.","2","0","0","2","1","Hall","","","3/1/1898","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.firstmemphis.com","458","0","0","0","0","0","0","0","0","211","247","0","0","0","0","458"
"5097","13046","147857","1143548","First Bank Blue Earth","Blue Earth","MN","56013","9/30/2018","11/14/2018","SM","306 South Main Street","FNB BANCSHARES INC.","1","0","0","2","1","Faribault","","","1/1/1869","1/1/1934","12/15/2007","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","https://www.firstbankblueearth.com","57299","0","0","0","0","1415","866","0","11512","9349","351","343","1701","17439","14323","0"
"12517","12624","806846","2320618","First Bank Financial Centre","Oconomowoc","WI","53066","9/30/2018","11/14/2018","NM","155 West Wisconsin Avenue","OCONOMOWOC BANCSHARES, INC.","17","0","0","4","0","Waukesha","33340","Milwaukee-Waukesha-West Allis, WI","9/1/1859","1/1/1934","6/18/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","WWW.FBFCWI.COM","166483","0","0","0","3981","32291","6555","9769","27280","6904","5272","15744","19004","37347","2336","5352"
"4464","0","786948","1200142","First Bank Hampton","Hampton","IA","50441","9/30/2018","11/14/2018","SM","211 1st Avenue, N.W.","A. M. SAYLOR, INCORPORATED","1","0","0","2","1","Franklin","","","1/1/1933","1/1/1934","6/25/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.firstbankhampton.com","30437","0","0","0","0","4450","0","392","4243","0","1253","4176","8125","7798","0","1253"
"18431","14529","192558","1056769","First Bank Kansas","Salina","KS","67401","9/30/2018","11/14/2018","NM","235 South Santa Fe Avenue","OTTAWA BANCSHARES, INC.","8","0","0","8","1","Saline","","","6/30/1955","9/11/1961","7/12/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.firstbankkansas.com","175503","3310","873","0","872","11577","4574","33289","27550","7653","9480","19569","24900","30960","896","14741"
"5380","82171","983055","0","First Bank of Bancroft","Bancroft","NE","68004","9/30/2018","11/14/2018","SM","301 Main Street","","1","0","0","2","0","Cuming","","","1/1/1884","1/1/1934","12/22/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","http://www.firstbancroft.com","5509","0","0","0","0","62","0","0","0","300","455","1616","1570","1506","0","755"
"9288","13103","312244","1133008","First Bank of Berne","Berne","IN","46711","9/30/2018","11/14/2018","SM","102 West Main Street","FIRST BERNE FINANCIAL CORPORATION","9","0","1","2","1","Adams","","","10/21/1891","1/1/1934","7/14/2014","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.firstbankofberne.com","108711","0","0","0","2454","12608","5221","9921","17975","11556","2861","14164","16038","12923","2990","3361"
"2784","0","533535","1082889","First Bank of Boaz","Boaz","AL","35957","9/30/2018","11/14/2018","NM","124 South Main Street","FIRST BOAZ BANCORPORATION","1","0","0","7","0","Marshall","","","1/1/1906","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://firstbankofboaz.com","154318","0","0","3","0","19","2257","0","0","2801","4855","6874","6848","87177","43484","7656"
"57514","0","3189634","0","First Bank of Charleston, Inc.","Charleston","WV","25362","9/30/2018","11/14/2018","NM","201 Pennsylvania Avenue","","1","0","0","4","0","Kanawha","16620","Charleston, WV","6/2/2003","6/2/2003","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","http://www.fbofc.com","45055","0","1431","0","0","7332","14152","0","0","250","1253","3702","6685","9929","321","1507"
"15580","0","823638","1246252","First Bank of Coastal Georgia","Pembroke","GA","31321","9/30/2018","11/14/2018","NM","250 West Bacon Street","PUTNAM-GREENE FINANCIAL CORPORATION","2","0","0","7","0","Bryan","42340","Savannah, GA","1/1/1907","2/10/1938","3/14/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","firstbankofcg.com","66680","0","0","0","0","3625","26455","1440","1523","1539","256","690","1746","16726","12680","256"
"17470","0","804338","1205398","First Bank of Highland Park","Highland Park","IL","60035","9/30/2018","11/14/2018","NM","1835 First Street","BANK OF HIGHLAND PARK FINANCIAL CORP","2","0","0","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/16/1955","7/16/1955","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://WWW.FIRSTBANKHP.COM","200567","0","0","0","0","0","0","0","0","4976","3108","2113","4346","117415","68609","0"
"7577","12427","432012","0","First Bank of Lilly","Lilly","PA","15938","9/30/2018","11/14/2018","SB","500 Main Street","","1","0","0","7","0","Cambria","27780","Johnstown, PA","1/1/1906","1/1/1934","12/23/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.fnblilly.com","8448","0","373","122","0","104","98","0","0","255","0","516","843","5704","433","255"
"15695","0","478430","2059954","First Bank of Linden","Linden","AL","36748","9/30/2018","11/14/2018","NM","114 East Coats Avenue","FIRST LINDEN BANCSHARES, INC.","1","0","0","2","0","Marengo","","","5/7/1904","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.firstbanklinden.com","35554","47","16","0","0","55","0","0","0","221","1921","3253","7461","21031","1549","2141"
"3702","0","238139","1206603","First Bank of Manhattan","Manhattan","IL","60442","9/30/2018","11/14/2018","SM","230 South State Street","MANHATTAN BANCSHARES, INC.","3","0","0","8","1","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1907","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.fnbmanhattan.com","42160","0","4","0","18","12","0","0","0","2758","10625","15130","11362","2196","55","13387"
"17474","0","946461","2314859","First Bank of Muleshoe","Muleshoe","TX","79347","9/30/2018","11/14/2018","SM","W. 1st Street And Avenue B","DANNY MANAGEMENT, INCORPORATED","3","0","0","2","0","Bailey","","","8/1/1955","8/1/1955","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","WWW.FBMULESHOE.COM","62327","6845","14046","11333","7","2","24299","0","0","0","923","2130","1951","791","0","923"
"4738","0","332055","1050776","First Bank of Newton","Newton","KS","67114","9/30/2018","11/14/2018","NM","128 East Broadway Street","FIRST NEWTON BANKSHARES, INC.","4","0","0","6","1","Harvey","48620","Wichita, KS","9/20/1873","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://www.firstbankks.com","10827","0","0","0","0","638","0","1599","4787","30","546","1421","1685","121","0","621"
"9450","9964","586027","1069714","First Bank of Ohio","Tiffin","OH","44883","9/30/2018","11/14/2018","NM","175 South Washington Street","TONTI FINANCIAL CORPORATION","5","0","0","6","0","Seneca","","","3/3/1873","1/1/1934","12/9/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","https://www.firstbankofohio.com","56900","1136","139","2609","554","0","0","1810","6662","2754","2307","16462","13461","9006","0","4557"
"18592","0","637554","0","First Bank of Owasso","Owasso","OK","74055","9/30/2018","11/14/2018","NM","8601 North Garnett Road","","3","0","0","4","1","Tulsa","46140","Tulsa, OK","9/8/1962","9/8/1962","11/13/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.firstbank.net","10386","0","0","0","0","3145","0","0","5842","0","0","1399","0","0","0","0"
"9070","0","760939","0","First Bank of Pike","Molena","GA","30258","9/30/2018","11/14/2018","NM","50 Springs Road","","3","0","0","8","0","Pike","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.firstbankofpike.com","11147","107","465","0","86","693","0","1379","3988","0","0","1728","482","1358","861","0"
"10693","15815","724230","0","First Bank of Tennessee","Spring City","TN","37381","9/30/2018","11/14/2018","NM","369 Front Street","","6","0","0","4","1","Rhea","","","1/1/1890","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.firstbanktn.com","22281","89","84","265","864","447","380","0","198","1021","1111","3281","2074","11716","751","1111"
"26960","0","758851","0","First Bank of the Lake","Osage Beach","MO","65065","9/30/2018","11/14/2018","NM","4558 Osage Beach Pkwy Suite","","1","0","0","4","1","Camden","","","5/15/1987","5/15/1987","2/25/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.firstbanklake.com","6104","0","82","0","0","0","0","0","0","0","0","988","3915","1119","0","82"
"58152","0","3429282","0","First Bank of the Palm Beaches","West Palm Beach","FL","33401","9/30/2018","11/14/2018","NM","615 North Dixie Highway","","3","0","0","4","0","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","3/6/2006","3/6/2006","1/28/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.firstbankpb.bank","494","0","0","0","0","0","0","0","0","241","0","0","253","0","0","0"
"14281","0","391959","1065109","First Bank of Utica","Utica","NE","68456","9/30/2018","11/14/2018","SM","785 D Street","FIRST NATIONAL UTICA COMPANY","4","0","0","2","0","Seward","30700","Lincoln, NE","1/1/1882","4/16/1934","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","http://www.fbutica.com","2025","0","0","0","0","0","0","0","0","375","0","177","1473","0","0","375"
