cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,scrdebt,scpt3les,scpt3t12,scpt1t3,scpt3t5,scpt5t15,scptov15,sco3yles,scoov3y,scnm3les,scnm3t12,scnm1t3,scnm3t5,scnm5t15,scnmov15,sc1les
"19977","15515","320119","1240737","Israel Discount Bank of New York","New York","NY","10017","9/30/2018","11/14/2018","NM","511 Fifth Avenue","ISRAEL DISCOUNT BANK LIMITED","7","1","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1922","7/1/1969","5/5/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","www.idbny.com","2349602","0","0","8158","1678","237916","114516","274334","1210137","0","18024","18440","36963","186391","243045","18024"
"16666","0","812436","1209695","Itasca Bank & Trust Co.","Itasca","IL","60143","9/30/2018","11/14/2018","NM","308 W. Irving Park Road","ITASCA BANCORP INC.","2","0","0","4","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/24/1948","1/24/1948","1/1/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.itascabank.com","88114","0","0","0","0","0","3734","0","0","7622","6609","31421","20280","18448","0","13228"
"34619","0","2774707","0","ITS Bank","Johnston","IA","50131","9/30/2018","11/14/2018","NM","6700 Pioneer Parkway","","1","0","0","7","0","Polk","19780","Des Moines-West Des Moines, IA","1/1/2000","1/1/2000","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12514","12974","529341","1247295","Ixonia Bank","Ixonia","WI","53036","9/30/2018","11/14/2018","NM","W 1046 Marietta Ave","IXONIA BANCSHARES, INC.","7","0","0","4","0","Jefferson","","","1/1/1918","1/1/1934","3/1/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.ixoniabank.com","97286","2703","0","221","0","7613","3325","15253","33564","10652","2039","8626","8733","4557","0","2829"
"13109","0","884442","1098590","Jackson County Bank","Seymour","IN","47274","9/30/2018","11/14/2018","NM","125 South Chestnut Street","BANCORP OF SOUTHERN INDIANA","11","0","0","4","0","Jackson","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","http://www.jcbank.com","91117","0","0","0","0","2334","58","498","7523","4994","6159","30310","12421","26820","0","11153"
"15121","11561","112444","1141218","Jackson County Bank","Black River Fall","WI","54615","9/30/2018","11/14/2018","NM","8 Main Street","WISCONSIN BANK SERVICES, INC.","6","0","0","2","1","Jackson","","","1/2/1877","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.jacksoncountybank.com","26219","0","0","0","0","3043","1758","2096","1655","75","2466","2020","2198","10477","431","2541"
"291","12003","1016718","0","Jackson County Bank","Mc Kee","KY","40447","9/30/2018","11/14/2018","NM","123 Main Street N","","3","0","0","2","0","Jackson","","","10/5/1904","1/1/1934","5/12/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.jacksoncobank.com","48725","9","18","0","0","0","0","380","455","4093","7180","31521","4626","443","0","11272"
"30492","5440","291376","0","Jackson Federal Savings and Loan Association","Jackson","MN","56143","9/30/2018","11/14/2018","SA","414 Second Street","","1","0","0","8","0","Jackson","","","1/1/1892","8/29/1955","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.jacksonfederalsl.com","16080","1","3","0","83","737","1971","96","3433","0","1799","2933","1059","3965","0","0"
"8799","0","122153","1131705","Jackson Parish Bank","Jonesboro","LA","71251","9/30/2018","11/14/2018","NM","201 Main Street","JACKSON BANCORP, INC.","1","0","0","5","0","Jackson","","","1/1/1904","1/1/1934","5/14/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","http://www.jacksonparishbank.com","36204","0","0","0","250","18970","622","2054","6607","0","285","600","1821","4995","0","322"
"31266","6637","360777","0","Jackson Savings Bank, SSB","Sylva","NC","28779","9/30/2018","11/14/2018","SB","741 West Main Street","","2","0","0","5","0","Jackson","","","1/1/1955","12/18/1961","3/31/2006","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","www.jacksonsavingsbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28211","1146","687474","1245460","Jacksonville Savings Bank","Jacksonville","IL","62650","9/30/2018","11/14/2018","SB","1211 West Morton Avenue","CNB BANK SHARES, INC.","6","0","0","2","0","Morgan","","","1/1/1917","10/4/1945","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.jacksonvillesavings.com","83864","0","0","0","0","432","44599","0","0","343","0","1277","2144","29418","5651","343"
"10960","11816","88259","1124284","Janesville State Bank","Janesville","MN","56048","9/30/2018","11/14/2018","NM","201 N Main Street","JANESVILLE HOLDING COMPANY","1","0","0","2","1","Waseca","","","1/1/1898","1/1/1934","12/21/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","http://www.janesvillestatebank.com","7461","0","0","0","0","0","0","0","0","1598","1309","4348","206","0","0","1309"
"31083","6351","613978","0","Jarrettsville Federal Savings and Loan Association","Jarrettsville","MD","21084","9/30/2018","11/14/2018","SA","3706 Norrisville Road","","1","0","0","5","0","Harford","12580","Baltimore-Columbia-Towson, MD","1/1/1876","12/17/1959","2/23/2012","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.jarrettsvillefederal.com","11055","166","230","28","62","3730","570","0","0","3550","248","1215","0","1256","0","1954"
"16546","0","980531","1833997","JD Bank","Jennings","LA","70546","9/30/2018","11/14/2018","NM","507 Main Street","JEFF DAVIS BANCSHARES, INC.","24","0","0","4","0","Jefferson Davis","","","3/12/1947","3/12/1947","6/28/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","https://jdbank.com","145003","0","1934","0","486","18524","40400","35","14470","1976","1831","6376","7107","37742","14122","2466"
"7123","10785","306908","1048504","Jeff Bank","Jeffersonville","NY","12748","9/30/2018","11/14/2018","NM","4864 State Route 52","JEFFERSONVILLE BANCORP","12","0","0","4","0","Sullivan","","","10/1/1913","1/1/1934","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.jeffbank.com","102748","0","5","0","0","6447","554","1012","6070","1807","8365","11712","15572","49235","1969","10449"
"16470","0","45560","1109290","Jefferson Bank","San Antonio","TX","78217","9/30/2018","11/14/2018","NM","1777 Ne Loop 410, Ste 100","JEFFERSON BANCSHARES, INC.","14","0","0","4","1","Bexar","41700","San Antonio-New Braunfels, TX","8/12/1946","8/12/1946","6/17/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.jeffersonbank.com","455625","141","2335","10755","32808","154561","7306","19439","73755","7687","6834","10263","26054","76670","27017","6836"
"1071","14160","598954","1094613","Jefferson Bank and Trust Company","Saint Louis","MO","63103","9/30/2018","11/14/2018","NM","2301 Market Street","DELTA BANCSHARES COMPANY","5","0","0","4","0","Saint Louis City","41180","St. Louis, MO-IL","1/1/1892","1/1/1934","2/1/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.jbt-stl.com","145845","0","0","0","0","4688","155","0","0","7996","22060","70570","34413","5963","0","30057"
"19762","11904","854454","1094314","Jefferson Bank of Missouri","Jefferson City","MO","65109","9/30/2018","11/14/2018","SM","700 Southwest Boulevard","CENTRAL BANCOMPANY, INC","5","0","0","4","0","Cole","27620","Jefferson City, MO","11/2/1967","11/2/1967","1/2/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","0","www.jefferson-bank.com","70740","1113","3618","3868","2133","3162","0","407","493","16925","16529","6031","5222","11239","0","30538"
"17452","0","249957","2062347","Jefferson County Bank","Daykin","NE","68338","9/30/2018","11/14/2018","NM","306 Jefferson St","JEFFERSON COUNTY BANCSHARES, INC.","1","0","0","2","1","Jefferson","","","9/17/1892","6/8/1955","8/31/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","6732","11","73","0","0","867","0","0","0","450","200","1488","3643","0","0","650"
"9997","11694","786733","0","Jefferson Security Bank","Shepherdstown","WV","25443","9/30/2018","11/14/2018","NM","105 E Washington Street","","6","0","1","4","0","Jefferson","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/19/1869","1/1/1934","2/26/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","http://www.jsb.bank","90006","0","0","6","719","16604","5802","5068","19622","0","0","842","5459","29758","6126","0"
"14359","9686","732918","1117688","Jersey Shore State Bank","Williamsport","PA","17701","9/30/2018","11/14/2018","NM","300 Market Street","PENNS WOODS BANCORP, INC.","19","0","0","4","0","Lycoming","48700","Williamsport, PA","5/12/1934","5/12/1934","5/16/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.jssb.com","104521","0","0","0","0","0","2347","1869","1215","17620","1477","7775","13867","58351","0","1476"
"12384","0","482446","1141692","Jersey State Bank","Jerseyville","IL","62052","9/30/2018","11/14/2018","NM","1000 South State Street","JSB BANCORP, INC.","2","0","0","7","0","Jersey","41180","St. Louis, MO-IL","1/28/1903","1/1/1934","2/3/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","http://www.jerseystatebank.com","74151","0","0","0","372","7205","6856","260","919","0","2130","15933","10141","26865","3470","2130"
"18237","8429","820301","0","Jewett City Savings Bank","Jewett City","CT","6351","9/30/2018","11/14/2018","SB","111 Main Street","","5","0","0","4","0","New London","35980","Norwich-New London, CT","6/23/1873","7/1/1960","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","http://www.jcsbank.com","21986","981","3862","941","64","0","0","6509","4212","0","0","2499","0","2918","0","0"
"7599","0","920210","1406935","Jim Thorpe Neighborhood Bank","Jim Thorpe","PA","18229","9/30/2018","11/14/2018","SM","12 Broadway","JTNB BANCORP, INC.","6","0","0","8","0","Carbon","10900","Allentown-Bethlehem-Easton, PA-NJ","8/25/1902","1/1/1934","12/31/2013","Stock","0","1","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.jtnb.com","78818","0","0","0","824","18616","16969","12","0","1563","1098","6992","6235","24248","2261","2661"
"35237","15685","2992547","0","John Deere Financial, f.s.b.","Madison","WI","53717","9/30/2018","11/14/2018","SA","8402 Excelsior","","1","0","0","2","0","Dane","31540","Madison, WI","12/24/2000","12/24/2000","5/27/2014","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58243","0","3419416","5039724","John Marshall Bank","Reston","VA","20190","9/30/2018","11/14/2018","SM","1943 Isaac Newton Sq East, #","JOHN MARSHALL BANCORP, INC.","6","0","1","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","4/17/2006","4/17/2006","10/14/2011","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","https://www.johnmarshallbank.com","97717","0","0","0","1453","24890","12569","940","8583","1998","8438","12250","7007","14501","5088","10435"
"20296","9852","58243","1490701","Johnson Bank","Racine","WI","53403","9/30/2018","11/14/2018","SM","555 Main Street, 490","JOHNSON FINANCIAL GROUP, INC.","42","0","1","4","0","Racine","39540","Racine, WI","11/12/1970","11/12/1970","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","0","www.johnsonbank.com","547883","0","116","6219","25002","77380","18038","37681","183531","22263","7625","17985","51199","83842","17002","10181"
"16176","0","977652","1105630","Johnson City Bank","Johnson City","TX","78636","9/30/2018","11/14/2018","NM","100 E Pecan St","PEDERNALES INVESTMENT CORPORATION","1","0","0","8","1","Blanco","","","8/1/1944","8/1/1944","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.j-cbank.com","7022","0","0","0","0","0","0","0","0","0","0","2242","2750","2030","0","0"
"22070","15800","45430","0","Johnson County Bank","Mountain City","TN","37683","9/30/2018","11/14/2018","NM","241 West Main Street","","1","0","0","5","0","Johnson","","","7/24/1975","7/24/1975","12/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.johnsoncountybank.com","33427","0","0","87","0","5722","7849","0","7133","0","913","1935","952","8146","690","913"
"15237","0","235950","1059724","Johnson State Bank","Johnson","KS","67855","9/30/2018","11/14/2018","NM","106 North Main Street","JOHNSON STATE BANCSHARES, INC.","2","0","0","2","1","Stanton","","","11/14/1914","7/19/1935","9/13/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.johnsonstatebank.com","27802","0","0","0","429","5344","0","493","877","300","2419","7302","2753","7617","268","2719"
"58396","0","3412417","3923342","Jonah Bank of Wyoming","Casper","WY","82601","9/30/2018","11/14/2018","SM","777 West First Street","JONAH BANKSHARES","4","0","0","4","0","Natrona","16220","Casper, WY","7/31/2006","7/31/2006","7/19/2012","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","www.jonahbank.com","49963","0","0","0","291","31166","9473","1275","3625","0","0","75","249","2697","1112","0"
"9325","0","121651","0","Jonesboro State Bank","Jonesboro","LA","71251","9/30/2018","11/14/2018","NM","109 Main Street","","1","0","0","7","0","Jackson","","","1/1/1913","1/1/1934","10/16/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.jonesborostatebank.com","233244","0","0","0","0","0","0","33279","21431","8201","197","532","6484","73053","90067","642"
"8896","14456","733755","1100251","Jonesburg State Bank","Jonesburg","MO","63351","9/30/2018","11/14/2018","NM","110 First Street","MONTGOMERY BANCSHARES, INC.","3","0","0","4","1","Montgomery","","","2/21/1921","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.jonesburgstatebank.com","2465","15","14","0","0","0","0","2","0","0","494","1212","728","0","0","494"
"10677","11207","653611","0","Jonestown Bank and Trust Company, of Jonestown, Pennsylvania","Jonestown","PA","17038","9/30/2018","11/14/2018","NM","2 West Market Street","","15","0","0","4","0","Lebanon","30140","Lebanon, PA","1/1/1873","1/1/1934","10/1/2011","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","www.bankjbt.com","35308","713","1244","362","0","4839","1568","3079","1203","58","254","4633","7516","8242","1597","1133"
"11329","0","948036","3530786","Joy State Bank","Joy","IL","61260","9/30/2018","11/14/2018","NM","101 W Main St.","MERCHANTS BANCORP","2","0","0","2","0","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1921","1/1/1934","9/30/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.joystatebank.com","2476","0","0","0","0","0","0","0","0","250","745","1239","242","0","0","994"
"21761","0","651448","1039502","JPMorgan Chase Bank, Dearborn","Dearborn","MI","48126","9/30/2018","11/14/2018","SM","18800 Hubbard Drive","JPMORGAN CHASE & CO.","1","0","0","7","0","Wayne","19820","Detroit-Warren-Dearborn, MI","9/16/1974","9/16/1974","3/31/2006","Stock","0","0","FED","DIF","Chicago","WASHINGTON","Detroit","Chicago","Central","Central","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"628","0","852218","1039502","JPMorgan Chase Bank, National Association","Columbus","OH","43240","9/30/2018","11/14/2018","N","1111 Polaris Parkway","JPMORGAN CHASE & CO.","5168","197","1","1","0","Delaware","18140","Columbus, OH","1/1/1824","1/1/1934","8/31/2015","Stock","0","1","OCC","DIF","Chicago","WASHINGTON","Columbus","Cleveland","Central","Central","0","0","www.jpmorganchase.com","229324000","116000","1049000","1788000","366000","3519000","75376000","8996000","7695000","24334000","4678000","8903000","19539000","39341000","33624000","4806000"
"15078","0","741152","0","Junction National Bank","Junction","TX","76849","9/30/2018","11/14/2018","N","701 Main Street","","1","0","0","7","1","Kimble","","","4/1/1935","4/1/1935","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.junctionnational.com","35766","0","107","0","0","15550","1319","4499","3332","0","160","3225","3394","4180","0","160"
"12308","12893","866055","5193091","Justin State Bank","Justin","TX","76247","9/30/2018","11/14/2018","NM","412 South Highway 156","CHARIS HOLDINGS, INC.","1","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","1/24/1907","1/1/1934","9/5/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.justinstbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19774","0","979357","0","Kahoka State Bank","Kahoka","MO","63445","9/30/2018","11/14/2018","NM","201 West Commercial Street","","3","0","0","8","0","Clark","","","1/2/1968","1/2/1968","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.kahokastate.com","15798","0","0","0","0","0","0","0","0","4894","2712","7225","493","474","0","7606"
"5892","10710","644141","0","Kalamazoo County State Bank","Schoolcraft","MI","49087","9/30/2018","11/14/2018","NM","223 N Grand Street","","3","0","0","8","0","Kalamazoo","28020","Kalamazoo-Portage, MI","1/1/1908","1/1/1934","6/2/2010","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.kcsbank.com","42187","0","0","1461","0","12760","6933","0","0","2632","160","2363","4185","10266","1427","1158"
"13957","52880","422059","3407990","KansasLand Bank","Quinter","KS","67752","9/30/2018","11/14/2018","NM","314 Main Street","KANSASLAND BANCSHARES, INC.","2","0","0","2","1","Gove","","","6/10/1902","2/28/1934","6/1/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","http://www.kansaslandbank.com","12068","0","0","0","0","852","0","0","0","999","2400","5255","874","1527","161","3398"
"13157","13059","4156","2325369","Kanza Bank","Kingman","KS","67068","9/30/2018","11/14/2018","NM","151 North Main Street","KANZA FINANCIAL CORPORATION","4","0","0","4","1","Kingman","48620","Wichita, KS","1/1/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.kanzabank.com","40344","0","0","445","0","2625","494","0","1261","1885","4443","10951","11519","6721","0","6328"
"12874","10885","327305","1140127","Katahdin Trust Company","Patten","ME","4765","9/30/2018","11/14/2018","NM","11 Main Street","KATAHDIN BANKSHARES CORPORATION","17","0","0","4","0","Penobscot","12620","Bangor, ME","3/7/1918","1/1/1934","5/3/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.katahdintrust.com","85572","421","859","768","457","15295","9428","11732","16217","445","2029","5585","7325","14204","807","4357"
"9665","0","485456","5110605","Kaw Valley Bank","Topeka","KS","66608","9/30/2018","11/14/2018","NM","1110 North Kansas Avenue","TOPEKA BANCORP, INC.","9","0","0","4","0","Shawnee","45820","Topeka, KS","7/22/1870","1/1/1934","5/1/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.kawvalleybank.com","17746","0","1","0","0","0","0","0","0","4642","9988","2142","0","973","0","9988"
"13413","0","651354","1137565","Kaw Valley State Bank","Eudora","KS","66025","9/30/2018","11/14/2018","NM","739 Main Street","EUDORA BANCSHARES, INC.","1","0","0","8","1","Douglas","29940","Lawrence, KS","1/1/1899","1/2/1934","6/19/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.kawvalleystatebank.com","17255","0","0","0","0","5024","457","0","1683","0","0","200","613","8601","677","0"
"17832","10880","368951","1357103","Kaw Valley State Bank and Trust Company","Wamego","KS","66547","9/30/2018","11/14/2018","SM","1015 Kaw Valley Park Circle","KAW VALLEY BANCSHARES, INC.","3","0","0","2","1","Pottawatomie","31740","Manhattan, KS","3/3/1913","1/23/1958","9/6/2008","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","https://www.kvsb.com","53398","0","0","0","0","6660","9677","0","0","0","3332","11846","13785","8098","0","3332"
"9793","14201","701950","1059706","KCB Bank","Kearney","MO","64060","9/30/2018","11/14/2018","SM","950 West 92 Highway","BANCSHARES OF MISSOURI, INC.","7","0","1","4","1","Clay","28140","Kansas City, MO-KS","8/17/1887","1/1/1934","2/8/2013","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.kcbbank.com","34187","0","4","0","0","0","0","0","0","275","6105","12629","5714","8885","575","6384"
"9794","11458","814551","1063075","Kearney Trust Company","Kearney","MO","64060","9/30/2018","11/14/2018","NM","310 West 92 Highway","TRUSTCO BANKSHARES, INC.","2","0","0","4","1","Clay","28140","Kansas City, MO-KS","6/10/1882","1/1/1934","8/30/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.kearneytrust.com","37227","0","147","32","0","0","0","0","0","0","8101","16144","2371","8491","1941","8101"
"28765","2319","633378","0","Kearny Bank","Kearny","NJ","7032","9/30/2018","11/14/2018","SB","614 Kearny Avenue","","56","0","1","4","0","Hudson","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1884","1/16/1940","4/2/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.kearnybank.com","1294078","75","24","9736","24396","136488","115888","11799","135512","545083","7696","25601","169347","99862","12571","5787"
"26790","0","609609","3400937","KEB Hana Bank USA, National Association","Fort Lee","NJ","7024","9/30/2018","11/14/2018","N","2024 Center Avenue","HANA FINANCIAL GROUP INC.","3","0","1","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","9/16/1986","9/16/1986","9/30/2016","Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://www.kebhana.us","71363","0","0","0","0","17114","0","4785","4779","0","14369","19896","10420","0","0","14369"
"16471","13030","366854","2562650","Kendall State Bank","Valley Falls","KS","66088","9/30/2018","11/14/2018","NM","406 Broadway Street","NORTHEAST KANSAS BANCSHARES, INC.","3","0","0","4","0","Jefferson","45820","Topeka, KS","1/1/1892","8/16/1946","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.kendallstatebank.com","230","0","0","0","0","0","0","2","0","0","164","64","0","0","0","164"
"29661","3844","463977","0","Kennebec Federal Savings and Loan Association of Waterville","Waterville","ME","4901","9/30/2018","11/14/2018","SA","70 Main Street","","2","0","0","5","0","Kennebec","","","3/1/1936","4/4/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.kfsavings.com","3559","69","19","0","331","1706","428","0","0","0","500","506","0","0","0","0"
"17897","10711","583905","4657121","Kennebec Savings Bank","Augusta","ME","4330","9/30/2018","11/14/2018","SB","150 State Street","KENNEBEC SAVINGS, MHC","5","0","0","5","0","Kennebec","","","3/19/1870","8/14/1958","9/4/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.kennebecsavings.bank","83603","1879","2090","1331","4014","16302","1649","0","0","1442","5093","18804","3712","12268","15019","2735"
"13063","8510","247908","5117323","Kennebunk Savings Bank","Kennebunk","ME","4043","9/30/2018","11/14/2018","SB","104 Main Street","KENNEBUNK SAVINGS BANCORP, MHC","19","0","1","4","0","York","38860","Portland-South Portland, ME","5/1/1871","1/1/1934","7/12/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.kennebunksavings.com","113222","0","0","2","26","4101","18394","0","6591","0","0","0","22085","32951","29072","0"
"18879","0","795959","1136308","Kennett Trust Bank","Kennett","MO","63857","9/30/2018","11/14/2018","NM","805 First Street","KENNETT BANCSHARES, INC.","1","0","0","8","0","Dunklin","","","9/7/1963","9/7/1963","1/1/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.kennetttrustbank.com","24349","0","0","0","0","0","3531","1993","5594","746","0","128","253","10214","1890","1993"
"1409","0","58757","2359917","Kensington Bank","Kensington","MN","56343","9/30/2018","11/14/2018","NM","11 North Central Ave.","KENSINGTON BANCORP., INC.","6","0","0","2","0","Douglas","","","1/1/1898","1/1/1934","8/16/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.kensingtonbanks.com","10225","0","94","4","330","3466","0","0","147","898","1332","3189","583","182","0","2230"
"13843","8932","367543","1206050","Kentland Bank","Kentland","IN","47951","9/30/2018","11/14/2018","NM","111 North Fourth Street","KENBANCORP","5","0","0","2","0","Newton","16980","Chicago-Naperville-Elgin, IL-IN-WI","9/19/1932","2/6/1934","2/14/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.kentlandbank.com","94501","14","88","415","142","13528","0","0","14205","1529","3319","13140","14544","31617","1960","3859"
"28722","2228","382274","0","Kentland Federal Savings and Loan Association","Kentland","IN","47951","9/30/2018","11/14/2018","SA","116 North Third St","","1","0","0","5","0","Newton","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1920","12/19/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","84","0","0","8","0","76","0","0","0","0","0","0","0","0","0","0"
"734","9690","373115","1070831","Kentucky Bank","Paris","KY","40361","9/30/2018","11/14/2018","NM","Fourth And Main Streets","KENTUCKY BANCSHARES, INC.","17","0","0","4","0","Bourbon","30460","Lexington-Fayette, KY","1/1/1915","1/1/1934","7/24/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.kybank.com","278297","0","0","0","0","18751","10832","0","128035","14101","0","26080","17038","48069","15391","0"
