cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"3598","15820","659734","0","Arcola First Bank","Arcola","IL","61910","9/30/2018","11/14/2018","NM","127 South Oak Street","","3","0","0","2","1","Douglas","","","11/9/1874","1/1/1934","9/9/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.arcolafb.com","62464","3879","4205","194","21680","28307","39","0","0","","","699"
"28507","1735","120476","0","Argentine Federal Savings","Kansas City","KS","66106","9/30/2018","11/14/2018","SA","3004 Strong Ave","","2","0","0","5","0","Wyandotte","28140","Kansas City, MO-KS","1/1/1906","8/17/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.argentinefed.com","28108","1636","3543","161","18916","11859","25","475","1","","","7926"
"57620","0","3187612","1206546","Arizona Bank & Trust","Phoenix","AZ","85016","9/30/2018","11/14/2018","NM","2036 East Camelback Road","HEARTLAND FINANCIAL USA, INC.","8","0","0","4","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","8/18/2003","8/18/2003","6/1/2018","Stock","0","1","FDIC","DIF","San Francisco","KANSAS CITY","Phoenix","San Francisco","Western","Western","0","0","http://www.arizbank.com","203313","12537","4394","199","19244","342556","398","393","1","","","2235"
"3858","9959","705444","1099243","Arkansas County Bank","De Witt","AR","72042","9/30/2018","11/14/2018","SM","220 W Cross Street","DEWITT FIRST BANKSHARES CORPORATION","3","0","0","2","1","Arkansas","","","4/12/1912","1/1/1934","8/24/2012","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.arkansascountybank.com","81073","7487","4437","219","28746","31989","49","527","2","","","6575"
"1391","16044","270353","1123728","Arlington State Bank","Arlington","MN","55307","9/30/2018","11/14/2018","NM","230 West Main Street","ARLCO, INC.","2","0","0","2","1","Sibley","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/4/1895","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.arlingtonstatebank.com","36651","3181","1377","62","11540","9021","13","338","1","","","0"
"4666","10192","983457","2107707","Armed Forces Bank, National Association","Fort Leavenworth","KS","66027","9/30/2018","11/14/2018","N","320 Kansas Avenue","DICKINSON FINANCIAL CORPORATION II","37","0","1","4","0","Leavenworth","28140","Kansas City, MO-KS","1/1/1907","1/1/1934","6/19/2015","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","0","afbank.com","705059","108036","13231","1212","99453","157437","334","281","1","","","12573"
"28812","2407","168571","5046816","Armor Bank","Forrest City","AR","72335","9/30/2018","11/14/2018","NM","715 N Washington","BIG CREEK BANCSHARES, INC","2","0","0","7","0","Saint Francis","","","1/1/1919","12/14/1951","6/29/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","0","1","www.armor.bank","30187","2809","2287","224","11702","34589","32","272","1","","","9997"
"2315","0","470452","3488485","Armstrong Bank","Muskogee","OK","74401","9/30/2018","11/14/2018","NM","1215 West Okmulgee Street","IRONHORSE FINANCIAL GROUP, INC.","22","0","1","4","0","Muskogee","","","3/15/1910","1/1/1934","5/23/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.armstrongbank.com","551766","57096","26275","1002","197613","213490","312","2832","8","","","42742"
"29471","3506","269571","0","Armstrong County Building and Loan Association","Ford City","PA","16226","9/30/2018","11/14/2018","SA","935 Fifth Avenue","","1","0","0","5","0","Armstrong","38300","Pittsburgh, PA","1/1/1925","1/4/1937","7/21/2011","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.acbla.com","38095","1821","26115","594","46066","3221","11","5302","15","","","7466"
"29743","3995","351878","0","Aroostook County Federal Savings and Loan Association","Caribou","ME","4736","9/30/2018","11/14/2018","SA","43 High St","","2","0","0","5","0","Aroostook","","","7/29/1936","7/29/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.yourhomebank.com","64506","6932","16562","650","29287","17287","28","1700","4","","","9492"
"1198","0","570558","1237447","Arrowhead Bank","Llano","TX","78643","9/30/2018","11/14/2018","NM","108 West Sandstone Street","ARROWHEAD COMPANY","5","0","0","4","1","Llano","","","3/16/1923","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.arrowheadbanktexas.com","102044","6133","10607","342","10607","42704","84","3151","7","","","3151"
"15085","11451","591320","3136973","Arthur State Bank","Union","SC","29379","9/30/2018","11/14/2018","NM","100 East Main Street","JCO PARTNERS II, L.P.","18","0","0","4","0","Union","43900","Spartanburg, SC","4/1/1933","3/13/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://wwwarthurstatebank.com","291004","31667","16816","1094","46137","138043","208","305","1","","","6469"
"17123","13184","73116","0","Artisans' Bank","Wilmington","DE","19808","9/30/2018","11/14/2018","SB","2961 Centerville Road","","13","0","0","4","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","2/28/1861","7/3/1952","1/1/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","1","www.artisansbank.com","346132","26100","31309","1742","175788","90021","185","1828","4","","","11712"
"28780","2349","390372","0","Arundel Federal Savings Bank","Glen Burnie","MD","21061","9/30/2018","11/14/2018","SA","655 Crain Highway, S","","7","0","0","5","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","1/1/1906","7/31/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.arundelfederal.com","256391","12632","73198","2080","209069","26998","77","6212","21","","","15084"
"8728","10375","311845","1095674","Arvest Bank","Fayetteville","AR","72701","9/30/2018","11/14/2018","SM","75 North East Street","ARVEST BANK GROUP, INC.","298","0","1","4","0","Washington","22220","Fayetteville-Springdale-Rogers, AR-MO","1/1/1871","1/1/1934","4/21/2018","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","0","www.arvest.com","9976420","1325882","291349","19654","1248858","5647374","6096","9722","31","","","142605"
"1436","0","336950","0","Ashton State Bank","Ashton","NE","68817","9/30/2018","11/14/2018","NM","295 Center Ave.","","1","0","0","2","0","Sherman","","","12/2/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","15647","885","0","0","7517","3421","6","0","0","","","1000"
"11343","10514","821643","1250419","Ashton State Bank","Ashton","IA","51232","9/30/2018","11/14/2018","NM","317 Third Street","ASHTON BANCSHARES, INC.","1","0","0","2","1","Osceola","","","3/1/1884","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.ashtonstatebank.com","24614","1607","1795","113","13387","7502","18","0","0","","","3290"
"34759","0","2785477","2785459","Asian Bank","Philadelphia","PA","19107","9/30/2018","11/14/2018","SM","1023 Race Street","ASIAN FINANCIAL CORPORATION","2","0","0","4","0","Philadelphia","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/9/1999","6/9/1999","12/5/2016","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.theasianbank.com","111048","9062","2208","435","64841","44027","51","0","0","","","22425"
"33013","0","1462986","0","Asian Pacific National Bank","San Gabriel","CA","91776","9/30/2018","11/14/2018","N","333 West Valley Boulevard","","2","0","0","4","1","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","7/25/1990","7/25/1990","2/15/2013","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","40601","1042","0","0","31180","6988","14","0","0","","","3509"
"3934","0","668053","3435957","Aspire Financial","Fargo","ND","58104","9/30/2018","11/14/2018","NM","5195 45th Street South","HATTON BANCSHARES, INC.","2","0","0","2","0","Cass","22020","Fargo, ND-MN","9/19/1905","1/1/1934","6/30/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","aspirefinancial.com","17013","1352","546","61","6498","6517","18","0","0","","","904"
"5296","0","917742","1199563","Associated Bank, National Association","Green Bay","WI","54301","9/30/2018","11/14/2018","N","200 North Adams Street","ASSOCIATED BANC-CORP","248","0","1","4","0","Brown","24580","Green Bay, WI","1/1/1874","1/1/1934","6/24/2018","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","0","www.associatedbank.com","12439557","1034961","409758","36337","1938496","15492515","7585","25174","66","","","1350256"
"17636","0","1003455","1060917","Astra Bank","Scandia","KS","66966","9/30/2018","11/14/2018","NM","323 4th Street","FIRST BELLEVILLE BANCSHARES, INC.","9","0","1","2","1","Republic","","","10/2/1939","7/27/1956","3/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","astra.bank","165913","15274","7198","368","40850","110532","128","0","0","","","34711"
"24064","0","851060","0","Atascosa Bank","Pleasanton","TX","78064","9/30/2018","11/14/2018","NM","1525 West Oaklawn","","1","0","0","7","0","Atascosa","41700","San Antonio-New Braunfels, TX","9/7/1982","9/7/1982","12/15/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.atascosabank.com","35426","1650","856","42","5407","49058","62","0","0","","","3741"
"29085","2887","807272","4101437","Athens Federal Community Bank National Association","Athens","TN","37303","9/30/2018","11/14/2018","N","106 Washington Avenue Nw","ATHENS BANCSHARES CORPORATION","8","0","0","4","0","Mcminn","","","8/1/1934","3/25/1935","9/30/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.athensfederal.com","276607","25520","23051","770","97299","103352","188","3328","11","","","17842"
"9631","0","924937","1406971","Athens State Bank","Athens","IL","62613","9/30/2018","11/14/2018","NM","200 North West Street","ATHENS BANCORP, INC.","4","0","0","8","1","Menard","44100","Springfield, IL","5/18/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.athensstatebank.com","87966","8382","5997","230","30434","22471","34","252","1","","","1070"
"90146","14766","408307","0","Athol Savings Bank","Athol","MA","1331","9/30/2018","11/14/2018","SB","388 Main Street","","8","0","0","5","0","Worcester","49340","Worcester, MA-CT","2/12/1867","9/10/1985","7/10/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","http://www.atholsb.com","245271","32421","20965","1079","77810","67228","135","2230","6","","","30506"
"9096","12602","739346","0","Atkins Savings Bank & Trust","Atkins","IA","52206","9/30/2018","11/14/2018","NM","97 Main Avenue","","1","0","0","2","0","Benton","16300","Cedar Rapids, IA","4/15/1915","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","https://www.atkinssavingsbank.com","41967","3419","3728","100","34682","29841","63","467","1","","","4879"
"35525","0","3555695","3555686","Atlantic Capital Bank, National Association","Chattanooga","TN","37402","9/30/2018","11/14/2018","N","1110 Market St. Suite 300","ATLANTIC CAPITAL BANCSHARES, INC.","18","0","1","4","0","Hamilton","16860","Chattanooga, TN-GA","6/26/2000","6/26/2000","2/13/2017","Stock","0","1","OCC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","0","http://atlanticcapitalbank.com","557156","29219","12276","714","150942","1843897","1032","818","3","","","31169"
"24829","0","959715","4923497","Atlantic Community Bankers Bank","Camp Hill","PA","17011","9/30/2018","11/14/2018","SM","1400 Market Street","ATLANTIC COMMUNITY BANCSHARES INC","3","0","1","4","0","Cumberland","25420","Harrisburg-Carlisle, PA","11/21/1983","11/21/1983","1/1/2018","Stock","0","1","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","http://www.acbb.com","130922","7659","0","0","93686","239148","212","0","0","","","8949"
"26390","12877","527507","2290560","Atlantic Stewardship Bank","Midland Park","NJ","7432","9/30/2018","11/14/2018","NM","630 Godwin Avenue","STEWARDSHIP FINANCIAL CORPORATION","12","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","9/28/1985","9/28/1985","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://www.asbnow.com","486297","51830","29370","1280","140702","271466","456","3717","10","","","57715"
"284","9664","811541","2151670","Auburn Banking Company","Auburn","KY","42206","9/30/2018","11/14/2018","NM","218 W. Main Street","FIRST COMMUNITY BANCORP, INC","2","0","0","8","1","Logan","","","1/1/1929","1/1/1934","5/18/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","www.auburnbankingcompany.com","48505","4049","3331","111","17227","15792","32","343","1","","","4021"
"28288","1305","229173","0","Auburn Savings Bank, FSB","Auburn","ME","4210","9/30/2018","11/14/2018","SA","256 Court St","","2","0","0","5","0","Androscoggin","30340","Lewiston-Auburn, ME","1/1/1887","1/17/1951","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.auburnsavings.com","41876","2991","5860","233","23677","9717","24","253","1","","","5321"
"11477","0","979151","0","Auburn State Bank","Auburn","NE","68305","9/30/2018","11/14/2018","SM","1212 J Street","","1","0","0","2","0","Nemaha","","","1/1/1905","1/1/1934","10/16/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.auburnstatebank.com","78779","6863","6450","226","30181","50517","75","1259","4","","","14091"
"35","9177","749635","1129533","AuburnBank","Auburn","AL","36830","9/30/2018","11/14/2018","SM","100 North Gay Street","AUBURN NATIONAL BANCORPORATION, INC.","8","0","0","4","0","Lee","12220","Auburn-Opelika, AL","1/3/1907","1/1/1934","12/31/2015","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.auburnbank.com","345703","19352","26845","1065","122594","343419","410","5744","11","","","59752"
"5814","0","760649","5085664","Audubon State Bank","Audubon","IA","50025","9/30/2018","11/14/2018","NM","315 Broadway","AUDUBON COUNTY INVESTMENT COMPANY","2","0","0","2","1","Audubon","","","1/1/1876","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.audubonstatebank.com","61647","3599","3736","148","28293","29144","47","0","0","","","10337"
"3276","16121","548351","3072660","Austin Bank, Texas National Association","Jacksonville","TX","75766","9/30/2018","11/14/2018","N","200 East Commerce Street","JANE AUSTIN CHAPMAN LIMITED PARTNERSHIP, L.P.","32","0","0","4","0","Cherokee","","","10/1/1900","1/1/1934","10/9/2010","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.austinbank.com","998209","110921","34046","1432","202893","441521","689","3104","8","","","53486"
"58082","0","3347911","0","Austin Capital Bank SSB","Austin","TX","78757","9/30/2018","11/14/2018","SB","8100 Shoal Creek Blvd.","","1","0","0","4","0","Travis","12420","Austin-Round Rock, TX","1/9/2006","1/9/2006","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.austincapitalbank.com","46391","5193","0","0","25687","27452","65","0","0","","","4706"
"58484","0","3463875","4230216","Austin County State Bank","Bellville","TX","77418","9/30/2018","11/14/2018","NM","436 South Front Street","AUSTIN COUNTY BANCSHARES, INC.","3","0","0","4","1","Austin","26420","Houston-The Woodlands-Sugar Land, TX","6/26/2007","6/26/2007","7/23/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.acsbank.com","73991","4011","6799","78","38403","68232","109","0","0","","","26655"
"35115","15850","2860459","0","Auto Club Trust, FSB","Dearborn","MI","48126","9/30/2018","11/14/2018","SA","One Auto Club Drive","","1","0","0","5","0","Wayne","19820","Detroit-Warren-Dearborn, MI","11/30/1999","11/30/1999","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.aaa.com/banking","253815","10153","19644","597","214054","91037","115","2503","6","","","28936"
"11771","0","859141","1203451","Availa Bank","Carroll","IA","51401","9/30/2018","11/14/2018","NM","126 West 6th","CARROLL COUNTY BANCSHARES, INC.","12","0","0","2","0","Carroll","","","1/1/1870","1/1/1934","3/20/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.availa.bank","350580","24323","13309","538","121793","214217","306","4199","7","","","30450"
"2326","52136","262059","1057980","AVB Bank","Broken Arrow","OK","74012","9/30/2018","11/14/2018","NM","322 South Main Street","ARKANSAS VALLEY BANCSHARES, INC.","4","0","0","4","0","Tulsa","46140","Tulsa, OK","2/16/1905","1/1/1934","9/19/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.bankavb.com","174715","8283","7620","287","75422","133016","158","2294","7","","","24200"
"57510","0","3214059","3680980","Avidbank","San Jose","CA","95112","9/30/2018","11/14/2018","NM","1732 N 1st St. 6th Floor","AVIDBANK HOLDINGS, INC.","2","0","0","4","0","Santa Clara","41940","San Jose-Sunnyvale-Santa Clara, CA","10/1/2003","10/1/2003","11/13/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","https://www.avidbank.com","107527","2483","0","0","20926","694088","507","0","0","","","111512"
"90215","10957","619701","2465528","Avidia Bank","Hudson","MA","1749","9/30/2018","11/14/2018","SB","42 Main Street","ASSABET VALLEY BANCORP","10","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","2/26/1869","11/27/1985","12/31/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.avidiabank.com","798035","234023","39473","2169","152510","426754","571","452","1","","","63024"
"31390","6859","408875","3837962","Axiom Bank, National Association","Maitland","FL","32751","9/30/2018","11/14/2018","N","258 Southhall Lane","AXIOM BANCSHARES, INC.","25","0","0","4","0","Orange","36740","Orlando-Kissimmee-Sanford, FL","1/1/1962","3/26/1963","8/4/2017","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.axiombanking.com","299806","322154","22404","692","273146","171476","220","1917","7","","","39452"
"19434","0","5461","3033746","BAC Community Bank","Stockton","CA","95202","9/30/2018","11/14/2018","NM","517 East Weber Avenue","BAC FINANCIAL INC.","12","0","0","4","1","San Joaquin","44700","Stockton-Lodi, CA","5/21/1965","5/21/1965","7/13/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","www.bankbac.com","313226","12885","2275","91","17022","289059","388","865","1","","","14188"
"21265","10221","725732","0","BAC Florida Bank","Coral Gables","FL","33134","9/30/2018","11/14/2018","NM","169 Miracle Mile, Suite R10","","1","0","0","5","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","10/12/1973","10/12/1973","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","0","http://www.bacflorida.com","658098","9511","101","3","404114","1147212","1217","0","0","","","471209"
"2469","0","846945","1247727","Badger Bank","Fort Atkinson","WI","53538","9/30/2018","11/14/2018","NM","220 Grant Street","CITIZENS FINANCIAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","4","0","0","4","0","Jefferson","","","1/7/1884","1/1/1934","4/30/2007","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.badgerbank.bank","86540","8367","4909","335","22780","29948","48","381","1","","","3351"
"2987","13311","69678","1141870","Baker-Boyer National Bank","Walla Walla","WA","99362","9/30/2018","11/14/2018","N","7 West Main St","BAKER BOYER BANCORP","8","0","1","4","0","Walla Walla","47460","Walla Walla, WA","11/10/1869","1/1/1934","3/19/2018","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.bakerboyer.com","314348","19280","11210","651","36516","201623","315","1342","4","","","2396"
"26704","0","696168","0","Balboa Thrift and Loan Association","Chula Vista","CA","91910","9/30/2018","11/14/2018","NM","865 Amena Court","","4","0","0","6","0","San Diego","41740","San Diego-Carlsbad, CA","12/11/1980","7/3/1986","7/20/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","http://www.balboathrift.com","199246","4117","0","0","186517","58245","124","0","0","","","39759"
"34456","0","1429028","0","Ballinger National Bank","Ballinger","TX","76821","9/30/2018","11/14/2018","N","900 Hutchings Avenue","","1","0","0","2","1","Runnels","","","4/1/1997","4/1/1997","10/14/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.ballingernationalbank.com","25851","2419","827","50","8262","10763","21","0","0","","","268"
"6959","13519","505","1048728","Ballston Spa National Bank","Ballston Spa","NY","12020","9/30/2018","11/14/2018","N","87 Front Street","BALLSTON SPA BANCORP, INC.","13","0","0","4","0","Saratoga","10580","Albany-Schenectady-Troy, NY","1/1/1838","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","https://ww.bsnb.com","251368","19086","3746","297","31336","185412","188","798","2","","","7595"
"35498","15953","200378","3153130","Banc of California, National Association","Santa Ana","CA","92707","9/30/2018","11/14/2018","N","3 Macarthur Place","BANC OF CALIFORNIA, INC.","36","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","4/21/1941","1/3/2000","5/3/2017","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","www.bancofcal.com","2846449","61652","93463","1959","1730564","4500590","3670","8145","23","","","769455"
"4033","0","251352","2107789","BancCentral, National Association","Alva","OK","73717","9/30/2018","11/14/2018","N","602-612 Flynn Street","MYERS BANCSHARES, INC.","5","0","1","2","1","Woods","","","8/11/1913","1/1/1934","7/17/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.bcna.com","249931","15051","8668","398","117610","200100","236","0","0","","","69113"
"27476","12941","1386251","1133286","BancFirst","Oklahoma City","OK","73102","9/30/2018","11/14/2018","NM","101 N. Broadway, Suite 200","BANCFIRST CORPORATION","114","0","0","4","0","Oklahoma","36420","Oklahoma City, OK","4/1/1989","4/1/1989","9/7/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","0","www.bancfirst.bank","3668832","378253","128603","6566","595451","2981713","3751","7632","23","","","131836"
"26725","0","110936","1242076","Banco do Brasil Americas","Miami","FL","33134","9/30/2018","11/14/2018","NM","800 Brickell Avenue","BANCO DO BRASIL S.A.","5","0","0","8","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/24/1986","7/24/1986","2/21/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.bbamericas.com","373414","40558","2086","32","121037","202271","316","1137","4","","","75781"
"34968","0","940311","1129382","Banco Popular de Puerto Rico","San Juan","PR","918","9/30/2018","11/14/2018","SM","209 Avenida Luis Munoz River","POPULAR, INC.","1","0","1","9","0","San Juan","41980","San Juan-Carolina-Caguas, PR","1/2/1999","1/2/1999","2/27/2015","Stock","0","0","FED","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","177","0","http://www.popular.com","13851000","2160779","1016000","157220","3455000","18298000","9457","24000","58","","","2341000"
"20828","12675","816210","1239254","Banco Santander Puerto Rico","San Juan","PR","917","9/30/2018","11/14/2018","NM","207 Ponce De Leon Avenue","BANCO SANTANDER, S.A.","0","0","0","4","0","San Juan","41980","San Juan-Carolina-Caguas, PR","10/2/1972","10/2/1972","10/7/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","27","0","www.santander.pr","1433892","180103","23839","4008","167616","2755667","2062","0","0","","","310144"
"11813","11210","606046","0","BancorpSouth Bank","Tupelo","MS","38804","9/30/2018","11/14/2018","NM","One Mississippi Plaza","","309","0","1","4","0","Lee","","","3/1/1876","1/1/1934","9/30/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","0","www.bancorpsouth.com","7702327","611759","345401","17298","1532127","5566598","6671","30642","87","","","485873"
"26653","0","78157","1139671","Bandera Bank","Bandera","TX","78003","9/30/2018","11/14/2018","NM","207 Main Street","BANDERA BANCSHARES, INC.","1","0","0","8","1","Bandera","41700","San Antonio-New Braunfels, TX","4/24/1986","4/24/1986","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.banderabank.com","42999","3929","613","33","5401","24147","44","0","0","","","1351"
"57815","0","3402913","0","Banesco USA","Coral Gables","FL","33134","9/30/2018","11/14/2018","NM","150 Alhambra Circle, # 100","","4","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","1/10/2006","1/10/2006","10/27/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","1","0","Banescousa.com","460288","11056","246","13","176029","590040","792","0","0","","","144535"
"18408","7107","419406","3547999","Bangor Savings Bank","Bangor","ME","4401","9/30/2018","11/14/2018","SB","3 State Street","BANGOR BANCORP, MHC","62","0","1","4","0","Penobscot","12620","Bangor, ME","2/14/1852","7/1/1961","4/6/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.bangor.com","1481900","273981","298054","6754","471275","1447701","1390","4089","11","","","57823"
"14291","12142","952846","1205156","Bank","Wapello","IA","52653","9/30/2018","11/14/2018","SM","409 Hwy 61 S","MORNING SUN BANK CORP.","4","0","0","2","1","Louisa","","","2/13/1931","4/25/1934","1/12/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.bank.bank","52794","5240","1339","105","25754","19040","25","0","0","","","3506"
