cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"8810","0","885225","1249918","The Bank of Delmarva","Seaford","DE","19973","9/30/2018","11/14/2018","NM","910 Norman Eskridge Highway","DELMAR BANCORP","17","0","1","4","0","Sussex","41540","Salisbury, MD-DE","12/14/1896","1/1/1934","3/1/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","1","https://www.bankofdelmarva.com","622527","8821","29945","21845","44301","14051","1422","106817","83149","110547","173386","18573","1056"
"17244","0","651756","2209058","The Bank of Denver","Denver","CO","80218","9/30/2018","11/14/2018","NM","810 East 17th Avenue","DENVER BANKSHARES, INC.","4","0","0","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","10/1/1941","7/15/1953","5/29/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.thebankofdenver.com","164786","873","3027","6600","13155","0","0","10270","19952","49990","60874","43","0"
"33646","0","1751420","0","The Bank of East Asia Ltd.","New York","NY","10022","9/30/2018","11/14/2018","OI","540 Madison Avenue","","1","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1918","3/27/1989","5/28/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","2293759","","","","","","","","","","","",""
"5686","0","610539","1086140","The Bank of Edison","Edison","GA","39846","9/30/2018","11/14/2018","NM","476 Turner Street","BOE BANCSHARES, INC.","1","0","0","2","1","Calhoun","","","10/1/1904","1/1/1934","6/2/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.boedison.com","25298","389","434","1578","616","1389","9","4592","5065","4127","5272","1580","20"
"1039","9892","219343","2066868","The Bank of Edwardsville","Edwardsville","IL","62025","9/30/2018","11/14/2018","NM","330 West Vandalia Street","BANC ED CORP., THE","19","0","1","4","0","Madison","41180","St. Louis, MO-IL","1/1/1868","1/1/1934","2/18/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://WWW.4THEBANK.COM","914540","10037","10390","34231","48219","34051","32610","145826","40420","140377","206366","189436","20411"
"1607","0","10250","3027268","The Bank of Elk River","Elk River","MN","55330","9/30/2018","11/14/2018","NM","630 Main Street","METRO NORTH BANCSHARES, INC.","5","0","0","4","0","Sherburne","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1885","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.thebankofelkriver.com","289659","1179","1833","6952","20584","7623","91","34166","22420","52023","91591","48706","1237"
"9377","0","892250","2224417","The Bank of Fairport","Maysville","MO","64469","9/30/2018","11/14/2018","NM","401 West Main Street","FAIRPORT BANCSHARES, INC.","2","0","0","2","0","Dekalb","41140","St. Joseph, MO-KS","3/8/1909","1/1/1934","10/19/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.bankoffairport.com","9827","44","228","816","1146","299","34","1338","1134","2077","1829","739","0"
"10308","15700","466754","1099896","The Bank of Fayette County","Piperton","TN","38017","9/30/2018","11/14/2018","SM","1265 Hwy 57","MOSCOW BANCSHARES, INC.","11","0","0","4","0","Fayette","32820","Memphis, TN-MS-AR","4/26/1905","1/1/1934","4/29/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","http://www.thebank1905.com","525296","8965","10251","38085","70611","48179","9119","88044","65974","69230","82757","28976","3368"
"6128","15420","353724","0","The Bank of Fincastle","Fincastle","VA","24090","9/30/2018","11/14/2018","NM","17 South Roanoke Street","","7","0","0","4","0","Botetourt","40220","Roanoke, VA","9/22/1875","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.bankoffincastle.bank","146591","4942","2998","7793","8068","4871","396","42369","5996","10474","32519","17645","4643"
"898","11435","642437","1085518","The Bank of Forest","Forest","MS","39074","9/30/2018","11/14/2018","NM","211 West Third Street","FIRST FOREST CORPORATION","3","0","0","4","1","Scott","","","3/27/1900","1/1/1934","10/1/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","http://www.bkforest.com","113592","1164","3316","4815","7661","5662","0","16726","15539","22891","23285","11728","250"
"16820","11940","628123","2001328","The Bank of Glen Burnie","Glen Burnie","MD","21061","9/30/2018","11/14/2018","NM","101 Crain Highway S","GLEN BURNIE BANCORP","8","0","0","6","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","8/17/1949","8/17/1949","6/24/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.thebankofglenburnie.com","294981","5","11","466","1440","17367","62439","703","1942","15170","55486","80338","57458"
"8564","0","956554","2858942","The Bank of Grain Valley","Grain Valley","MO","64029","9/30/2018","11/14/2018","NM","500 Main Street","GRAIN VALLEY BANCSHARES, INC.","2","0","0","4","1","Jackson","28140","Kansas City, MO-KS","5/11/1905","1/1/1934","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","bankofgrainvalley.com","54254","587","299","1808","5142","155","0","9905","10376","5227","13011","7745","0"
"21591","18028","214106","0","The Bank of Greene County","Catskill","NY","12414","9/30/2018","11/14/2018","SA","425 Main Street","","16","0","0","4","0","Greene","","","5/18/1974","5/18/1974","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.tbogc.com","737301","4246","3192","9275","30784","171478","91375","130117","20082","11090","32601","130651","99023"
"21606","10764","183668","3058057","The Bank of Hemet","Riverside","CA","92506","9/30/2018","11/14/2018","NM","3715 Sunnyside Drive","HEMET BANCORP","6","0","0","4","1","Riverside","40140","Riverside-San Bernardino-Ontario, CA","6/3/1974","6/3/1974","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.bankofhemet.com","516929","9","141","0","0","1588","0","68386","9184","18416","44251","353887","21067"
"11310","0","835444","2527024","The Bank of Herrin","Herrin","IL","62948","9/30/2018","11/14/2018","NM","101 South Park Avenue","FGH BANCORP, INC.","5","0","0","4","1","Williamson","16060","Carbondale-Marion, IL","4/12/1904","1/1/1934","1/2/2008","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","WWW.BANKOFHERRIN.COM","178374","2719","5947","14573","10934","644","2493","16759","28311","47998","37074","4785","4090"
"8232","16031","835743","2590644","The Bank of Holly Springs","Holly Springs","MS","38635","9/30/2018","11/14/2018","NM","114 S Memphis St","HOLLY SPRINGS BANCSHARES INC","5","0","0","4","1","Marshall","32820","Memphis, TN-MS-AR","2/1/1869","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","0","1","http://www.bankofhollysprings.com","164381","3446","13412","14737","12267","5146","985","11118","28227","33258","27098","9086","2324"
"9661","0","871358","1062788","The Bank of Holyrood","Holyrood","KS","67450","9/30/2018","11/14/2018","SM","100 S Main St","HOLYROOD BANCSHARES, INC.","1","0","0","2","1","Ellsworth","","","1/1/1887","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","48897","427","898","6891","7496","0","0","3350","7988","6519","13930","1204","0"
"13960","0","848453","1095236","The Bank of Houston","Houston","MO","65483","9/30/2018","11/14/2018","NM","404 South Grand","OZARK BANCSHARES, INC.","1","0","0","2","1","Texas","","","6/4/1889","3/3/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.thebankofhouston.com","14529","240","973","100","476","0","0","3588","7859","135","283","165","0"
"34457","15743","2577739","1135374","The Bank of Jackson","Jackson","TN","38305","9/30/2018","11/14/2018","SM","558 Carriage House Drive","SECURITY BANCORP OF TENNESSEE, INC.","3","0","0","7","0","Madison","27180","Jackson, TN","6/2/1997","6/2/1997","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.bankofjackson.com","62644","602","1905","2592","7051","3041","0","10530","7907","7579","9484","11066","888"
"15228","10258","380944","1202744","The Bank of Kaukauna","Kaukauna","WI","54130","9/30/2018","11/14/2018","NM","264 W. Wisconsin Avenue","BROGAN BANKSHARES, INC.","1","0","0","4","1","Outagamie","11540","Appleton, WI","9/1/1883","7/1/1935","1/29/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","WWW.BANKOFKAUKAUNA.COM","69422","52","1152","4503","1672","1118","1128","12710","8236","15417","17180","3120","1773"
"11526","0","883959","2552334","The Bank of Kremlin","Kremlin","OK","73753","9/30/2018","11/14/2018","SM","102 6th Street","KREMLIN BANCSHARES, INC.","6","0","0","2","1","Garfield","","","5/1/1900","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.bankofkremlin.com","218076","1917","2211","4327","6217","6018","190","86160","28644","34317","21689","20046","4660"
"9245","0","944739","1085965","The Bank of La Fayette, Georgia","La Fayette","GA","30728","9/30/2018","11/14/2018","NM","101 West Patton Street","LAFAYETTE BANKSHARES, INC.","3","0","0","5","0","Walker","16860","Chattanooga, TN-GA","7/18/1899","1/1/1934","5/8/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.bankoflafayette.com","95340","590","2432","2046","1065","17996","27854","4629","3422","6627","5259","9606","11319"
"90384","12197","734613","0","The Bank of Landisburg","Landisburg","PA","17040","9/30/2018","11/14/2018","SM","100 North Carlisle Street","","4","0","0","6","0","Perry","25420","Harrisburg-Carlisle, PA","10/19/1903","4/17/1992","1/9/2009","Stock","0","0","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.bankoflandisburg.com","213705","941","1571","2467","4522","33867","81703","11103","3981","8459","16657","29587","15050"
"2300","0","940021","2402813","The Bank of Magnolia Company","Magnolia","OH","44643","9/30/2018","11/14/2018","NM","122 North Main Street","MAGNOLIA BANCORP, INC.","3","0","0","8","0","Stark","15940","Canton-Massillon, OH","4/19/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.bankofmagnolia.com","35904","488","682","3558","258","2662","10991","1293","975","1731","2849","7955","2300"
"9507","11657","858528","1132391","The Bank of Marion","Marion","VA","24354","9/30/2018","11/14/2018","SM","102 West Main Street","SOUTHWEST VIRGINIA BANKSHARES, INC.","15","0","1","8","0","Smyth","","","4/13/1874","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.bankofmarionva.com","229654","12669","25804","11758","6201","24873","34066","30003","10268","17335","22266","19415","13818"
"33851","13098","2123930","2263993","The Bank of Milan","Milan","TN","38358","9/30/2018","11/14/2018","NM","2011 East Van Hook Street","HOMETOWN BANCORP, INC.","2","0","0","4","1","Gibson","","","11/12/1993","11/12/1993","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.bankofmilan.net","41242","209","1188","4224","3220","7422","365","5471","4085","4034","6247","4331","0"
"1617","0","330855","1416439","The Bank of Missouri","Perryville","MO","63775","9/30/2018","11/14/2018","NM","916 North Kings Highway","RELIABLE COMMUNITY BANCSHARES, INC.","35","0","0","4","0","Perry","","","11/7/1891","1/1/1934","3/24/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankofmissouri.com","1310717","20455","33592","42031","11366","68359","151565","264645","145692","142273","118507","99916","200906"
"6180","0","849432","2722892","The Bank of Monroe","Union","WV","24983","9/30/2018","11/14/2018","SM","39 Main Street","UNION BANKSHARES, INC.","3","0","0","8","0","Monroe","","","11/3/1903","1/1/1934","6/2/2010","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","http://www.mybankofmonroe.com","80685","437","2176","11387","9619","3339","7639","6958","3796","10219","14168","10297","588"
"10378","10875","797140","2339544","The Bank of New Glarus","New Glarus","WI","53574","9/30/2018","11/14/2018","NM","501 First Street","BANCORP OF NEW GLARUS, INC.","6","0","0","4","0","Green","31540","Madison, WI","10/30/1893","1/1/1934","9/26/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.thebankofnewglarus.bank","227959","6064","5720","16923","9942","2222","2282","46959","22709","76283","20973","11868","5647"
"639","0","541101","3587146","The Bank of New York Mellon","New York","NY","10007","9/30/2018","11/14/2018","SM","240 Greenwich Street","BANK OF NEW YORK MELLON CORPORATION, THE","9","14","1","1","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1851","1/1/1934","7/18/2018","Stock","0","1","FED","DIF","New York","WASHINGTON","New York City","New York","Northeastern","Northeast","0","0","www.bnymellon.com","23869000","533000","62000","4000","1000","72000","354000","20489000","980000","448000","197000","447000","210000"
"23472","0","398668","3587146","The Bank of New York Mellon Trust Company, National Association","Los Angeles","CA","90071","9/30/2018","11/14/2018","N","400 South Hope Street","BANK OF NEW YORK MELLON CORPORATION, THE","19","0","1","9","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","7/1/1981","7/1/1981","3/12/2012","Stock","0","1","OCC","DIF","San Francisco","WASHINGTON","Los Angeles (North)","San Francisco","Western","Western","0","0","www.bnymellon.com","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1655","0","880855","2315164","The Bank of Old Monroe","Old Monroe","MO","63369","9/30/2018","11/14/2018","NM","2100 Highway C","CUIVRE RIVER BANCSHARES, INC.","5","0","0","4","1","Lincoln","41180","St. Louis, MO-IL","9/19/1906","1/1/1934","2/17/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankofoldmonroe.com","238179","6260","12025","12063","4420","1826","966","36059","56798","70250","30170","6643","587"
"10597","0","1003950","0","The Bank of Orrick","Orrick","MO","64077","9/30/2018","11/14/2018","NM","113 E. South Front St.","","2","0","0","2","0","Ray","28140","Kansas City, MO-KS","7/2/1902","1/1/1934","8/1/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.bankoforrick.com","17456","86","194","368","245","1632","4111","341","1556","1689","899","2064","4108"
"58513","0","3595271","0","The Bank of Princeton","Princeton","NJ","8540","9/30/2018","11/14/2018","NM","183 Bayard Lane","","13","0","1","4","0","Mercer","45940","Trenton, NJ","4/23/2007","4/23/2007","3/26/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","WWW.THEBANKOFPRINCETON.COM","1062255","7003","3305","8390","12741","13695","110573","242490","8075","29701","79239","168258","373953"
"23099","0","531157","1062939","The Bank of Protection","Protection","KS","67127","9/30/2018","11/14/2018","NM","236 North Broadway","PROTECTION BANK HOLDING COMPANY, INC., THE","3","0","0","2","0","Comanche","","","4/2/1980","4/2/1980","10/9/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.bankofprotection.com","45923","812","2848","393","45","172","13","8548","15094","5831","4337","1922","5834"
"845","15580","722432","1417324","The Bank of Romney","Romney","WV","26757","9/30/2018","11/14/2018","SM","95 East Main Street","ROMNEY BANKSHARES, INC.","7","0","0","6","0","Hampshire","49020","Winchester, VA-WV","1/1/1888","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","http://www.bankofromney.net","208786","2072","11272","15957","10259","50662","39907","7912","13506","15293","18358","15675","3693"
"58581","0","3548567","3593286","The Bank of San Antonio","San Antonio","TX","78213","9/30/2018","11/14/2018","NM","1900 N.W. Loop 410","SOUTHWEST BANCSHARES, INC.","5","0","0","4","0","Bexar","41700","San Antonio-New Braunfels, TX","6/22/2007","6/22/2007","7/25/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.thebankofsa.com","578637","3860","17835","8714","15307","7467","8450","141171","51234","121550","126083","69124","7842"
"18942","0","678052","1107456","The Bank of San Jacinto County, Coldspring, Texas","Coldspring","TX","77331","9/30/2018","11/14/2018","NM","100 Hwy 150","BANC OF SAN JACINTO COUNTY BANCSHARES, INC., THE","1","0","0","8","1","San Jacinto","","","11/9/1963","11/9/1963","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.banksjc.com","16935","21","1520","3610","5363","1379","93","254","2361","1362","876","97","0"
"889","0","260831","1250736","The Bank of Soperton","Soperton","GA","30457","9/30/2018","11/14/2018","NM","1202 Second Street North","SOPERTON BANCSHARES, INCORPORATED","2","0","0","4","1","Treutlen","","","6/1/1903","1/1/1934","2/22/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","https://www.bankofsoperton.com","62902","2909","2600","10459","2400","354","217","5950","16938","16173","4625","143","0"
"26912","0","246022","2297701","The Bank of South Carolina","Charleston","SC","29401","9/30/2018","11/14/2018","NM","256 Meeting Street","BANK OF SOUTH CAROLINA CORPORATION","4","0","0","4","0","Charleston","16700","Charleston-North Charleston, SC","2/26/1987","2/26/1987","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.banksc.com","277489","17817","15272","11192","9723","1097","0","131139","19102","30205","40415","925","0"
"11580","10229","610128","1076105","The Bank of Southside Virginia","Carson","VA","23830","9/30/2018","11/14/2018","NM","17208 Halligan Park Rd.","BANK OF SOUTHSIDE VIRGINIA CORPORATION, THE","15","0","0","8","0","Dinwiddie","40060","Richmond, VA","8/10/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.bsvnet.com","238309","4009","5518","15208","5731","1493","450","22703","17962","53001","57438","52696","1796"
"10635","0","384353","2847665","The Bank of Steinauer","Steinauer","NE","68441","9/30/2018","11/14/2018","NM","215 Main St","STEINAUER BANCORP","1","0","0","2","0","Pawnee","","","6/28/1888","1/1/1934","1/3/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","http://www.bankofsteinauer.com","10647","172","185","1746","1905","576","0","421","2632","1245","1355","395","15"
"21031","13789","273336","1246467","The Bank of Tampa","Tampa","FL","33606","9/30/2018","11/14/2018","NM","601 Bayshore Blvd, # 100","TAMPA BAY BANKING COMPANY","12","0","0","4","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","3/30/1973","3/30/1973","1/1/2010","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.bankoftampa.com","1123002","4594","4636","5276","3529","27530","5962","463198","17402","78072","152929","312709","39548"
"1868","14521","54058","1841004","The Bank of Tescott","Tescott","KS","67484","9/30/2018","11/14/2018","NM","104 S Main St","TESCOTT BANCSHARES, INC.","5","0","0","2","1","Ottawa","","","1/1/1887","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.bankoftescott.com","307912","2264","8051","7025","15814","15359","33429","23626","34291","39438","43081","27663","51832"
"25703","17589","401755","1993547","The Bank of the West","Thomas","OK","73669","9/30/2018","11/14/2018","NM","101 South Main","BANCWEST, INC.","4","0","0","4","1","Custer","","","10/19/1984","10/19/1984","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.thebankofthewest.com","139783","3240","1314","5213","1326","493","0","85029","17074","11527","7805","6762","0"
"17280","0","768953","1207785","The Bank of Tioga","Tioga","ND","58852","9/30/2018","11/14/2018","NM","7 North Main Street","TREYNOR BANCSHARES, INC.","2","0","0","2","0","Williams","","","7/16/1952","12/7/1953","8/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.thebankoftioga.com","60374","214","658","3343","4850","1151","0","6606","1859","22645","11265","3617","1006"
"51","14338","382537","1139998","The Bank of Vernon","Vernon","AL","35592","9/30/2018","11/14/2018","NM","44825 Highway 17","FIRST VERNON BANCSHARES, INC.","3","0","1","4","0","Lamar","","","11/11/1911","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.bankofvernon.com","114664","1694","1238","3965","3667","13537","1991","16130","17073","13968","26451","14783","0"
"1086","0","625850","3643837","The Bank of Versailles","Versailles","MO","65084","9/30/2018","11/14/2018","SM","113 East Newton Street","BOV HOLDING COMPANY","5","0","0","5","0","Morgan","","","1/1/1882","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","http://www.bankov.com","217385","4130","12046","8643","4141","124064","1502","6714","15922","5563","7950","23248","1029"
"34214","14623","2485544","3348936","The Bank of Washington","Lynnwood","WA","98036","9/30/2018","11/14/2018","NM","5901 196th S. W.","WASHINGTON BANCORP, INC.","5","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","7/29/1996","7/29/1996","8/4/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.the-bank.com","176181","694","4357","5926","14593","9027","17966","28130","4656","11559","21358","44912","13004"
"2375","13517","505831","1085488","The Bank of Waynesboro","Waynesboro","TN","38485","9/30/2018","11/14/2018","NM","201 South Main Street","FCB CORPORATION","5","0","0","4","0","Wayne","","","1/1/1904","1/1/1934","5/28/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","http://www.thebankofwaynesboro.com","118364","2922","10607","20079","327","52","0","17572","25892","25622","8914","2486","3209"
"2317","0","59754","1063105","The Bank of Wyandotte","Wyandotte","OK","74370","9/30/2018","11/14/2018","SM","2 E Broadway","UNITED CAPITAL BANCSHARES, INC.","1","0","0","8","1","Ottawa","","","9/27/1902","1/1/1934","6/1/2010","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","6270","136","180","75","159","598","381","487","334","743","1261","1811","87"
"4146","17723","829050","1056684","The Bank, National Association","Mcalester","OK","74501","9/30/2018","11/14/2018","N","2nd And Carl Albert Parkway","NBM CORPORATION","4","0","0","4","1","Pittsburg","","","5/17/1927","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://thebankna.com","208288","1353","4785","2431","1653","21069","28698","22228","28545","14747","14413","27659","38821"
"26677","11705","859655","1138209","The Bankers Bank","Oklahoma City","OK","73120","9/30/2018","11/14/2018","SM","9020 N. May Ave., Suite 200","BANKERS BANCORP OF OKLAHOMA, INC.","2","0","1","4","0","Oklahoma","36420","Oklahoma City, OK","5/28/1986","5/28/1986","8/10/2009","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","0","http://www.thebankersbank.com","157827","602","464","1418","646","0","896","59281","19983","27775","13062","22387","8589"
"27219","0","1187551","1248005","The Bankers' Bank of Kentucky, Inc.","Frankfort","KY","40602","9/30/2018","11/14/2018","SM","107 Progress Drive (40601)","INDEPENDENT COMMUNITY BANCORP, INC.","1","0","0","7","0","Franklin","","","4/12/1988","4/12/1988","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Lexington","St. louis","Central","Southeast","0","0","http://www.bbky.com","31556","709","553","939","0","106","0","7242","3930","5929","7716","4432","0"
"8035","0","308340","1249329","The Bath State Bank","Bath","IN","47010","9/30/2018","11/14/2018","NM","3095 Bath Road","BATH STATE BANCORP","2","0","0","2","1","Franklin","","","10/23/1923","1/1/1934","6/2/2010","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.BathStateBank.com","122593","516","1506","5872","5460","8397","3526","6083","31312","6987","14654","25697","11314"
"12432","0","1000856","2366652","The Baxter State Bank","Baxter Springs","KS","66713","9/30/2018","11/14/2018","NM","1401 Military Avenue","BAXTER BANCSHARES, INC.","1","0","0","8","1","Cherokee","","","1/1/1905","1/1/1934","1/15/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","http://www.baxterstatebank.com","13719","378","855","3816","1923","659","0","1184","1170","1842","1459","300","0"
"17410","17903","1008151","1056648","The Bendena State Bank","Bendena","KS","66008","9/30/2018","11/14/2018","NM","933 Friendship Road","BENDENA BANCSHARES, INC.","2","0","0","2","1","Doniphan","41140","St. Joseph, MO-KS","1/1/1904","3/17/1955","8/1/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.bendenastatebank.com","47007","153","795","2529","4102","921","0","3609","11284","8589","9043","2357","3082"
"16402","13539","1016259","1051906","The Bennington State Bank","Salina","KS","67401","9/30/2018","11/14/2018","NM","2130 South Ohio Street","BERCO, INC.","7","0","0","2","1","Saline","","","1/1/1884","4/4/1946","11/4/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.bsbks.com","493650","8870","12560","33667","43784","3390","9678","84535","61349","88026","106793","15602","10991"
"14316","0","208347","2983246","The Benton State Bank","Benton","WI","53803","9/30/2018","11/14/2018","NM","42 West Main Street","BSB COMMUNITY BANCORPORATION, INC.","3","0","0","8","1","Lafayette","","","12/5/1894","5/5/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://bentonbank.com","56841","458","1828","5103","5887","4024","1809","7540","1706","9586","9339","6542","1530"
"27503","14486","1396764","2728157","The Berkshire Bank","New York","NY","10016","9/30/2018","11/14/2018","NM","4 East 39th Street","BERKSHIRE BANCORP INC.","12","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","5/8/1989","5/8/1989","5/16/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.berkbank.com","376200","1495","1122","1285","4935","14615","20257","18664","100834","70948","91221","49201","1620"
