cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"4829","0","746223","2706726","1880 Bank","Cambridge","MD","21613","9/30/2018","11/14/2018","SM","304 High Street","DELMARVA BANCSHARES, INC.","6","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","7/16/2015","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.1880bank.com","252879","1673","7228","18618","22518","15324","26107","25132","5685","36086","54085","33126","3781"
"57899","0","3317192","4526496","1st Advantage Bank","Saint Peters","MO","63376","9/30/2018","11/14/2018","NM","240 Salt Lick Road","BANC INVESTORS, LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","91500","2115","1521","3507","5154","191","0","14652","6047","23083","29297","5612","295"
"22039","0","564856","1128415","1st Bank","Broadus","MT","59317","9/30/2018","11/14/2018","SM","201 North Wilbur Ave","1ST UNITED BANCORPORATION, INC.","1","0","0","2","1","Powder River","","","6/9/1975","6/9/1975","2/23/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.our1stbank.com","24640","128","181","6","0","0","0","19571","3397","840","424","0","92"
"16419","17301","419255","1055780","1st Bank & Trust","Broken Bow","OK","74728","9/30/2018","11/14/2018","SM","710 South Park Drive","SOUTHEASTERN BANCSHARES, INC.","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www/1stbankandtrust.com","91663","4740","14755","459","183","1800","8653","7152","19343","9711","12993","8018","3799"
"4122","0","350657","0","1st Bank in Hominy","Hominy","OK","74035","9/30/2018","11/14/2018","SM","117 North Price","","1","0","0","8","1","Osage","46140","Tulsa, OK","4/12/1906","1/1/1934","12/22/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.1stbankhominy.com","17965","38","221","1610","2121","5","0","5305","3159","1944","2670","760","0"
"30367","5236","148470","0","1st Bank of Sea Isle City","Sea Isle City","NJ","8243","9/30/2018","11/14/2018","SB","4301 Landis Avenue","","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","168659","4","7087","5330","2569","18920","85327","19729","9272","6052","5726","4018","3160"
"57298","0","3048487","3559844","1st Bank Yuma","Yuma","AZ","85364","9/30/2018","11/14/2018","NM","2799 South 4th Avenue","WESTERN ARIZONA BANCORP, INC.","5","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","233842","1096","918","641","747","4862","1905","53617","17770","9539","20448","100290","21960"
"32487","8322","941653","1064791","1st Cameron State Bank","Cameron","MO","64429","9/30/2018","11/14/2018","NM","124 South Walnut","C & M BANCSHARES, INC.","2","0","0","8","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.1stcameron.com","25373","1664","5364","1285","2777","2971","3429","172","739","1763","2894","1800","306"
"58485","0","3594797","0","1st Capital Bank","Salinas","CA","93901","9/30/2018","11/14/2018","NM","150 Main St, # 150, Salinas,","","6","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","5/1/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapital.bank","485601","2137","16177","31696","39939","57256","0","28740","50662","79223","121818","55047","0"
"35456","0","2920773","3118513","1st Colonial Community Bank","Collingswood","NJ","8108","9/30/2018","11/14/2018","NM","1040 Haddon Avenue","1ST COLONIAL BANCORP, INC.","3","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","11/1/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","405286","11090","7690","21353","27494","35481","61966","108550","5728","22474","48028","31635","21744"
"11706","12404","338945","1204083","1st Community Bank","Sherrard","IL","61281","9/30/2018","11/14/2018","NM","407 Third Street","ILLINOIS HOLDING CO.","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","46255","113","1482","3338","5292","0","0","5670","7653","6246","13315","1341","1774"
"27552","10064","1412619","2784920","1st Constitution Bank","Cranbury","NJ","8512","9/30/2018","11/14/2018","NM","2650 Route 130","1ST CONSTITUTION BANCORP","20","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","4/11/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.1stconstitution.com","885900","6264","5410","10362","23890","3726","20956","416698","35884","111921","187151","50808","6070"
"34393","0","2531562","2531553","1st Equity Bank","Skokie","IL","60076","9/30/2018","11/14/2018","NM","3956 West Dempster Street","FIRST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","88302","12192","988","2621","1880","46","0","41330","12007","7367","2477","3362","0"
"57611","0","3203996","3203987","1st Equity Bank Northwest","Buffalo Grove","IL","60089","9/30/2018","11/14/2018","NM","1330 Dundee Road","NORTHWEST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","30641","6836","506","0","476","0","0","16310","3217","1361","1044","891","0"
"31410","6903","535575","0","1st Federal Savings Bank of SC, Inc.","Walterboro","SC","29488","9/30/2018","11/14/2018","SB","300 Robertson Boulevard","","2","0","0","5","0","Colleton","","","1/1/1962","8/9/1963","4/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.1stfederalofsc.com","67973","1369","3416","14344","25897","3121","3970","6079","1781","2423","4342","899","0"
"1673","0","526452","0","1st Financial Bank USA","Dakota Dunes","SD","57049","9/30/2018","11/14/2018","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","513301","24","0","0","22","81","0","495674","1245","4158","5572","1219","0"
"6646","8805","480723","0","1st National Bank","Lebanon","OH","45036","9/30/2018","11/14/2018","N","730 East Main Street","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","137166","15591","3949","1000","3993","5653","19704","24488","2847","6242","16251","12069","24499"
"57633","0","1018927","4347208","1st Security Bank of Washington","Mountlake Terrac","WA","98043","9/30/2018","11/14/2018","SB","6920 220th St Sw, Suite 300","FS BANCORP, INC.","13","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","1/23/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","1015936","3831","2575","44098","51622","82375","58482","350356","15939","34106","67791","251142","51447"
"9087","10250","991340","1199602","1st Source Bank","South Bend","IN","46601","9/30/2018","11/14/2018","SM","100 North Michigan Street","1ST SOURCE CORPORATION","83","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","4836702","15892","10741","12497","25656","192952","103068","1885419","239992","821989","1214358","249258","28852"
"57626","0","3223305","3223293","1st State Bank","Saginaw","MI","48604","9/30/2018","11/14/2018","NM","4800 Fashion Sq Blvd, # 100","1ST STATE FINANCIAL, LTD.","4","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststatebk.com","190349","7626","1341","2460","2113","384","128","79527","5168","36040","47880","4584","0"
"22543","14261","170640","3070152","1st State Bank of Mason City","Mason City","IL","62664","9/30/2018","11/14/2018","NM","123 West Elm Street","FIRSTATE BANCORP, INC.","1","0","0","7","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.1ststatebankmc.com","10354","265","170","585","1527","1598","0","85","2041","1808","1162","862","0"
"8426","10595","526519","1830240","1st Summit Bank","Johnstown","PA","15904","9/30/2018","11/14/2018","NM","125 Donald Lane","1ST SUMMIT BANCORP OF JOHNSTOWN, INC.","16","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.com","525468","12892","310","1330","5651","77575","131696","164799","10133","25364","36980","47261","10004"
"57869","0","3309393","0","1st Trust Bank, Inc.","Hazard","KY","41701","9/30/2018","11/14/2018","NM","24 Commerce Drive","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","10/15/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","202704","1049","2670","3319","6446","22362","7891","19172","24566","27317","45866","14214","26131"
"31249","6607","350572","4498726","1st United Bank","Faribault","MN","55021","9/30/2018","11/14/2018","NM","430 4th St Nw","J & B FINANCIAL HOLDINGS, INC.","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","WWW.1stunited.com","72579","277","833","2761","2395","1390","0","21088","12054","7649","17565","6194","0"
"9751","0","340256","3304343","21st Century Bank","Loretto","MN","55357","9/30/2018","11/14/2018","NM","699 North Medina Street","DOLPHIN FAMILY LIMITED PARTNERSHIP","8","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","362066","1847","2801","8753","26268","103","666","38250","26688","74303","132260","44432","3010"
"91005","0","455253","4754758","5Star Bank","Colorado Springs","CO","80914","9/30/2018","11/14/2018","NM","Peterson Air Force Base, 455","LITTLE LONDON BANCORP","5","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","167839","0","8876","4474","11997","960","0","794","46861","33580","35124","25159","0"
"27831","358","671370","0","A J Smith Federal Savings Bank","Midlothian","IL","60445","9/30/2018","11/14/2018","SA","14757 S Cicero Ave","","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.ajsmithbank.com","96795","601","2772","1564","1727","39947","37687","3818","3532","1110","169","1568","1193"
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","9/30/2018","11/14/2018","NM","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","148274","1035","4169","7275","8950","634","9436","42326","6771","18137","34374","15131","0"
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","9/30/2018","11/14/2018","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","284818","244","6471","31537","40751","4044","108537","2326","15402","25605","42738","600","6187"
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","9/30/2018","11/14/2018","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","40334","89","174","223","629","7500","12361","3982","12301","343","108","2619","0"
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","9/30/2018","11/14/2018","SB","205 South Main St","","2","0","0","5","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","46333","1680","2645","3464","2163","13745","9980","1448","602","940","3208","4400","1888"
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","9/30/2018","11/14/2018","NM","401 East Spruce Street","ABBY BANCORP, INC.","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","392503","2057","6097","17655","15221","13074","13011","29088","25671","80806","138212","42417","5669"
"26549","0","117672","0","Abington Bank","Abington","MA","2351","9/30/2018","11/14/2018","SM","6 Harrison Avenue","","3","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","10/1/2017","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.theabingtonbank.com","241533","5093","11209","19197","9233","30220","49170","24512","7354","20420","17521","30251","15535"
"19600","0","535753","2107707","Academy Bank, National Association","Kansas City","MO","64154","9/30/2018","11/14/2018","N","8551 N Boardwalk Avenue","DICKINSON FINANCIAL CORPORATION II","74","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","5/1/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","1019561","624","5662","6227","9943","45546","76884","344099","61390","83556","165103","208299","2368"
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","9/30/2018","11/14/2018","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","104324","309","620","913","2319","5661","1799","18248","28356","16217","20934","6575","506"
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","9/30/2018","11/14/2018","NM","8712 West Dodge Road","3MV BANCORP, INC.","7","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","WWW.ACCESSBANK.COM","421997","2244","2312","11917","23989","5410","3814","109158","24622","73562","105676","57583","563"
"35189","0","2859903","3109904","Access National Bank","Reston","VA","20191","9/30/2018","11/14/2018","N","1800 Robert Fulton Drive, #","ACCESS NATIONAL CORPORATION","15","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/1/1999","12/1/1999","4/1/2017","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.AccessNationalBank.com","2130870","48467","30421","52348","63539","121653","92296","281946","232910","308684","356415","472208","64521"
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","9/30/2018","11/14/2018","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","5","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.ACCESSBANKTX.COM","273576","6840","9304","12673","13087","723","898","51657","33600","77470","51817","12468","143"
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","9/30/2018","11/14/2018","NM","16 Lincoln Square","ACNB CORPORATION","29","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","7/1/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.acnb.com","1273558","34140","37021","29991","42703","103251","147636","209697","49539","152049","270370","158203","34996"
"18489","12279","463650","5006472","Adams Bank & Trust","Ogallala","NE","69153","9/30/2018","11/14/2018","SM","315 North Spruce Street","ADAGE, LLC","19","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.abtbank.com","712396","7534","14151","23259","53535","4353","376","84800","142573","118359","205381","52961","3106"
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","9/30/2018","11/14/2018","SB","2 Center Street","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.adamscommunity.com","482041","8806","17170","43895","36940","110434","153484","41355","6584","18437","15704","17138","9690"
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","9/30/2018","11/14/2018","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.adamscountybank.net","104476","597","843","1107","2671","1130","237","53567","3021","12552","13695","10575","4114"
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","9/30/2018","11/14/2018","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.adamsstate.com","34520","128","163","682","1921","4645","245","8604","1585","2271","6743","7100","433"
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","9/30/2018","11/14/2018","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","18","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","497650","13634","1408","6705","13579","108885","32545","94802","13476","51478","84629","52761","14993"
"27015","13964","541307","0","Admirals Bank","Boston","MA","2116","9/30/2018","11/14/2018","SA","579 Boylston Street","","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","1/1/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.admiralsbank.com","193513","592","898","1466","526","1845","3885","9263","22771","26644","33268","52250","34764"
"8251","0","94858","1399505","Adrian Bank","Adrian","MO","64720","9/30/2018","11/14/2018","SM","130 East Main Street","ADRIAN BANCSHARES, INC.","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.adrianbank.com","95687","734","1079","1221","2460","1475","7081","9124","19057","11662","15813","9843","15348"
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","9/30/2018","11/14/2018","NM","322 Maine Avenue","ADRIAN BUILDING CORPORATION","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.adrianstatebank.com","39850","124","48","447","744","373","0","16777","4268","5401","7569","4087","0"
"18152","15877","438050","1066928","Advantage Bank","Oklahoma City","OK","73141","9/30/2018","11/14/2018","NM","8001 Ne 23rd Street","SPENCER BANCSHARES, INC.","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","4/26/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.advantagebank.biz","34521","4868","7979","680","363","2312","241","7452","4940","1521","1634","918","903"
"57072","0","2927615","0","Advantage Bank","Loveland","CO","80538","9/30/2018","11/14/2018","NM","1475 North Denver Avenue","","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","6/14/2016","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","http://www.advantagebanks.com","261859","4168","10467","17435","24240","2059","2479","28850","60514","52580","50902","5919","1936"
"10375","14584","189549","3155273","Advantage Community Bank","Dorchester","WI","54425","9/30/2018","11/14/2018","NM","101 W Business County Rd. A","ADVANTAGE COMMUNITY BANCSHARES, INC.","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","7/1/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.advantagecommunity.com","96171","1398","1167","5627","8292","1636","77","22887","6845","21324","22981","3916","1"
"34885","14544","965789","5189450","Affiliated Bank, National Association","Bedford","TX","76021","9/30/2018","11/14/2018","N","500 Harwood Rd.","SBH MANAGER, LLC","4","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","2/28/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.affiliatedbank.com","610046","13180","19354","11826","7792","16064","156408","198794","25101","42054","30583","25171","63501"
"57264","0","3118447","3118456","AFFINITY BANK","Atlanta","GA","30339","9/30/2018","11/14/2018","NM","400 Galleria Pkwy Se, # 900","ABB FINANCIAL GROUP, INC.","1","0","0","4","0","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","12/27/2017","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.myaffinitybank.com","231229","238","0","18","185","194","192","17959","5747","24896","54696","126164","765"
"35267","14939","2909330","0","AIG Federal Savings Bank","Wilmington","DE","19809","9/30/2018","11/14/2018","SA","503 Carr Road, Suite 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","9/30/2018","11/14/2018","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","20","0","0","4","0","Lamb","","","9/19/1925","1/1/1934","4/27/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.aimbankonline.com","977165","29443","13704","41713","26370","51485","4251","292542","123118","172060","144450","73976","3904"
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","9/30/2018","11/14/2018","NM","2170 Highland Avenue","ALAMERICA BANCCORP, INC.","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","16672","707","75","186","515","0","0","6757","1270","2279","2824","1286","0"
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","9/30/2018","11/14/2018","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alamosastatebank.com","134163","1202","1821","3425","5508","6275","1330","30901","3760","8633","21223","24156","25929"
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","9/30/2018","11/14/2018","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.albaybank.com","425855","1423","3773","6321","9173","256","0","106061","26445","97520","164123","8781","0"
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","9/30/2018","11/14/2018","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.aldenbank.com","148107","2809","3878","9287","9667","15919","997","24864","12408","17610","38716","11048","0"
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","9/30/2018","11/14/2018","SM","13216 Broadway","","2","0","0","5","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","WWW.ALDENSTATE.COM","253617","5994","11202","26889","47974","16825","5232","45181","6449","16011","34855","27777","0"
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","9/30/2018","11/14/2018","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","20","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","1752328","4871","12823","31835","59970","185225","165053","532258","28452","191407","321162","201733","12062"
