cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,sc,scus,scust,scage,scmuni,SCDOMO,idscod,sccmmb,scabs,scsfp,scodot,scford,IDSCEQ,sceq,SCEQFV,idahta,scres,scpledge,scmtgbk,idscgtpc,scgty,scodpc,idsccmo,sccol,scodpi,idsccmt,sccmpt,sccmot,scha,scaf,scrdebt,scsnhaa,scsnhaf,trade,idtrrval,trlreval
"2725","0","410917","1070484","The Citizens National Bank of Somerset","Somerset","KY","42501","9/30/2018","11/14/2018","N","44 Public Square","CITIZENS BANCSHARES, INC.","11","0","0","4","1","Pulaski","","","1/1/1919","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.cnbsomerset.com","113128","94101","976","93125","17072","1456","0","0","0","0","1456","499","0","0","0","","","67715","42454","16076","16076","0","23565","23565","0","2813","2813","0","0","113128","113129","9219","8730","0","0",""
"6732","0","386825","2376969","The Citizens National Bank of Woodsfield","Woodsfield","OH","43793","9/30/2018","11/14/2018","N","143 Main Street","CNB BANCORP, INC.","4","0","0","7","0","Monroe","","","12/7/1933","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","https://www.cnbwoodsfield.com","60247","50400","14427","35973","9847","0","0","0","0","0","0","0","0","0","0","","","8907","5714","5714","5714","0","0","0","0","0","0","0","898","59349","60247","0","0","0","0",""
"17672","14421","273550","2961226","The Citizens State Bank","Moundridge","KS","67107","9/30/2018","11/14/2018","NM","201 South Christian Avenue","GOERING MANAGEMENT COMPANY, LLC","13","0","0","2","0","Mcpherson","","","8/1/1904","9/27/1956","7/1/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.thecsb.com","152367","60515","0","60515","72596","18041","0","0","0","0","18041","0","1215","1215","0","","","68486","35054","29822","29822","0","374","374","0","4858","4858","0","4","152363","151151","4474","4438","0","0",""
"14269","14782","572459","2180223","The Citizens State Bank","Marysville","KS","66508","9/30/2018","11/14/2018","NM","800 Broadway","COMMUNITY BANCSHARES OF MARYSVILLE, INC.","4","0","0","2","1","Marshall","","","1/10/1907","4/19/1934","1/1/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.csbmarysville.com","47903","27695","0","27695","17037","3171","0","0","0","0","3171","0","0","0","0","","","32470","19565","10431","10431","0","9134","9134","0","0","0","0","2200","45703","47904","0","0","0","0",""
"419","13606","919755","1067541","The Citizens State Bank","Okemah","OK","74859","9/30/2018","11/14/2018","NM","402 West Broadway","CITIZENS BANKSHARES, INC.","2","0","0","2","1","Okfuskee","","","2/8/1908","1/1/1934","1/1/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.ibankcsb.com","40958","35175","0","35175","5783","0","0","0","0","0","0","0","0","0","0","","","18221","15356","12618","12618","0","2738","2738","0","0","0","0","0","40958","40959","0","0","0","0","0"
"15261","0","937759","1059573","The Citizens State Bank","Hugoton","KS","67951","9/30/2018","11/14/2018","NM","601 S. Main Street","HUGOTON BANCSHARES, INC.","1","0","0","2","0","Stevens","","","4/1/1913","8/22/1935","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.csbks.com","20185","6102","0","6102","14083","0","0","0","0","0","0","0","0","0","0","","","18169","2135","2125","2125","0","10","10","0","0","0","0","10","20175","20185","0","0","0","0",""
"15111","12217","858854","2111562","The Citizens State Bank","Gridley","KS","66852","9/30/2018","11/14/2018","NM","410 Main Street","FLINT HILLS BANCSHARES, INC.","9","0","0","2","0","Coffey","","","1/1/1911","5/1/1935","8/25/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.bankcsb.biz","28169","26938","0","26938","1231","0","0","0","0","0","0","0","0","0","0","","","25643","26135","11926","11926","0","14209","14209","0","0","0","0","1","28168","28168","0","0","0","0",""
"15254","0","442057","5050578","The Citizens State Bank and Trust Company","Council Grove","KS","66846","9/30/2018","11/14/2018","NM","314 Main Street","CENTRAL KANSAS BANCSHARES, INC.","6","0","0","2","1","Morris","","","1/1/1921","8/15/1935","6/15/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","extramilebank.com","1896","1693","0","1693","203","0","0","0","0","0","0","0","0","0","0","","","1896","651","651","651","0","0","0","0","0","0","0","0","1896","1896","0","0","0","0",""
"8632","0","688453","1122057","The Citizens State Bank at Mohall","Mohall","ND","58761","9/30/2018","11/14/2018","NM","102 W Main St","JORGENSON HOLDING COMPANY","3","0","0","2","1","Renville","","","6/1/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.csbmsl.com","13422","8843","0","8843","4557","0","0","0","0","0","0","0","22","22","0","","","12219","0","0","0","0","0","0","0","0","0","0","0","13422","13399","0","0","0","0",""
"9658","0","924254","2146395","The Citizens State Bank of Cheney, Kansas","Cheney","KS","67025","9/30/2018","11/14/2018","NM","306 North Main Street","CITIZENS STATE BANCSHARES, INC.","1","0","0","2","1","Sedgwick","48620","Wichita, KS","1/1/1884","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.csbcheneyks.com","14301","7300","0","7300","7001","0","0","0","0","0","0","0","0","0","0","","","11513","3592","3592","3592","0","0","0","0","0","0","0","0","14301","14301","0","0","0","0",""
"16187","0","659453","1127481","The Citizens State Bank of Finley","Finley","ND","58230","9/30/2018","11/14/2018","NM","300 Central Avenue","CITIZENS BANK HOLDING COMPANY","3","0","0","2","1","Steele","","","7/8/1935","9/8/1944","3/24/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.csbfinley.com","39449","14183","0","14183","25236","0","0","0","0","0","0","0","30","30","0","","","23636","11084","2463","2463","0","6064","6064","0","2557","2557","0","18299","21150","39417","0","0","0","0",""
"8183","0","356752","1129047","The Citizens State Bank of Ontonagon","Ontonagon","MI","49953","9/30/2018","11/14/2018","SM","501 River Street","CITIZENS BANCSHARES, INC.","3","0","0","7","0","Ontonagon","","","12/6/1910","1/1/1934","4/22/2013","Stock","0","0","FED","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","www.csbont.com","19494","18902","0","18902","592","0","0","0","0","0","0","0","0","0","0","","","0","14203","6330","6330","0","7873","7873","0","0","0","0","381","19113","19494","0","0","0","0",""
"1779","0","98351","4933302","The Citizens State Bank of Ouray","Ouray","CO","81427","9/30/2018","11/14/2018","NM","600 Main Street","CSBO HOLDINGS, INC. ESOP","4","0","0","8","0","Ouray","","","8/20/1913","1/1/1934","5/29/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.csbcolorado.com","39130","37883","3892","33991","1247","0","0","0","0","0","0","0","0","0","0","","","15475","0","0","0","0","0","0","0","0","0","0","1247","37883","39129","0","0","0","0",""
"884","0","960533","1245581","The Citizens State Bank of Taylor County","Reynolds","GA","31076","9/30/2018","11/14/2018","NM","36 Martin Luther King Drive","GEORGIA COMMUNITY BANCORP, INCORPORATED","2","0","0","8","1","Taylor","","","9/8/1922","1/1/1934","3/22/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.thecitizensstatebank.net","18429","6765","0","6765","11664","0","0","0","0","0","0","0","0","0","0","","","14886","6477","3438","3438","0","1028","1028","0","2011","923","1088","0","18429","18429","0","0","0","0","0"
"11463","0","385547","0","The Citizens-Farmers Bank of Cole Camp","Cole Camp","MO","65325","9/30/2018","11/14/2018","SM","121 East Main Street","","2","0","0","2","0","Benton","","","3/29/1929","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","www.citizensfarmersbank.com","29740","2500","0","2500","27240","0","0","0","0","0","0","0","0","0","0","","","16617","4","4","4","0","0","0","0","0","0","0","13213","16527","29741","300","298","0","0",""
"4132","12091","294751","4208961","The City National Bank and Trust Company of Lawton, Oklahoma","Lawton","OK","73502","9/30/2018","11/14/2018","N","500-600 D Avenue","JRMB II, INC","41","0","1","4","1","Comanche","30020","Lawton, OK","3/23/1901","1/1/1934","6/17/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.cnb1901.com","60841","12785","0","12785","46700","1356","382","0","974","0","0","0","0","0","0","","","6938","13167","8420","8420","0","3158","2776","382","1589","1589","0","5043","55798","60841","0","0","0","0","0"
"3144","0","799854","2215451","The City National Bank of Colorado City","Colorado City","TX","79512","9/30/2018","11/14/2018","N","228 Elm Street","CITY NATIONAL BANCSHARES, INC.","1","0","0","7","1","Mitchell","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.cnbccity.com","63484","43621","0","43621","8911","10952","0","0","0","0","10952","0","0","0","0","","","20801","43457","43457","43457","0","0","0","0","0","0","0","0","63484","63482","0","0","0","0",""
"3814","13107","298245","1129672","The City National Bank of Metropolis","Metropolis","IL","62960","9/30/2018","11/14/2018","N","423 Ferry Street","CITY NATIONAL BANKCORP, INC.","2","0","0","8","0","Massac","","","7/1/1908","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","https://www.cnb-metropolis.com","196267","97911","0","97911","98356","0","0","0","0","0","0","0","0","0","0","","","67211","72521","40819","40819","0","10755","10755","0","20947","13814","7133","0","196267","196265","0","0","0","0","0"
"5518","0","714165","1110205","The City National Bank of San Saba","San Saba","TX","76877","9/30/2018","11/14/2018","N","209 East Brown Street","CNB NATIONAL FINANCIAL CORPORATION","1","0","0","2","1","San Saba","","","1/1/1883","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.cnbss.com","41684","27010","4877","22133","14674","0","0","0","0","0","0","0","0","0","0","","","8956","7782","7782","7782","0","0","0","0","0","0","0","14674","27010","41682","0","0","0","0",""
"5544","0","596062","1131666","The City National Bank of Sulphur Springs","Sulphur Springs","TX","75482","9/30/2018","11/14/2018","N","201 Connally Street","SULPHUR SPRINGS BANCSHARES, INC.","13","0","0","4","1","Hopkins","","","1/1/1889","1/1/1934","10/1/2016","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.bankatcnb.bank","115714","79622","11166","68456","36092","0","0","0","0","0","0","0","0","0","0","","","2068","65919","36672","36672","0","29247","29247","0","0","0","0","285","115429","115713","0","0","0","0",""
"5548","9965","181963","1109825","The City National Bank of Taylor","Taylor","TX","76574","9/30/2018","11/14/2018","N","116 West Third Street","CNB FINANCIAL CORPORATION, INC.","1","0","0","5","1","Williamson","12420","Austin-Round Rock, TX","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.cnbt.com","57912","39834","9403","30431","18078","0","0","0","0","0","0","0","0","0","0","","","6784","29525","15576","15576","0","10543","10543","0","3406","3406","0","0","57912","57912","0","0","0","0",""
"17607","0","738657","1023145","The City State Bank","Fort Scott","KS","66701","9/30/2018","11/14/2018","NM","1012 Highway 69","CITY BANCSHARES, INC.","2","0","0","2","1","Bourbon","","","8/1/1920","5/24/1956","7/16/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","https://www.citysb.com","7938","959","0","959","6979","0","0","0","0","0","0","0","0","0","0","","","1112","0","0","0","0","0","0","0","0","0","0","5237","2701","7939","0","0","0","0","0"
"15826","0","452739","2662596","The Claxton Bank","Claxton","GA","30417","9/30/2018","11/14/2018","NM","121 West Main Street","SOUTHERN BANKSHARES, INC.","3","0","0","4","1","Evans","","","2/24/1941","6/13/1941","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.theclaxtonbank.com","30074","19928","0","19928","6939","3207","1276","0","0","0","1931","0","0","0","0","","","16271","19373","11129","11129","0","6341","5065","1276","1903","1903","0","1831","28243","30074","0","0","0","0",""
"10845","0","623548","2576415","The Clay City Banking Co.","Clay City","IL","62824","9/30/2018","11/14/2018","NM","331 South Main Street","CLAY CITY BANK SHARES, INC","4","0","0","2","0","Clay","","","7/5/1892","1/1/1934","1/9/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.claycitybanking.bank","11784","5884","349","5535","5900","0","0","0","0","0","0","0","0","0","0","","","6904","5050","1332","1332","0","3718","3718","0","0","0","0","0","11784","11784","0","0","0","0",""
"12201","16145","12142","1913684","The Cleveland State Bank","Cleveland","MS","38732","9/30/2018","11/14/2018","NM","110 Commerce Avenue","CLEVELAND STATE BANCORP, INC.","5","0","0","4","0","Bolivar","","","2/8/1908","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","www.clevelandstatebank.com","70254","41906","0","41906","28348","0","0","0","0","0","0","0","0","0","0","","","16288","29381","28537","28537","0","844","844","0","0","0","0","310","69944","70254","1000","966","0","0",""
"4439","13625","773443","1234491","The Clinton National Bank","Clinton","IA","52732","9/30/2018","11/14/2018","N","235 Sixth Avenue, South","W. J. YOUNG & CO.","9","0","0","2","1","Clinton","","","5/1/1865","1/1/1934","2/23/2007","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.clintonnational.com","152970","129527","55830","73697","23443","0","0","0","0","0","0","0","0","0","0","","","69756","8847","8824","8824","0","23","23","0","0","0","0","0","152970","152970","0","0","0","0","0"
"1141","0","285151","0","The Colorado Bank and Trust Company of La Junta","La Junta","CO","81050","9/30/2018","11/14/2018","SM","301 Colorado Avenue","","2","0","0","4","0","Otero","","","1/1/1907","1/1/1934","12/31/2008","Stock","0","1","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","wwww.colobank.com","35305","35305","1943","33362","0","0","0","0","0","0","0","0","0","0","0","","","22587","0","0","0","0","0","0","0","0","0","0","0","35305","35305","0","0","0","0","0"
"27244","9634","1189993","1117129","The Columbia Bank","Columbia","MD","21046","9/30/2018","11/14/2018","NM","7185 Columbia Gateway Drive","FULTON FINANCIAL CORPORATION","32","0","0","4","0","Howard","12580","Baltimore-Columbia-Towson, MD","5/12/1988","5/12/1988","6/18/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","0","http://www.thecolumbiabank.com","293540","247039","0","247039","37651","8850","0","0","3110","0","5740","0","0","0","0","","","145564","242780","190571","190571","0","52209","52209","0","0","0","0","138072","155468","293541","0","0","11567","0","11567"
"3145","0","949556","2973238","The Comanche National Bank","Comanche","TX","76442","9/30/2018","11/14/2018","N","100 East Central Street","COMANCHE NATIONAL CORPORATION","8","0","0","2","0","Comanche","","","1/1/1889","1/1/1934","2/29/2008","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.comanchenational.com","150334","132533","0","132533","17801","0","0","0","0","0","0","0","0","0","0","","","110032","132533","106364","106364","0","26169","26169","0","0","0","0","353","149981","150333","0","0","0","0",""
"58279","0","3433047","4721620","The Commerce Bank","Evansville","IN","47715","9/30/2018","11/14/2018","NM","320 Eagle Crest Drive","FIRST LIGHT BANCORP","4","0","0","4","0","Vanderburgh","21780","Evansville, IN-KY","5/30/2006","5/30/2006","1/29/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","www.bankwithcommerce.com","10266","10266","0","10266","0","0","0","0","0","0","0","0","0","0","0","","","10266","10266","955","955","0","4796","4796","0","4515","591","3924","0","10266","10266","0","0","0","0",""
"9139","13066","189129","1967865","The Commercial and Savings Bank of Millersburg, Ohio","Millersburg","OH","44654","9/30/2018","11/14/2018","SM","91 N Clay St","CSB BANCORP, INC.","15","0","0","4","0","Holmes","","","1/1/1879","1/1/1934","10/15/2011","Stock","0","1","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.csb1.com","110767","74505","994","73511","25923","10339","0","0","1069","0","9270","0","0","0","0","","","87047","55987","9548","9548","0","44376","44376","0","2063","1931","132","21260","89507","110765","7849","7399","0","0",""
"19595","0","491653","1104624","The Commercial Bank","Mason","TX","76856","9/30/2018","11/14/2018","NM","100 Moody Street","COMMERCIAL COMPANY, INC.","1","0","0","2","0","Mason","","","4/4/1966","5/26/1966","6/17/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.tcbmason.com","17306","3092","473","2619","13954","260","0","0","0","0","260","0","0","0","0","","","8066","0","0","0","0","0","0","0","0","0","0","140","17166","17305","0","0","0","0",""
"14642","0","349129","1248742","The Commercial Bank","Honea Path","SC","29654","9/30/2018","11/14/2018","NM","4 Church Street","COMMERCIAL BANK SHARES, INC.","6","0","0","7","1","Anderson","24860","Greenville-Anderson-Mauldin, SC","5/14/1934","8/7/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.thecommercialbanksc.com","65817","51553","4871","46682","13018","1246","0","0","0","0","1246","0","0","0","0","","","8585","33250","17920","17920","0","5827","5827","0","9503","9503","0","186","65631","65816","997","953","0","0",""
"9356","11466","700430","1086739","The Commercial Bank","De Kalb","MS","39328","9/30/2018","11/14/2018","NM","175 Hopper Avenue","COMMERCIAL CAPITAL CORPORATION","5","0","0","4","0","Kemper","","","12/1/1914","1/1/1934","12/31/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.commercialbankms.com","43083","24639","0","24639","16257","2187","65","0","0","1622","500","0","0","0","0","","","20092","15191","5730","5730","0","2884","2819","65","6577","6577","0","0","43083","42709","0","0","0","0","0"
"175","0","469737","1417418","The Commercial Bank","Crawford","GA","30630","9/30/2018","11/14/2018","NM","102 N. Church Street","TCB BANCSHARES, INC.","3","0","0","4","1","Oglethorpe","12020","Athens-Clarke County, GA","9/5/1924","1/1/1934","5/1/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://thecommercialbank.net","17555","9182","0","9182","8373","0","0","0","0","0","0","0","0","0","0","","","4687","7469","7452","7452","0","17","17","0","0","0","0","0","17555","17555","0","0","0","0","0"
"10137","9476","812614","1071810","The Commercial Bank of Grayson","Grayson","KY","41143","9/30/2018","11/14/2018","NM","208 East Main Street","COMMERCIAL GRAYSON BANCSHARES INC.","3","0","0","8","0","Carter","","","1/1/1891","1/1/1934","5/3/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","cbgrayson.com","80116","43120","13535","29585","23247","13749","0","0","0","0","13749","0","0","0","0","","","16705","12837","4173","4173","0","5037","5037","0","3627","1438","2189","14909","65207","80115","0","0","0","0","0"
"17975","0","522034","2581718","The Commercial Bank Of Ozark","Ozark","AL","36360","9/30/2018","11/14/2018","NM","208 South Merrick Avenue","COMMERCIAL BANCSHARES OF OZARK, INC.","2","0","0","8","1","Dale","","","4/2/1959","4/2/1959","3/20/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.cbozark.com.","30009","8082","0","8082","11885","10042","10042","0","0","0","0","0","0","0","0","","","13494","11206","11007","965","10042","199","199","0","0","0","0","0","30009","30009","0","0","0","0",""
"3110","0","42354","1103207","The Commercial National Bank of Brady","Brady","TX","76825","9/30/2018","11/14/2018","N","105 East Second Street","COMMERCIAL NATIONAL CORPORATION","2","0","0","8","1","Mcculloch","","","3/11/1907","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://cnbbrady.com","63715","50036","0","50036","13679","0","0","0","0","0","0","0","0","0","0","","","36038","40181","40181","40181","0","0","0","0","0","0","0","0","63715","63714","0","0","0","0",""
"34666","52580","2621940","2621913","The Community Bank","Liberal","KS","67901","9/30/2018","11/14/2018","NM","2320 North Kansas Avenue","LIGHT BANCSHARES CORPORATION","2","0","0","4","0","Seward","","","4/6/1998","4/6/1998","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.communitybankliberal.com","28721","9161","0","9161","19560","0","0","0","0","0","0","0","0","0","0","","","18364","1048","976","976","0","72","72","0","0","0","0","0","28721","28721","0","0","0","0",""
"5981","13010","729011","1249682","The Community Bank","Zanesville","OH","43701","9/30/2018","11/14/2018","NM","113 North Fifth Street","COMMUNITYBANC, INC.","10","0","0","4","0","Muskingum","","","7/28/1902","1/1/1934","7/31/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.thecombank.com","59332","40854","99","40755","18478","0","0","0","0","0","0","0","0","0","0","","","57905","16322","16322","16322","0","0","0","0","0","0","0","15846","43486","59331","9000","8671","0","0",""
"58517","0","3479018","3554988","The Community Bank","Bridgeport","TX","76426","9/30/2018","11/14/2018","NM","507 U S Hwy 380","COMMUNITY BANCSHARES, INC.","1","0","0","4","0","Wise","19100","Dallas-Fort Worth-Arlington, TX","6/6/2007","6/6/2007","8/16/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.onlinewithtcb.com","8627","5194","0","5194","3433","0","0","0","0","0","0","0","0","0","0","","","0","4250","2433","2433","0","1797","1797","0","20","20","0","0","8627","8628","0","0","0","0",""
"20279","13947","706254","1060243","The Community State Bank","Poteau","OK","74953","9/30/2018","11/14/2018","SM","1409 North Broadway","FIRST POTEAU CORPORATION","6","0","0","2","1","Le Flore","22900","Fort Smith, AR-OK","10/19/1970","10/19/1970","6/17/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.thecommunitysb.com","35068","11164","0","11164","23904","0","0","0","0","0","0","0","0","0","0","","","5760","11164","8537","8537","0","1294","1294","0","1333","1333","0","0","35068","35068","0","0","0","0","0"
"12591","0","72258","1059975","The Converse County Bank","Douglas","WY","82633","9/30/2018","11/14/2018","NM","332 Walnut Street","CONVERSE COUNTY CAPITAL CORPORATION","1","0","0","5","1","Converse","","","1/1/1918","1/1/1934","3/2/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","www.conversecountybank.com","315147","281137","0","281137","34010","0","0","0","0","0","0","0","0","0","0","","","129808","279141","138882","138882","0","140259","140259","0","0","0","0","0","315147","315147","0","0","0","0",""
"2102","0","631422","1134108","The Conway National Bank","Conway","SC","29526","9/30/2018","11/14/2018","N","1400 Third Avenue","CNB CORPORATION","16","0","0","9","0","Horry","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","1/1/1914","1/1/1934","6/1/2010","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.conwaynationalbank.com","575371","543528","0","543528","31843","0","0","0","0","0","0","0","0","0","0","","","184697","10077","10077","10077","0","0","0","0","0","0","0","199039","376332","575371","0","0","0","0","0"
"26922","8441","714978","0","The Cooperative Bank","Roslindale","MA","2131","9/30/2018","11/14/2018","SB","40 Belgrade Avenue","","3","0","0","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1898","3/18/1987","6/9/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.thecooperativebank.com","44562","28639","0","28639","15923","0","0","0","0","0","0","0","0","0","0","","","6958","16599","6180","6180","0","8715","8715","0","1704","0","1704","0","44562","44563","0","0","0","0",""
"9374","0","107459","0","The Corder Bank","Corder","MO","64021","9/30/2018","11/14/2018","NM","227 North Lafayette Street","","1","0","0","2","0","Lafayette","28140","Kansas City, MO-KS","9/10/1891","1/1/1934","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.corderbank.com","1617","1179","979","200","438","0","0","0","0","0","0","0","0","0","0","","","646","0","0","0","0","0","0","0","0","0","0","0","1617","1617","0","0","0","0",""
"12980","15996","560214","0","The Corn City State Bank","Deshler","OH","43516","9/30/2018","11/14/2018","SM","120 West Main Street","","1","0","0","5","1","Henry","","","10/11/1911","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.corncitystatebank.com","32961","16536","748","15788","16363","62","0","0","0","0","62","0","0","0","0","","","14263","15788","15788","15788","0","0","0","0","0","0","0","32961","0","32961","0","0","0","0",""
"9388","0","312356","0","The Corner Stone Bank","South West City","MO","64863","9/30/2018","11/14/2018","NM","117 North Main","","5","0","0","8","1","Mcdonald","22220","Fayetteville-Springdale-Rogers, AR-MO","1/1/1898","1/1/1934","1/30/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","0","1","www.thecornerstonebank.net","17206","3455","0","3455","13751","0","0","0","0","0","0","0","0","0","0","","","8465","1486","1486","1486","0","0","0","0","0","0","0","0","17206","17206","0","0","0","0",""
"2281","12831","846619","1130931","The Cortland Savings and Banking Company","Cortland","OH","44410","9/30/2018","11/14/2018","SM","194 West Main Street","CORTLAND BANCORP","13","0","0","4","0","Trumbull","49660","Youngstown-Warren-Boardman, OH-PA","1/1/1892","1/1/1934","12/31/2014","Stock","0","1","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.cortlandbank.com","137845","86893","0","86893","50952","0","0","0","0","0","0","0","0","0","0","","","68938","70276","55526","55526","0","12254","12254","0","2496","2496","0","0","137845","137845","0","0","0","0",""
"28063","827","835079","0","The Covington Savings and Loan Association","Covington","OH","45318","9/30/2018","11/14/2018","SA","117 North High Street","","3","0","0","5","0","Miami","19380","Dayton, OH","1/1/1886","10/8/1936","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.covingtonsavingsandloan.com","14812","14147","1996","12151","665","0","0","0","0","0","0","0","0","0","0","","","5000","8159","8159","8159","0","0","0","0","0","0","0","9460","5352","14812","1000","1000","0","0",""
