cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,eintexp,edepdom,edepfor,efrepp,ettlotmg,IDEOTHINT,esubnd
"8531","13335","926959","1104530","Bank of Coushatta","Coushatta","LA","71019","9/30/2018","11/14/2018","NM","1525 Ringgold Avenue","COUSHATTA BANCSHARES, INC.","1","0","0","7","1","Red River","","","8/1/1897","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.bankofcoushatta.com","958","831","","127","","0",""
"1937","9611","765354","0","Bank of Crocker","Waynesville","MO","65583","9/30/2018","11/14/2018","NM","200 Ichord Ave","","4","0","0","4","1","Pulaski","","","7/5/1911","1/1/1934","4/7/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","http://www.bankofcrocker.com","504","504","","0","0","","0"
"1468","10545","324854","1135374","Bank of Crockett","Bells","TN","38006","9/30/2018","11/14/2018","SM","104 Main Street","SECURITY BANCORP OF TENNESSEE, INC.","5","0","0","2","0","Crockett","27180","Jackson, TN","4/22/1887","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.bankofcrockett.com","534","528","","6","","0",""
"4075","53088","271752","0","Bank of Cushing","Cushing","OK","74023","9/30/2018","11/14/2018","SM","224 East Broadway","","2","0","0","4","0","Payne","","","1/1/1897","1/1/1934","8/2/2011","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.bankofcushing.net","195","189","","6","","0",""
"17543","0","441630","1082898","Bank of Dade","Trenton","GA","30752","9/30/2018","11/14/2018","NM","12634 North Main Street","TRI-STATES BANKSHARES, INC.","3","0","0","8","1","Dade","16860","Chattanooga, TN-GA","1/12/1956","1/12/1956","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.bankofdade.com","152","151","","1","","0",""
"876","0","193537","1085536","Bank of Dawson","Dawson","GA","39842","9/30/2018","11/14/2018","NM","209 Main Street","DAWSON BANCSHARES, INC.","1","0","0","2","1","Terrell","10500","Albany, GA","7/1/1911","1/1/1934","9/14/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.bankofdawson.com","482","482","","0","","0",""
"2477","14441","588245","1416738","Bank of Deerfield","Deerfield","WI","53531","9/30/2018","11/14/2018","NM","15 South Main Street","DEERFIELD FINANCIAL CORPORATION","2","0","0","4","1","Dane","31540","Madison, WI","1/1/1887","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.bankofdeerfield.com","823","823","","0","","0",""
"99","0","455945","0","Bank of Delight","Delight","AR","71940","9/30/2018","11/14/2018","NM","503 E Antioch Street","","4","0","0","2","1","Pike","","","6/16/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.bankofdelight.com","877","745","","0","","132",""
"17569","0","823553","0","Bank of Denton","Denton","KS","66017","9/30/2018","11/14/2018","NM","510 Main Street","","1","0","0","2","0","Doniphan","41140","St. Joseph, MO-KS","10/1/1894","3/8/1956","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.bankofdenton.com","77","74","","3","","0",""
"26542","0","638355","2127022","Bank of DeSoto, National Association","De Soto","TX","75115","9/30/2018","11/14/2018","N","2011 North Hampton Road","D BANCORP, INC.","1","0","0","4","1","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/27/1986","1/27/1986","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.bankdesoto.com","809","809","","0","","0",""
"17327","11810","638131","1085899","Bank of Dickson","Dickson","TN","37055","9/30/2018","11/14/2018","NM","466 Highway 46","DICKSON FINANCIAL CORPORATION","4","0","0","5","0","Dickson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","5/26/1954","5/26/1954","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.bankofdickson.com","595","582","","10","","3",""
"14912","0","920359","2467942","Bank of Dixon County","Ponca","NE","68770","9/30/2018","11/14/2018","NM","117 East Third Street","KINGSBURY BDC FINANCIAL SERVICES, INC.","3","0","0","2","0","Dixon","43580","Sioux City, IA-NE-SD","1/1/1881","12/10/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","http://www.bankofdc.com","435","435","","0","","0",""
"19515","0","545154","2332143","Bank of Doniphan","Doniphan","NE","68832","9/30/2018","11/14/2018","NM","118-120 W. Plum Street","DONIPHAN BANCSHARES, INC.","3","0","0","2","0","Hall","24260","Grand Island, NE","11/17/1965","11/17/1965","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.bankofdoniphan.com","235","144","","67","","24",""
"9068","13957","546535","2631435","Bank of Dudley","Dudley","GA","31022","9/30/2018","11/14/2018","NM","1448 Second Street","HOGAN INVESTMENTS I, INC.","5","0","0","4","0","Laurens","","","11/1/1905","1/1/1934","4/16/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.bankofdudley.com","384","383","","1","","0",""
"15813","14771","1015832","2037569","Bank of Early","Blakely","GA","39823","9/30/2018","11/14/2018","NM","12347 Columbia Street","ONE SOUTH FINANCIAL, INC.","3","0","0","2","1","Early","","","1/9/1939","4/28/1941","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.bankofearly.com","580","542","","2","","36",""
"16243","0","14865","2615154","Bank of Eastern Oregon","Heppner","OR","97836","9/30/2018","11/14/2018","NM","279 N Main Street","BEO BANCORP","14","0","1","2","0","Morrow","","","3/3/1945","3/3/1945","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","www.beobank.com","605","596","","7","","2",""
"877","14607","204237","2453936","Bank of Eastman","Eastman","GA","31023","9/30/2018","11/14/2018","NM","130 Oak Street","MAGNOLIA BANKSHARES, INC.","4","0","0","4","1","Dodge","","","1/2/1919","1/1/1934","2/4/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","WWW.BANKOFEASTMAN.COM","566","438","","0","","128",""
"26554","12613","956376","0","Bank of Easton","North Easton","MA","2356","9/30/2018","11/14/2018","SM","275 Washington Street","","2","0","0","5","0","Bristol","39300","Providence-Warwick, RI-MA","1/1/1889","2/4/1986","9/4/2013","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.bankofeaston.com","602","489","","0","","113",""
"296","10546","903240","2155397","Bank of Edmonson County","Brownsville","KY","42210","9/30/2018","11/14/2018","NM","109 N Main Street","EDMONSON BANCSHARES, INC","3","0","0","8","1","Edmonson","14540","Bowling Green, KY","1/1/1925","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","http://www.bankofedmonson.com","1142","1035","","14","","93",""
"16154","16154","485054","2510183","Bank of Elgin","Elgin","NE","68636","9/30/2018","11/14/2018","SM","101 North 2nd Street","ANTELOPE BANCSHARES, INC.","1","0","0","2","1","Antelope","","","8/27/1935","5/11/1944","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","www.bankofelgin.com","155","97","","5","","53",""
"13303","12297","244149","2795083","Bank of England","England","AR","72046","9/30/2018","11/14/2018","NM","123 South Main Street","MHBC INVESTMENTS LIMITED PARTNERSHIP I LLLP","148","0","1","5","0","Lonoke","30780","Little Rock-North Little Rock-Conway, AR","8/8/1898","1/1/1934","12/29/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.bankofengland-ar.com","2115","1812","","14","","289",""
"8532","0","399731","4125152","Bank of Erath","Erath","LA","70533","9/30/2018","11/14/2018","NM","105 West Edwards","BANK OF ERATH HOLDING COMPANY","3","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.bankoferath.com","235","235","","0","0","","0"
"19351","10118","550354","1051193","Bank of Estes Park","Estes Park","CO","80517","9/30/2018","11/14/2018","NM","255 Park Lane","FIRST NATIONAL FINANCIAL CORPORATION","3","0","0","4","1","Larimer","22660","Fort Collins, CO","1/18/1965","1/18/1965","6/27/2012","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","www.bankofestespark.com","63","63","","0","0","","0"
"4094","0","343051","1064184","Bank of Eufaula","Eufaula","OK","74432","9/30/2018","11/14/2018","SM","102 North Main","S N B BANCSHARES, INC.","2","0","0","7","0","Mcintosh","","","3/7/1911","1/1/1934","7/21/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","WWW.BANKOFEUFAULA.COM","151","151","","0","","0",""
"49","0","560438","0","Bank of Evergreen","Evergreen","AL","36401","9/30/2018","11/14/2018","NM","146 West Front Street","","1","0","0","8","0","Conecuh","","","9/1/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://www.thebankofevergreen.com","241","241","","0","","0",""
"11732","0","976534","1491717","Bank of Farmington","Farmington","IL","61531","9/30/2018","11/14/2018","NM","16 North Main Street","FARMINGTON BANCORP, INC.","4","0","0","2","0","Fulton","","","1/1/1903","1/1/1934","4/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.bankoffarmington.com","867","855","","1","","11",""
"58630","0","3620539","5110641","Bank of Feather River","Yuba City","CA","95991","9/30/2018","11/14/2018","NM","855 Harter Parkway, # 100","FEATHER RIVER BANCORP, INC.","2","0","0","2","0","Sutter","49700","Yuba City, CA","11/6/2007","11/6/2007","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","https://bofr.bank","588","484","","0","","104",""
"1484","0","166531","1136447","Bank of Frankewing","Frankewing","TN","38459","9/30/2018","11/14/2018","NM","2324 Highway 64 East","FRANKEWING BANCSHARES, INC.","3","0","0","4","0","Giles","","","12/13/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","http://www.bankoffrankewing.com","1452","1409","","0","","43",""
"10594","0","68831","3674215","Bank of Franklin","Meadville","MS","39653","9/30/2018","11/14/2018","NM","9 Main Street","FRANKLIN BANCSHARES, INC.","5","0","0","4","0","Franklin","","","1/12/1912","1/1/1934","11/8/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.bankoffranklin.com","397","394","","0","3","","0"
"35543","0","2913702","2913711","Bank of Franklin County","Washington","MO","63090","9/30/2018","11/14/2018","NM","900 East Eighth Street","FRANKLIN BANCORP, INC.","5","0","0","4","0","Franklin","41180","St. Louis, MO-IL","8/28/2000","8/28/2000","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankoffranklincounty.com","1069","956","","12","101","","0"
"8693","12552","167453","1127249","Bank of Galesville","Galesville","WI","54630","9/30/2018","11/14/2018","NM","16893 South Main Street","GALE BANK HOLDING COMPANY, INC.","3","0","0","2","1","Trempealeau","","","1/1/1883","1/1/1934","9/30/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.bluffviewbank.com","271","201","","6","","64",""
"5775","13001","590949","2749433","Bank of Geneva","Geneva","IN","46740","9/30/2018","11/14/2018","SM","215 East Line Street","LIMBERLOST BANCSHARES, INC.","6","0","0","2","1","Adams","","","10/12/1892","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.bankofgeneva.com","1513","994","","8","511","","0"
"58626","0","3636446","5170805","Bank of George","Las Vegas","NV","89148","9/30/2018","11/14/2018","NM","9115 West Russell Road","GBANK FINANCIAL HOLDINGS INC.","2","0","0","4","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","9/24/2007","9/24/2007","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","1","http://www.bankofgeorge.com","501","501","","0","","0",""
"22838","0","932633","1204618","Bank of Gibson City","Gibson City","IL","60936","9/30/2018","11/14/2018","NM","804 South Sangamon Avenue","LONGVIEW CAPITAL CORPORATION","1","0","0","2","0","Ford","16580","Champaign-Urbana, IL","4/9/1979","4/9/1979","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.bankofgc.com","285","208","","77","","0",""
"2379","15442","141958","1098808","Bank of Gleason","Gleason","TN","38229","9/30/2018","11/14/2018","NM","203 Main Street","BANCSHARES OF GLEASON, INC.","2","0","0","7","0","Weakley","","","1/1/1901","1/1/1934","6/12/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.bankofgleason.com","425","425","","0","","0",""
"16527","0","993353","3556656","Bank of Glen Ullin","Glen Ullin","ND","58631","9/30/2018","11/14/2018","NM","106 South Avenue West","TRINITY INVESTMENTS, INC.","1","0","0","2","1","Morton","13900","Bismarck, ND","1/2/1947","1/2/1947","3/31/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.bankofglenullin.com","252","213","","0","","39",""
"57915","17987","3286999","4446521","Bank of Grand Lake","Grove","OK","74344","9/30/2018","11/14/2018","NM","201 East 18th Street","TOWNSEND HOLDING COMPANY","2","0","0","4","1","Delaware","","","6/9/2005","6/9/2005","10/31/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.bankofgrandlake.com","1208","1074","","0","","134",""
"9392","0","1351","0","Bank of Grandin","Grandin","MO","63943","9/30/2018","11/14/2018","NM","403 5th Street","","5","0","0","4","1","Carter","","","1/13/1913","1/1/1934","9/9/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankofgrandin.net","1141","1123","","18","","0",""
"5636","0","400945","5070192","Bank of Gravett","Gravette","AR","72736","9/30/2018","11/14/2018","NM","211 Main St Se","LEGACY BANCSHARES, INC.","4","0","0","8","0","Benton","22220","Fayetteville-Springdale-Rogers, AR-MO","3/1/1898","1/1/1934","5/6/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.bankofgravett.com","198","198","","0","","0",""
"17995","0","857259","1472006","Bank of Greeley","Greeley","KS","66033","9/30/2018","11/14/2018","NM","118 W Brown St","GREELEY BANCSHARES, INC.","1","0","0","2","1","Anderson","","","1/1/1888","5/4/1959","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","106","106","","0","","0",""
"15113","13511","465524","1250679","Bank of Greeleyville","Greeleyville","SC","29056","9/30/2018","11/14/2018","NM","73 Main Street","SOUTHEASTERN BANCORP, INC.","2","0","0","4","1","Williamsburg","","","4/25/1935","4/25/1935","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.bog1.com","225","225","","0","","0",""
"20884","14461","711472","4272869","Bank of Guam","Hagatna","GU","96910","9/30/2018","11/14/2018","NM","111 Chalan Santo Papa","BANKGUAM HOLDING COMPANY","1","0","1","4","0","Guam","","","12/11/1972","12/11/1972","2/23/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","West","22","0","https://www.bankofguam.com","1606","1217","379","3","7","","0"
"8144","0","603232","1084801","Bank of Gueydan","Gueydan","LA","70542","9/30/2018","11/14/2018","SM","111 Main Street","GUEYDAN BANCSHARES, INC.","1","0","0","2","0","Vermilion","29180","Lafayette, LA","5/14/1927","1/1/1934","1/1/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://bankofgueydan.com/","120","120","","0","0","","0"
"10315","10625","145059","1135374","Bank of Halls","Halls","TN","38040","9/30/2018","11/14/2018","SM","101 Main Street","SECURITY BANCORP OF TENNESSEE, INC.","2","0","0","2","0","Lauderdale","","","10/13/1899","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.bankofhalls.com","342","330","","6","","6",""
"9127","0","854351","1966215","Bank of Hamilton","Hamilton","ND","58238","9/30/2018","11/14/2018","NM","1 Wall Street","WALL STREET HOLDING COMPANY","1","0","0","2","0","Pembina","","","1/8/1886","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","bankofhamilton.com","12","12","","0","","0",""
"10057","0","37","0","Bank of Hancock County","Sparta","GA","31087","9/30/2018","11/14/2018","NM","12855 Broad Street","","1","0","0","7","0","Hancock","","","9/1/1904","1/1/1934","8/31/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.bankofhancock.com","221","221","","0","","0",""
"13962","0","7456","1063301","Bank of Hartington","Hartington","NE","68739","9/30/2018","11/14/2018","SM","229 North Broadway","CEDAR BANCORP","2","0","0","2","1","Cedar","","","1/1/1917","2/28/1934","5/30/2008","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","www.bankofhartington.com","353","333","","2","","18",""
"18053","12557","795968","1025309","Bank of Hawaii","Honolulu","HI","96813","9/30/2018","11/14/2018","SM","111 South King Street","BANK OF HAWAII CORPORATION","64","0","1","5","0","Honolulu","46520","Urban Honolulu, HI","1/1/1897","7/10/1959","8/20/2010","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","5","0","www.boh.com","44775","26793","1178","14016","2788","","0"
"17769","53483","746755","1052293","Bank of Hays","Hays","KS","67601","9/30/2018","11/14/2018","NM","1000 West 27th Street","HANSTON INSURANCE AGENCY, INC.","4","0","0","2","0","Ellis","","","8/21/1907","6/12/1957","12/31/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.bankofhays.com","952","745","","12","195","","0"
"17813","0","856458","0","Bank of Hazelton","Hazelton","ND","58544","9/30/2018","11/14/2018","NM","363 Main St","","1","0","0","2","1","Emmons","","","8/22/1903","12/1/1957","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.bankofhazelton.net","137","137","","0","","0",""
"149","0","628039","3140961","Bank of Hazlehurst","Hazlehurst","GA","31539","9/30/2018","11/14/2018","NM","22 South Tallahassee Street","HAZLEHURST INVESTORS, INC.","2","0","0","2","1","Jeff Davis","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","https://www.bankofhazlehurst.com","220","220","","0","","0",""
"16276","13932","659341","1098581","Bank of Hillsboro, National Association","Hillsboro","IL","62049","9/30/2018","11/14/2018","N","230 South Main Street","COUNTRY BANCORP, INC.","12","0","0","2","0","Montgomery","","","7/2/1945","7/2/1945","9/18/2018","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.national-bank.com","1128","1113","","0","","15",""
"289","0","763211","3923306","Bank of Hindman","Hindman","KY","41822","9/30/2018","11/14/2018","NM","1362 Hindman Bypass","COMMUNITY EXCHANGE BANCSHARES INC.","3","0","0","4","0","Knott","","","1/1/1903","1/1/1934","5/12/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.bankofhindman.com","1152","1007","","121","","24",""
"1464","0","941804","2960359","Bank of Holland","Holland","NY","14080","9/30/2018","11/14/2018","NM","12 South Main Street","HOLLAND BANCORP, INC.","3","0","0","8","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/21/1893","1/1/1934","12/15/2015","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.bankofhollandny.com","305","297","","0","","8",""
"26610","0","671464","2961879","Bank of Hope","Los Angeles","CA","90010","9/30/2018","11/14/2018","NM","3200 Wilshire Blvd Suite 140","HOPE BANCORP, INC.","66","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","3/18/1986","3/18/1986","1/1/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","0","http://www.bankofhope.com","103941","92481","","7","11453","","0"
"3178","0","583754","5193420","Bank of Houston, National Association","Houston","TX","77027","9/30/2018","11/14/2018","N","4400 Post Oak Pkwy Suite 228","BOH HOLDINGS, INC.","2","0","0","7","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","1/31/1892","1/1/1934","4/30/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.bohbank.com","33","33","","0","","0",""
"10674","11619","291059","1057168","Bank of Hydro","Hydro","OK","73048","9/30/2018","11/14/2018","NM","146 West Main Street","HYDRO BANCSHARES, INC.","3","0","0","4","1","Caddo","","","10/1/1903","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.bankofhydro.com","580","522","","17","","41",""
"8584","0","790150","1118760","Bank of Iberia","Iberia","MO","65486","9/30/2018","11/14/2018","SM","841 E. Hwy 42","MILCO BANCORPORATION, INC.","2","0","0","8","0","Miller","","","10/1/1899","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.bankofiberia.com","207","207","","0","","0",""
"26403","9739","300960","2561671","Bank of Idaho","Idaho Falls","ID","83402","9/30/2018","11/14/2018","NM","399 North Capital Avenue","BANK OF IDAHO HOLDING CO.","8","0","0","4","1","Bonneville","26820","Idaho Falls, ID","9/25/1985","9/25/1985","7/29/2015","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","www.bankofidaho.com","177","177","","0","","0",""
"33648","0","727709","0","Bank of India","New York","NY","10017","9/30/2018","11/14/2018","OI","277 Park Ave","","1","0","0","9","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","9/7/1906","12/2/1980","11/1/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","","","","","","",""
"23826","0","898458","1895397","Bank of Jackson Hole","Jackson","WY","83002","9/30/2018","11/14/2018","SM","990 West Broadway","BANCSHARES OF JACKSON HOLE, INCORPORATED","10","0","0","4","0","Teton","","","6/1/1982","6/1/1982","3/16/2018","Stock","0","1","FED","DIF","San Francisco","DALLAS","Billings","Kansas City","Western","West","0","1","www.bojh.com","1581","1581","","0","","0",""
"8118","15597","567240","1399804","Bank of Jamestown","Jamestown","KY","42629","9/30/2018","11/14/2018","NM","400 Monument Square","JAMESTOWN BANCORP INC","3","0","0","4","0","Russell","","","7/17/1899","1/1/1934","6/2/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","www.bankofjamestown.com","1212","815","","283","","114",""
"11750","0","487142","3210369","Bank of Kampsville","Kampsville","IL","62053","9/30/2018","11/14/2018","NM","Broadway And North Street","KAMPSVILLE BANCSHARES INC","4","0","0","2","0","Calhoun","41180","St. Louis, MO-IL","12/1/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.thebankofkampsville.com","372","372","","0","","0",""
"9775","12029","780049","3097850","Bank of Kilmichael","Kilmichael","MS","39747","9/30/2018","11/14/2018","NM","120 North Depot Avenue","KILMICHAEL BANCORP, INC.","4","0","0","4","1","Montgomery","","","9/16/1904","1/1/1934","9/13/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","www.bankofkilmichael.com","740","719","","8","","13",""
"1635","0","796451","2352280","Bank of Kirksville","Kirksville","MO","63501","9/30/2018","11/14/2018","NM","214 South Franklin Street","ROCKHOLD BANCORP","8","0","0","2","1","Adair","","","1/1/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.bankofkirksville.com","2215","2085","","130","","0",""
"1874","12723","246657","1051317","Bank of Labor","Kansas City","KS","66101","9/30/2018","11/14/2018","NM","756 Minnesota Avenue","INTERNATIONAL BROTHERHOOD OF BOILERMAKERS, IRON SHIP BUILDERS, BLACKSMITHS, FORGERS AND HELPERS","7","0","0","4","0","Wyandotte","28140","Kansas City, MO-KS","9/2/1924","1/1/1934","10/14/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.bankoflabor.com","1726","1361","","205","160","","0"
"8695","14218","477349","0","Bank of Lake Mills","Lake Mills","WI","53551","9/30/2018","11/14/2018","NM","136 East Madison Street","","2","0","0","4","1","Jefferson","","","1/1/1893","1/2/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.bankoflakemills.com","905","732","","9","164","","0"
"15547","11215","476445","1137033","Bank of Lake Village","Lake Village","AR","71653","9/30/2018","11/14/2018","SM","101 Main Street","SOUTHEAST ARKANSAS BANK CORPORATION","2","0","0","2","0","Chicot","","","1/1/1934","1/1/1934","6/22/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.bankoflakevillage.com","174","151","","10","","13",""
"4130","0","85454","1067251","Bank of Laverne","Laverne","OK","73848","9/30/2018","11/14/2018","NM","111 E. Jane Jayroe Blvd.","LAVERNE BANCSHARES, INC.","1","0","0","2","0","Harper","","","1/1/1922","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.bankoflaverne.com","193","193","","0","","0",""
