cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"2286","0","870913","0","Buckeye State Bank","Powell","OH","43065","9/30/2018","11/14/2018","NM","9494 Wedgewood Boulevard","","2","0","0","8","0","Delaware","18140","Columbus, OH","1/1/1885","1/1/1934","8/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.JOINBSB.COM","2316","685","1631","295","321","0","24","","297","2981","1556","111","1314","-1324","0","-275","-1049","0","-1049","0","-1049","160","0","40","-1049"
"12121","0","316934","1492992","Buckley State Bank","Buckley","IL","60918","9/30/2018","11/14/2018","NM","102 S Railroad Ave","BUCKLEY BANCORP, INC.","1","0","0","2","0","Iroquois","","","11/19/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.buckleystatebank.com","1025","80","945","0","177","0","25","","152","614","337","63","214","508","0","55","453","0","453","0","453","0","97","0","453"
"10844","14125","621441","1399578","Buena Vista National Bank","Chester","IL","62233","9/30/2018","11/14/2018","N","1309 Swanwick Street","BUENA VISTA BANCORP, INC.","8","0","0","8","0","Randolph","","","1/1/1905","1/1/1934","12/1/2012","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.bvnb.com","6188","475","5713","90","1444","0","534","","910","4854","2632","648","1574","2213","16","479","1750","0","1750","0","1750","84","0","0","1737.36"
"29696","3903","108072","3835100","Buffalo Federal Bank","Buffalo","WY","82834","9/30/2018","11/14/2018","SM","106 Fort Street","CRAZY WOMAN CREEK BANCORP, INC.","3","0","0","4","0","Johnson","","","5/1/1936","6/19/1936","6/2/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","www.buffalofed.com","3876","446","3430","-3","922","0","125","","797","3529","1973","313","1243","826","0","332","494","0","494","0","494","5","23","0","494"
"11578","0","933621","0","Burke & Herbert Bank & Trust Company","Alexandria","VA","22314","9/30/2018","11/14/2018","NM","100 South Fairfax Street","","25","0","0","4","0","Alexandria City","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","1/1/1852","1/1/1934","4/16/2010","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.burkeandherbertbank.com","83409","10853","72556","936","11700","2249","4273","0","5178","56298","35197","7568","13533","27022","39","2718","24343","0","24343","0","24343","80","11001","-6267","24307.9"
"27556","15540","1404883","4352444","Burling Bank","Chicago","IL","60604","9/30/2018","11/14/2018","NM","141 West Jackson Boulevard","BURLING BANCORP, INC.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/7/1989","8/7/1989","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.burlingbank.com","4289","303","3986","129","369","0","173","","196","2865","1604","471","790","1361","0","0","1361","0","1361","0","1361","-2","507","0","1361"
"13669","0","304155","2896092","Burton State Bank","Burton","TX","77835","9/30/2018","11/14/2018","NM","515 N Main Street","BURTON BANCSHARES, INC.","1","0","0","7","1","Washington","","","1/1/1906","1/1/1934","10/17/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.burtonbank.com","1314","254","1060","0","68","0","47","","21","605","339","89","177","523","0","0","523","0","523","0","523","0","195","0","523"
"16450","10287","416245","1203602","Busey Bank","Champaign","IL","61820","9/30/2018","11/14/2018","NM","100 West University Avenue","FIRST BUSEY CORPORATION","70","0","1","4","0","Champaign","16580","Champaign-Urbana, IL","7/8/1946","7/8/1946","3/16/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","0","www.busey.com","211619","25262","186357","4024","47967","3295","11491","0","33181","125277","62300","16006","46971","105023","0","27901","77122","0","77122","0","77122","4863","0","0","77122"
"58545","0","3606971","0","Business Bank of Texas, N.A.","Austin","TX","78758","9/30/2018","11/14/2018","N","1910 W Braker Lane, Ste 100","","1","0","0","4","0","Travis","12420","Austin-Round Rock, TX","8/6/2007","8/6/2007","8/6/2007","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.businessbankoftexas.com","3395","446","2949","604","158","0","28","","130","2194","1025","204","965","309","0","-255","564","0","564","0","564","869","259","11","564"
"58228","0","3408728","3488850","Business First Bank","Baton Rouge","LA","70801","9/30/2018","11/14/2018","NM","500 Laurel Street","BUSINESS FIRST BANCSHARES, INC.","18","0","1","4","0","East Baton Rouge","12940","Baton Rouge, LA","2/1/2006","2/1/2006","1/1/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","0","www.b1bank.com","54584","9373","45211","1451","5385","0","1922","0","3463","33456","19440","3495","10521","15689","0","2939","12750","0","12750","0","12750","-57","0","0","12750"
"16110","15723","1004256","1055687","Butte State Bank","Butte","NE","68722","9/30/2018","11/14/2018","SM","510 Thayer Street","BUTTE STATE COMPANY","2","0","0","2","1","Boyd","","","1/1/1944","1/3/1944","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","http://www.buttebank.com","1207","236","971","0","159","0","52","","107","894","428","81","385","236","-3","9","224","0","224","0","224","-9","275","0","226.88"
"20624","0","129732","1204627","Byline Bank","Chicago","IL","60601","9/30/2018","11/14/2018","NM","180 N Lasalle Street","BYLINE BANCORP, INC.","63","0","1","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/1/1972","3/1/1972","5/31/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","https://www.bylinebank.com","144056","16746","127310","14913","37203","866","4898","923","30516","113186","58320","13880","40986","36414","4","9057","27361","0","27361","0","27361","8195","2100","1131","27357.84"
"902","13272","325534","1203107","Byron Bank","Byron","IL","61010","9/30/2018","11/14/2018","NM","200 North Walnut","BYRON BANCSHARES, INC.","5","0","0","4","1","Ogle","","","7/1/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.byronbank.com","6828","1388","5440","240","2181","0","170","","2011","4814","2812","632","1370","2567","78","38","2607","0","2607","0","2607","173","1905","0","2529.78"
"34328","0","2506328","0","Cache Bank and Trust","Greeley","CO","80634","9/30/2018","11/14/2018","NM","4601 West 20th Street","","3","0","0","4","0","Weld","24540","Greeley, CO","10/11/1996","10/11/1996","10/31/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.cachebankandtrust.com","3359","308","3051","10","284","0","33","","251","2859","1803","353","703","466","8","149","325","0","325","0","325","-23","0","-1036","318.68"
"22134","10858","995076","2324997","Cache Valley Bank","Logan","UT","84321","9/30/2018","11/14/2018","NM","101 North Main Street","CACHE VALLEY BANKING COMPANY","16","0","0","4","0","Cache","30860","Logan, UT-ID","10/2/1975","10/2/1975","5/18/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","http://www.cachevalleybank.com","50863","4382","46481","2158","5472","0","531","0","4941","22474","14081","2689","5704","27321","0","6840","20481","0","20481","0","20481","-141","2157","0","20481"
"4999","10349","4262534","4882802","Cadence Bank, N.A.","Birmingham","AL","35203","9/30/2018","11/14/2018","N","2100 Third Avenue North","CADENCE BANCORPORATION","73","0","1","4","0","Jefferson","13820","Birmingham-Hoover, AL","5/1/1887","1/1/1934","12/14/2012","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","0","www.cadencebank.com","368809","71048","297761","4278","67133","13578","11853","2589","39113","175125","108388","21766","44971","185491","-1879","35185","148427","0","148427","0","148427","5703","42700","0","149948.99"
"11785","9983","925354","1108985","Caldwell Bank & Trust Company","Columbia","LA","71418","9/30/2018","11/14/2018","NM","202 Main Street","CALDWELL HOLDING COMPANY","3","0","0","2","1","Caldwell","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","http://www.caldwellbankandtrust.com","6262","1169","5093","475","1064","0","559","","505","4750","2497","357","1896","932","0","0","932","0","932","0","932","672","225","0","932"
"9024","12454","498625","1357046","Calhoun County Bank, Inc.","Grantsville","WV","26147","9/30/2018","11/14/2018","NM","362 Main Street","CALHOUN BANKSHARES, INC.","4","0","0","5","0","Calhoun","","","1/1/1900","1/1/1934","5/29/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.calhounbanks.com","4634","360","4274","95","655","0","259","","396","3439","1778","373","1288","1395","0","334","1061","0","1061","0","1061","31","247","0","1061"
"58583","0","3614958","5116344","California Bank of Commerce","Lafayette","CA","94549","9/30/2018","11/14/2018","NM","3595 Mt Diablo Blvd, 2nd Fl","CALIFORNIA BANCORP","3","0","0","4","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","7/17/2007","7/17/2007","12/5/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","http://www.californiabankofcommerce.com","29905","3299","26606","845","2854","0","767","","2087","18560","11521","2145","4894","10055","0","2708","7347","0","7347","0","7347","-55","0","13547","7347"
"58037","0","3390337","0","California Business Bank","Irvine","CA","92602","9/30/2018","11/14/2018","NM","3200 El Camino Real, # 220","","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","11/1/2005","11/1/2005","12/12/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.californiabusinessbank.com","2968","650","2318","0","263","0","175","","88","3797","1955","235","1607","-1216","0","1","-1217","0","-1217","0","-1217","15","0","2626","-1217"
"35331","0","2907439","2907381","California First National Bank","Irvine","CA","92614","9/30/2018","11/14/2018","N","28 Executive Park","CALIFORNIA FIRST NATIONAL BANCORP","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","5/23/2001","5/23/2001","11/4/2015","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","www.calfirst.com","11560","1723","9837","-3000","2975","0","1","0","2974","5737","3402","368","1967","10075","-753","2677","6645","0","6645","0","6645","13","0","0","7239.87"
"57974","0","3394380","0","California International Bank, N.A.","Rosemead","CA","91770","9/30/2018","11/14/2018","N","8632 E Valley Blvd, # A","","2","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","11/30/2005","11/30/2005","9/21/2017","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","http://calibankna.com","1835","259","1576","0","19","0","9","","10","3375","1562","449","1364","-1780","0","1","-1781","0","-1781","0","-1781","-10","0","1","-1781"
"23242","0","50461","0","California Pacific Bank","San Francisco","CA","94104","9/30/2018","11/14/2018","NM","100 Montgomery St, # 2250","","2","0","0","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","10/16/1980","10/16/1980","8/10/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.calpacificbank.com","2981","84","2897","200","774","0","190","0","584","1591","693","226","672","1880","0","559","1321","0","1321","0","1321","0","0","-716","1321"
"58291","0","3545258","4907219","CalPrivate Bank","La Jolla","CA","92037","9/30/2018","11/14/2018","NM","9404 Genesee Ave, Suite 100","PRIVATE BANCORP OF AMERICA, INC.","5","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","12/18/2006","12/18/2006","3/21/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.calprivate.bank","23289","2484","20805","868","1791","0","190","0","1601","16808","11034","1681","4093","4920","0","1404","3516","0","3516","0","3516","0","0","440","3516"
"58670","0","3686982","4767981","Calumet Bank","Lagrange","GA","30241","9/30/2018","11/14/2018","NM","101 Calumet Center Road","LBC BANCSHARES, INC.","2","0","0","4","0","Troup","","","1/23/2008","1/23/2008","7/10/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.calumetbank.com","6484","1019","5465","53","576","0","205","","371","3709","2226","341","1142","2279","3","505","1777","0","1777","0","1777","84","0","1425","1774.63"
"5874","0","39327","2391300","Calvin B. Taylor Banking Company of Berlin, Maryland","Berlin","MD","21811","9/30/2018","11/14/2018","NM","24 North Main Street","CALVIN B. TAYLOR BANKSHARES, INC.","11","0","1","4","0","Worcester","41540","Salisbury, MD-DE","1/1/1890","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","WWW.TAYLORBANK.COM","13580","266","13314","25","1810","0","496","","1314","8171","4582","1036","2553","6928","387","1755","5560","0","5560","0","5560","60","1054","0","5254.27"
"35069","0","2854494","3188860","Calwest Bank","Rancho Santa Mar","CA","92688","9/30/2018","11/14/2018","SM","22342 Avenida Empresa","CALWEST BANCORP","5","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","10/21/1999","10/21/1999","3/31/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.calwestbancorp.com","5692","603","5089","-129","618","0","408","","210","4559","3021","513","1025","1277","113","20","1370","0","1370","0","1370","-85","0","61","1258.13"
"17870","14455","758703","2687795","Cambridge Savings Bank","Cambridge","MA","2138","9/30/2018","11/14/2018","SB","1374 Massachusetts Avenue","CAMBRIDGE FINANCIAL GROUP, INC.","17","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/2/1834","7/2/1958","1/7/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.cambridgesavings.com","107922","20341","87581","2475","6611","0","1487","0","5124","58819","35400","6225","17194","32898","1446","7395","26949","0","26949","0","26949","796","0","0","25806.66"
"10987","0","338851","0","Cambridge State Bank","Cambridge","MN","55008","9/30/2018","11/14/2018","NM","127 South Main","","4","0","0","4","1","Isanti","33460","Minneapolis-St. Paul-Bloomington, MN-WI","2/19/1914","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.cambridgestatebank.com","2004","107","1897","372","-188","0","19","0","-207","1527","922","113","492","-190","0","0","-190","0","-190","0","-190","546","300","0","-190"
"8152","0","736206","1115013","Cambridge Trust Company","Cambridge","MA","2138","9/30/2018","11/14/2018","NM","1336 Massachusetts Avenue","CAMBRIDGE BANCORP","14","0","1","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","1/1/1934","4/1/2015","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","WWW.CAMBRIDGETRUST.COM","50751","3492","47259","787","24868","19044","2262","0","3562","47145","31043","6134","9968","24195","2","5622","18575","0","18575","0","18575","1","6547","1949","18573.42"
"10471","0","302133","1206649","Camp Grove State Bank","Camp Grove","IL","61424","9/30/2018","11/14/2018","SM","26 Main Street","CAMP GROVE BANCORP, INC.","1","0","0","2","1","Marshall","37900","Peoria, IL","1/1/1902","1/1/1934","1/1/2013","Stock","0","0","FED","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","435","74","361","0","60","0","0","0","60","455","308","15","132","-34","0","0","-34","0","-34","0","-34","96","2","0","-34"
"16161","15594","293651","0","Campbell County Bank, Inc.","Herreid","SD","57632","9/30/2018","11/14/2018","NM","110 North Main St.","","2","0","0","2","1","Campbell","","","6/13/1944","6/13/1944","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.campbellcountybank.com","3687","533","3154","50","420","0","59","","361","1725","1239","180","306","1799","0","73","1726","0","1726","0","1726","0","1275","0","1726"
"10840","0","424437","0","Campus State Bank","Campus","IL","60920","9/30/2018","11/14/2018","NM","206 Center St","","1","0","0","2","0","Livingston","","","1/1/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.campustatebank.com","601","38","563","0","100","0","11","0","89","495","378","12","105","168","0","12","156","0","156","0","156","0","30","0","156"
"26450","5824","379470","0","Canton Co-operative Bank","Canton","MA","2021","9/30/2018","11/14/2018","SM","671 Washington Street","","1","0","0","5","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1891","12/5/1985","5/18/2011","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.cantoncoopbank.com","2982","238","2744","0","181","0","32","","149","2378","1439","146","793","547","0","145","402","0","402","0","402","0","0","0","402"
"15285","0","481140","1095021","Canton State Bank","Canton","MO","63435","9/30/2018","11/14/2018","NM","100 South 4th Street","CANTON BANCSHARES, INC.","1","0","0","2","0","Lewis","","","9/27/1935","10/1/1935","8/12/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.cantonstatebank.com","923","132","791","18","49","0","30","","19","735","418","74","243","87","-1","0","86","0","86","0","86","-3","0","0","87"
"35547","0","2919423","4842329","Canyon Community Bank, National Association","Tucson","AZ","85704","9/30/2018","11/14/2018","N","7981 North Oracle Road","CCBS HOLDING LLC","3","0","0","4","0","Pima","46060","Tucson, AZ","10/10/2000","10/10/2000","3/2/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.canyoncommunity.com","1732","117","1615","0","174","0","33","","141","2402","1228","280","894","-613","-2","0","-615","0","-615","0","-615","-1","0","0","-613"
"90203","0","627108","0","Cape Ann Savings Bank","Gloucester","MA","1930","9/30/2018","11/14/2018","SB","109 Main Street","","4","0","0","8","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","4/15/1846","10/22/1985","2/1/2017","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","capeannsavingsbank.com","15151","2925","12226","229","2349","1906","49","0","394","9576","5062","1214","3300","4770","4242","2305","6707","0","6707","0","6707","13","0","0","3355.82"
"26517","1456","119779","3444801","Cape Cod Co-operative Bank","Yarmouth Port","MA","2675","9/30/2018","11/14/2018","SB","121 Main Street","COASTAL AFFILIATES, MHC","12","0","0","4","0","Barnstable","12700","Barnstable Town, MA","1/1/1921","1/22/1986","3/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.mycapecodbank.com","26129","3999","22130","0","2900","0","333","0","2567","19906","10945","2353","6608","5124","1202","1515","4811","0","4811","0","4811","-220","0","0","3861.42"
"19195","14472","80936","1081378","Capital Bank","Fort Oglethorpe","GA","30742","9/30/2018","11/14/2018","NM","625 Battlefield Parkway","CATOOSA BANCSHARES, INC.","3","0","0","4","1","Catoosa","16860","Chattanooga, TN-GA","8/7/1964","8/7/1964","10/23/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.capitalbank-ga.com","4074","156","3918","0","963","0","483","0","480","3430","1916","404","1110","1451","0","0","1451","0","1451","0","1451","56","1156","0","1451"
"19401","0","596156","3072660","Capital Bank","Jacinto City","TX","77029","9/30/2018","11/14/2018","NM","10304 East Freeway","JANE AUSTIN CHAPMAN LIMITED PARTNERSHIP, L.P.","8","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","4/10/1965","4/10/1965","1/1/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.capitalbanktx.com","15161","1656","13505","333","1347","0","818","0","529","9776","6579","1165","2032","4743","0","1001","3742","0","3742","0","3742","10","785","0","3742"
"35164","15674","2921659","0","Capital Bank and Trust Company","Irvine","CA","92618","9/30/2018","11/14/2018","SA","6455 Irvine Center Drive","","2","0","1","5","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","7/1/2000","7/1/2000","3/2/2018","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","www.americanfunds.com","4527","0","4527","0","184310","145048","0","","39262","142711","57028","8570","77113","46126","-412","13238","32476","0","32476","0","32476","0","0","0","32801.48"
"58464","0","3595262","0","Capital Bank of New Jersey","Vineland","NJ","8360","9/30/2018","11/14/2018","NM","175 South Main Road","","4","0","0","4","0","Cumberland","47220","Vineland-Bridgeton, NJ","4/23/2007","4/23/2007","4/3/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.cbnj.bank/","14181","1482","12699","-420","1274","0","135","","1139","7776","4716","693","2367","6617","-9","1363","5245","0","5245","0","5245","-618","1011","167","5252.11"
"57495","0","3134399","0","Capital Bank of Texas","Carrizo Springs","TX","78834","9/30/2018","11/14/2018","NM","2105 North First Street","","3","0","0","7","0","Dimmit","","","5/9/2003","5/9/2003","1/16/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.capitalbankoftexas.com","1576","84","1492","0","411","0","249","","162","1359","587","244","528","544","0","114","430","0","430","0","430","0","151","0","430"
"35278","0","2808602","2808590","Capital Bank, National Association","Rockville","MD","20850","9/30/2018","11/14/2018","N","One Church Street","CAPITAL BANCORP, INC.","6","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/14/1999","12/14/1999","10/8/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.capitalbankmd.com","50500","7112","43388","1640","12637","0","357","0","12280","40854","19023","2924","18907","13531","-2","3820","9709","0","9709","0","9709","781","2750","0","9710.58"
"9622","13205","876634","1085509","Capital City Bank","Tallahassee","FL","32301","9/30/2018","11/14/2018","SM","217 North Monroe Street","CAPITAL CITY BANK GROUP, INC.","65","0","1","4","0","Leon","45220","Tallahassee, FL","6/13/1907","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","www.ccbg.com","73025","3184","69841","2464","37178","3903","14921","0","18354","82850","44906","13682","24262","21705","0","1938","19767","0","19767","0","19767","1552","11250","0","19767"
"33823","13865","2068107","2641621","Capital Community Bank","Provo","UT","84604","9/30/2018","11/14/2018","NM","3280 N. University Avenue","CAPITAL COMMUNITY BANCORPORATION, INC.","6","0","0","4","0","Utah","39340","Provo-Orem, UT","7/29/1993","7/29/1993","6/29/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","http://www.ccbankutah.com","10844","2743","8101","-155","666","0","155","","511","7542","3603","1066","2873","1380","0","314","1066","0","1066","0","1066","754","0","0","1066"
"33954","0","2253891","2277860","Capital One Bank (USA), National Association","Glen Allen","VA","23060","9/30/2018","11/14/2018","N","4851 Cox Road","CAPITAL ONE FINANCIAL CORPORATION","1","2","0","3","0","Henrico","40060","Richmond, VA","11/22/1994","11/22/1994","9/26/2017","Stock","0","0","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","0","0","www.capitalone.com","11567863","2005778","9562085","3324708","2531922","0","0","0","2531922","5459720","143846","133288","5182586","3309579","-79937","732496","2497146","0","2496975","171","2497146","3391494","1100000","0","2560296.23"
"4297","11780","112837","2277860","Capital One, National Association","Mclean","VA","22102","9/30/2018","11/14/2018","N","1680 Capital One Drive","CAPITAL ONE FINANCIAL CORPORATION","549","1","1","9","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/22/1933","1/1/1934","11/1/2012","Stock","0","1","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","0","0","www.capitalone.com","9635128","1875031","7760097","907813","4716994","12593","256123","26149","4422129","8308064","4268366","865323","3174375","3261214","-108688","673043","2479483","-6849","2472609","25","2472634","1111397","1000002","0","2565346.52"
"34074","14016","2339599","2339610","Capitol Bank","Madison","WI","53717","9/30/2018","11/14/2018","NM","710 North High Point Road","CAPITOL BANKSHARES, INC.","13","0","0","4","0","Dane","31540","Madison, WI","10/9/1995","10/9/1995","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.capitolbank.com","10901","1567","9334","0","999","0","266","0","733","5663","3772","330","1561","4670","-18","1029","3623","0","3623","0","3623","-630","1060","0","3637.22"
"27981","670","968070","0","Capitol Federal Savings Bank","Topeka","KS","66603","9/30/2018","11/14/2018","SA","700 S Kansas Ave","","58","0","1","5","0","Shawnee","45820","Topeka, KS","1/1/1893","9/16/1938","8/31/2018","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.capfed.com","242160","93312","148848","0","15819","85","3776","0","11958","72671","34927","11947","25797","91996","0","24284","67712","0","67712","0","67712","-93","113976","1684","67712"
"24199","0","285544","0","Capitol National Bank","Lansing","MI","48933","9/30/2018","11/14/2018","N","200 Washington Square North","","2","0","0","4","0","Ingham","29620","Lansing-East Lansing, MI","11/22/1982","11/22/1982","7/23/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","http://www.capitolnational.com","3748","84","3664","0","289","0","209","0","80","3255","1771","403","1081","698","0","94","604","0","604","0","604","-42","0","0","604"
"9998","12053","18836","1131750","Capon Valley Bank","Wardensville","WV","26851","9/30/2018","11/14/2018","NM","2 W. Main Street","HIGHLANDS BANKSHARES, INC.","5","0","1","6","0","Hardy","","","7/1/1918","1/1/1934","10/19/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.caponvalleybank.com","5451","586","4865","109","718","0","358","","360","4376","2344","495","1537","1098","0","194","904","0","904","0","904","54","463","0","904"
"58823","0","3715444","4933272","CapStar Bank","Nashville","TN","37203","9/30/2018","11/14/2018","SM","1201 Demonbreun St Suite 700","CAPSTAR FINANCIAL HOLDINGS, INC.","5","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","7/14/2008","7/14/2008","9/30/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.capstarbank.com","44881","10905","33976","1328","9070","0","1357","132","7581","28857","18733","2075","8049","12861","2","1885","10978","0","10978","0","10978","-169","500","520","10976.3"
