cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"4829","0","746223","2706726","1880 Bank","Cambridge","MD","21613","9/30/2018","11/14/2018","SM","304 High Street","DELMARVA BANCSHARES, INC.","6","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","7/16/2015","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.1880bank.com","9950","676","9274","122","1342","0","535","","807","6919","3082","847","2990","3575","0","871","2704","0","2704","0","2704","94","0","0","2704"
"57899","0","3317192","4526496","1st Advantage Bank","Saint Peters","MO","63376","9/30/2018","11/14/2018","NM","240 Salt Lick Road","BANC INVESTORS, LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","3297","736","2561","90","142","0","34","0","108","2256","1301","208","747","357","0","0","357","0","357","0","357","-93","0","0","357"
"22039","0","564856","1128415","1st Bank","Broadus","MT","59317","9/30/2018","11/14/2018","SM","201 North Wilbur Ave","1ST UNITED BANCORPORATION, INC.","1","0","0","2","1","Powder River","","","6/9/1975","6/9/1975","2/23/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.our1stbank.com","1420","81","1339","0","134","0","53","","81","798","496","95","207","675","0","0","675","0","675","0","675","-365","256","0","675"
"16419","17301","419255","1055780","1st Bank & Trust","Broken Bow","OK","74728","9/30/2018","11/14/2018","SM","710 South Park Drive","SOUTHEASTERN BANCSHARES, INC.","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www/1stbankandtrust.com","5040","417","4623","91","1038","0","481","","557","2610","1344","512","754","2960","13","0","2973","0","2973","0","2973","30","1400","0","2960"
"4122","0","350657","0","1st Bank in Hominy","Hominy","OK","74035","9/30/2018","11/14/2018","SM","117 North Price","","1","0","0","8","1","Osage","46140","Tulsa, OK","4/12/1906","1/1/1934","12/22/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.1stbankhominy.com","1152","128","1024","45","187","0","131","","56","952","507","94","351","214","0","0","214","0","214","0","214","134","56","0","214"
"30367","5236","148470","0","1st Bank of Sea Isle City","Sea Isle City","NJ","8243","9/30/2018","11/14/2018","SB","4301 Landis Avenue","","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","6757","351","6406","97","325","0","150","","175","5587","2964","469","2154","1047","0","207","840","0","840","0","840","-6","0","0","840"
"57298","0","3048487","3559844","1st Bank Yuma","Yuma","AZ","85364","9/30/2018","11/14/2018","NM","2799 South 4th Avenue","WESTERN ARIZONA BANCORP, INC.","5","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","11104","241","10863","305","2047","0","766","","1281","8644","4753","964","2927","3961","39","740","3260","0","3260","0","3260","151","2170","0","3228.41"
"32487","8322","941653","1064791","1st Cameron State Bank","Cameron","MO","64429","9/30/2018","11/14/2018","NM","124 South Walnut","C & M BANCSHARES, INC.","2","0","0","8","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.1stcameron.com","1336","99","1237","0","74","0","74","","0","1147","565","175","407","164","0","35","129","0","129","0","129","0","0","0","129"
"58485","0","3594797","0","1st Capital Bank","Salinas","CA","93901","9/30/2018","11/14/2018","NM","150 Main St, # 150, Salinas,","","6","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","5/1/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapital.bank","17168","566","16602","20","1449","0","221","","1228","11857","7546","1263","3048","6174","0","1683","4491","0","4491","0","4491","-37","0","598","4491"
"35456","0","2920773","3118513","1st Colonial Community Bank","Collingswood","NJ","8108","9/30/2018","11/14/2018","NM","1040 Haddon Avenue","1ST COLONIAL BANCORP, INC.","3","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","11/1/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","16715","2864","13851","1088","2206","0","96","","2110","10006","5659","701","3646","4963","0","1235","3728","0","3728","0","3728","427","0","0","3728"
"11706","12404","338945","1204083","1st Community Bank","Sherrard","IL","61281","9/30/2018","11/14/2018","NM","407 Third Street","ILLINOIS HOLDING CO.","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","1768","267","1501","9","55","0","47","","8","1320","800","186","334","227","-13","3","211","0","211","0","211","0","125","0","223.87"
"27552","10064","1412619","2784920","1st Constitution Bank","Cranbury","NJ","8512","9/30/2018","11/14/2018","NM","2650 Route 130","1ST CONSTITUTION BANCORP","20","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","4/11/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.1stconstitution.com","37719","5118","32601","675","6070","0","663","0","5407","25790","14657","3446","7687","12206","12","3082","9136","0","9136","0","9136","423","2012","759","9126.52"
"34393","0","2531562","2531553","1st Equity Bank","Skokie","IL","60076","9/30/2018","11/14/2018","NM","3956 West Dempster Street","FIRST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","3158","624","2534","61","112","0","52","","60","1578","892","134","552","1007","0","13","994","0","994","0","994","-1","900","0","994"
"57611","0","3203996","3203987","1st Equity Bank Northwest","Buffalo Grove","IL","60089","9/30/2018","11/14/2018","NM","1330 Dundee Road","NORTHWEST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","1392","347","1045","10","111","0","2","","109","828","396","159","273","318","0","5","313","0","313","0","313","0","440","0","313"
"31410","6903","535575","0","1st Federal Savings Bank of SC, Inc.","Walterboro","SC","29488","9/30/2018","11/14/2018","SB","300 Robertson Boulevard","","2","0","0","5","0","Colleton","","","1/1/1962","8/9/1963","4/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.1stfederalofsc.com","2670","147","2523","-225","675","0","348","","327","3242","1976","243","1023","181","15","-588","784","0","784","0","784","-82","0","0","769"
"1673","0","526452","0","1st Financial Bank USA","Dakota Dunes","SD","57049","9/30/2018","11/14/2018","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","93660","10904","82756","14243","14113","0","25","0","14088","72836","26277","8164","38395","9790","0","2904","6886","0","6886","0","6886","17805","0","0","6886"
"6646","8805","480723","0","1st National Bank","Lebanon","OH","45036","9/30/2018","11/14/2018","N","730 East Main Street","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","4746","876","3870","105","2701","0","486","0","2215","6031","3588","780","1663","435","0","0","435","0","435","0","435","38","287","26","435"
"57633","0","1018927","4347208","1st Security Bank of Washington","Mountlake Terrac","WA","98043","9/30/2018","11/14/2018","SB","6920 220th St Sw, Suite 300","FS BANCORP, INC.","13","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","1/23/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","41389","5781","35608","1250","14400","0","700","0","13700","32801","21758","3081","7962","15957","113","2952","13118","0","13118","0","13118","-39","957","0","13025.34"
"9087","10250","991340","1199602","1st Source Bank","South Bend","IN","46601","9/30/2018","11/14/2018","SM","100 North Michigan Street","1ST SOURCE CORPORATION","83","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","188799","27093","161706","14760","73564","16097","7676","0","49791","139285","69199","13047","57039","81225","-345","17186","63694","0","63694","0","63694","11343","33528","0","63966.55"
"57626","0","3223305","3223293","1st State Bank","Saginaw","MI","48604","9/30/2018","11/14/2018","NM","4800 Fashion Sq Blvd, # 100","1ST STATE FINANCIAL, LTD.","4","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststatebk.com","8259","646","7613","210","974","0","141","","833","5775","3455","539","1781","2602","0","550","2052","0","2052","0","2052","562","110","87","2052"
"22543","14261","170640","3070152","1st State Bank of Mason City","Mason City","IL","62664","9/30/2018","11/14/2018","NM","123 West Elm Street","FIRSTATE BANCORP, INC.","1","0","0","7","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.1ststatebankmc.com","664","72","592","15","72","0","51","","21","408","180","50","178","241","3","0","244","0","244","0","244","0","187","0","241"
"8426","10595","526519","1830240","1st Summit Bank","Johnstown","PA","15904","9/30/2018","11/14/2018","NM","125 Donald Lane","1ST SUMMIT BANCORP OF JOHNSTOWN, INC.","16","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.com","28385","7077","21308","210","3867","541","1451","0","1875","15291","8951","2217","4123","9674","149","1216","8607","0","8607","0","8607","194","2900","0","8475.88"
"57869","0","3309393","0","1st Trust Bank, Inc.","Hazard","KY","41701","9/30/2018","11/14/2018","NM","24 Commerce Drive","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","10/15/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","7318","1604","5714","235","637","0","154","","483","4709","2266","690","1753","1407","0","299","1108","0","1108","0","1108","263","0","9","1108"
"31249","6607","350572","4498726","1st United Bank","Faribault","MN","55021","9/30/2018","11/14/2018","NM","430 4th St Nw","J & B FINANCIAL HOLDINGS, INC.","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","WWW.1stunited.com","3874","246","3628","180","1045","0","148","0","897","3205","1492","574","1139","1288","0","2","1286","0","1286","0","1286","0","1194","0","1286"
"9751","0","340256","3304343","21st Century Bank","Loretto","MN","55357","9/30/2018","11/14/2018","NM","699 North Medina Street","DOLPHIN FAMILY LIMITED PARTNERSHIP","8","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","12931","2251","10680","435","986","0","143","","843","7311","4466","898","1947","3920","0","1140","2780","0","2780","0","2780","351","0","0","2780"
"91005","0","455253","4754758","5Star Bank","Colorado Springs","CO","80914","9/30/2018","11/14/2018","NM","Peterson Air Force Base, 455","LITTLE LONDON BANCORP","5","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","7406","791","6615","480","551","0","260","0","291","4130","2349","419","1362","2556","0","640","1916","0","1916","0","1916","142","0","0","1916"
"27831","358","671370","0","A J Smith Federal Savings Bank","Midlothian","IL","60445","9/30/2018","11/14/2018","SA","14757 S Cicero Ave","","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.ajsmithbank.com","3841","488","3353","-70","366","0","51","","315","3078","1637","493","948","711","0","174","537","0","537","0","537","-12","2500","0","537"
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","9/30/2018","11/14/2018","NM","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","5335","865","4470","0","743","0","217","","526","3705","2150","479","1076","1508","0","334","1174","0","1174","0","1174","-48","500","49","1174"
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","9/30/2018","11/14/2018","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","9520","1728","7792","277","2282","0","201","","2081","8023","4758","568","2697","1774","0","460","1314","0","1314","0","1314","0","0","0","1314"
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","9/30/2018","11/14/2018","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","1711","216","1495","0","1025","0","2","0","1023","2135","1126","179","830","385","0","95","290","0","290","0","290","54","0","0","290"
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","9/30/2018","11/14/2018","SB","205 South Main St","","2","0","0","5","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","2262","380","1882","14","203","0","58","","145","2510","1755","119","636","-439","-212","1","-652","0","-652","0","-652","24","0","0","-440"
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","9/30/2018","11/14/2018","NM","401 East Spruce Street","ABBY BANCORP, INC.","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","15275","3221","12054","180","1282","0","505","","777","8338","5278","723","2337","4818","0","1216","3602","0","3602","0","3602","128","1200","0","3602"
"26549","0","117672","0","Abington Bank","Abington","MA","2351","9/30/2018","11/14/2018","SM","6 Harrison Avenue","","3","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","10/1/2017","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.theabingtonbank.com","9005","1349","7656","164","551","0","212","","339","6506","3832","669","2005","1537","-2","239","1296","0","1296","0","1296","-2","0","0","1297.68"
"19600","0","535753","2107707","Academy Bank, National Association","Kansas City","MO","64154","9/30/2018","11/14/2018","N","8551 N Boardwalk Avenue","DICKINSON FINANCIAL CORPORATION II","74","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","5/1/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","42151","7293","34858","7100","47353","0","31743","0","15610","54768","26840","6098","21830","20343","0","5209","15134","0","15134","0","15134","4744","0","0","15134"
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","9/30/2018","11/14/2018","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","4748","834","3914","775","472","0","345","","127","2065","1103","248","714","1546","-17","0","1529","0","1529","0","1529","1048","992","0","1546"
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","9/30/2018","11/14/2018","NM","8712 West Dodge Road","3MV BANCORP, INC.","7","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","WWW.ACCESSBANK.COM","17540","1792","15748","805","2729","0","254","0","2475","12613","8238","1191","3184","5059","0","1004","4055","0","4055","0","4055","23","463","181","4055"
"35189","0","2859903","3109904","Access National Bank","Reston","VA","20191","9/30/2018","11/14/2018","N","1800 Robert Fulton Drive, #","ACCESS NATIONAL CORPORATION","15","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/1/1999","12/1/1999","4/1/2017","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.AccessNationalBank.com","83227","12592","70635","2102","19057","0","1456","0","17601","54802","33588","5642","15572","32788","-48","6076","26664","0","26664","0","26664","558","7810","0","26702.88"
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","9/30/2018","11/14/2018","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","5","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.ACCESSBANKTX.COM","11452","1986","9466","1050","1380","0","221","","1159","7638","4478","1005","2155","2158","0","436","1722","0","1722","0","1722","73","0","0","1722"
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","9/30/2018","11/14/2018","NM","16 Lincoln Square","ACNB CORPORATION","29","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","7/1/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.acnb.com","47374","4932","42442","770","7802","1518","2465","0","3819","29360","17340","5782","6238","20114","12","3985","16141","0","16141","0","16141","1332","4642","0","16131.4"
"18489","12279","463650","5006472","Adams Bank & Trust","Ogallala","NE","69153","9/30/2018","11/14/2018","SM","315 North Spruce Street","ADAGE, LLC","19","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.abtbank.com","29422","4203","25219","1588","4713","574","1391","","2748","19196","11475","2020","5701","9148","0","1612","7536","0","7536","0","7536","737","4750","0","7536"
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","9/30/2018","11/14/2018","SB","2 Center Street","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.adamscommunity.com","15258","2940","12318","331","1494","0","555","","939","11507","6869","1182","3456","1974","105","397","1682","0","1682","0","1682","129","0","0","1596.95"
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","9/30/2018","11/14/2018","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.adamscountybank.net","4679","1557","3122","200","172","0","47","","125","1716","1085","123","508","1378","-136","32","1210","0","1210","0","1210","-3","780","0","1341.92"
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","9/30/2018","11/14/2018","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.adamsstate.com","1480","239","1241","0","114","0","57","","57","784","494","142","148","571","0","12","559","0","559","0","559","-1","420","0","559"
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","9/30/2018","11/14/2018","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","18","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","21494","2241","19253","520","3722","0","1071","0","2651","18061","9869","2873","5319","4394","0","497","3897","0","3897","0","3897","274","683","0","3897"
"27015","13964","541307","0","Admirals Bank","Boston","MA","2116","9/30/2018","11/14/2018","SA","579 Boylston Street","","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","1/1/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.admiralsbank.com","11105","2909","8196","354","1474","0","26","","1448","12866","5289","3216","4361","-3550","0","0","-3550","0","-3550","0","-3550","799","0","0","-3550"
"8251","0","94858","1399505","Adrian Bank","Adrian","MO","64720","9/30/2018","11/14/2018","SM","130 East Main Street","ADRIAN BANCSHARES, INC.","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.adrianbank.com","4551","459","4092","445","560","0","380","","180","2116","1367","114","635","2091","10","0","2101","0","2101","0","2101","182","950","0","2091"
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","9/30/2018","11/14/2018","NM","322 Maine Avenue","ADRIAN BUILDING CORPORATION","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.adrianstatebank.com","1657","209","1448","36","94","0","39","","55","898","522","164","212","608","0","0","608","0","608","0","608","-6","380","0","608"
"18152","15877","438050","1066928","Advantage Bank","Oklahoma City","OK","73141","9/30/2018","11/14/2018","NM","8001 Ne 23rd Street","SPENCER BANCSHARES, INC.","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","4/26/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.advantagebank.biz","2174","276","1898","0","357","0","273","","84","2061","1101","309","651","194","0","0","194","0","194","0","194","12","123","0","194"
"57072","0","2927615","0","Advantage Bank","Loveland","CO","80538","9/30/2018","11/14/2018","NM","1475 North Denver Avenue","","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","6/14/2016","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","http://www.advantagebanks.com","12671","1700","10971","152","458","0","89","","369","5677","3268","775","1634","5600","-12","853","4735","0","4735","0","4735","0","0","787","4745.2"
"10375","14584","189549","3155273","Advantage Community Bank","Dorchester","WI","54425","9/30/2018","11/14/2018","NM","101 W Business County Rd. A","ADVANTAGE COMMUNITY BANCSHARES, INC.","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","7/1/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.advantagecommunity.com","3938","410","3528","0","542","0","43","0","499","2232","1395","382","455","1838","0","416","1422","0","1422","0","1422","15","200","0","1422"
"34885","14544","965789","5189450","Affiliated Bank, National Association","Bedford","TX","76021","9/30/2018","11/14/2018","N","500 Harwood Rd.","SBH MANAGER, LLC","4","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","2/28/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.affiliatedbank.com","9932","1858","8074","770","2481","0","45","0","2436","7577","5035","333","2209","2208","0","501","1707","0","1707","0","1707","2","0","610","1707"
"57264","0","3118447","3118456","AFFINITY BANK","Atlanta","GA","30339","9/30/2018","11/14/2018","NM","400 Galleria Pkwy Se, # 900","ABB FINANCIAL GROUP, INC.","1","0","0","4","0","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","12/27/2017","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.myaffinitybank.com","8490","1709","6781","0","178","0","52","0","126","4847","2882","539","1426","2112","379","638","1853","0","1853","0","1853","-12","0","42","1553.59"
"35267","14939","2909330","0","AIG Federal Savings Bank","Wilmington","DE","19809","9/30/2018","11/14/2018","SA","503 Carr Road, Suite 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","421","7","414","0","4003","4002","0","","1","1737","1146","76","515","2680","0","655","2025","0","2025","0","2025","0","0","0","2025"
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","9/30/2018","11/14/2018","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","20","0","0","4","0","Lamb","","","9/19/1925","1/1/1934","4/27/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.aimbankonline.com","41728","6638","35090","231","6544","0","2228","0","4316","29041","15844","2398","10799","12362","-13","1466","10883","0","10883","0","10883","266","0","0","10894.44"
