cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,nclnlsr,ncrer,ncreconr,ncrenrer,ncremulr,ncreresr,ncrelocr,ncrereor,idnccir,idncconr,idnccrdr,idnccoor,idncator,idnccotr,nccomrer,idncgtpr
"50","13450","470032","3587294","Community Spirit Bank","Red Bay","AL","35582","9/30/2018","11/14/2018","NM","200 4th Avenue Sw","INDEPENDENT BANCSHARES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","5","0","1","8","0","Franklin","","","3/17/1908","1/1/1934","1/1/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.communityspirit.bank","0.330723951696098","0.449451234541052","0","2.20248667850799","0","0","0","0","0.10224333914717","0","0","0","0","0","","0"
"9536","9943","130345","3195671","Community State Bank","Union Grove","WI","53182","9/30/2018","11/14/2018","NM","1500 Main Street","COMMUNITY STATE BANK EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","7","0","0","4","1","Racine","39540","Racine, WI","1/1/1903","1/1/1934","2/4/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.communitystatebank.net","0.729496011223016","0.331004821004399","0","0.2205734910768","0","0.762578812271039","0","0.851845665608819","0.846990572878898","0.113207547169811","0","0.130264871906209","0.255536626916525","0","","0"
"230","16077","849348","1131424","Community State Bank","Spencer","IA","51301","9/30/2018","11/14/2018","NM","1812 Highway Boulevard","COMMUNITY STATE BANCORPORATION","4","0","0","2","1","Clay","","","1/1/1914","1/1/1934","10/21/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.ecommunitybank.org","2.57434531735464E-02","3.28402322700064E-02","0","0","0","0.233322727754799","0","0.239965095986038","0","0.243987452073893","0","0.246913580246914","0","0.667302192564347","","0"
"17551","0","92144","0","Community State Bank","Paton","IA","50217","9/30/2018","11/14/2018","NM","207 South Main Street","","1","0","0","2","0","Greene","","","2/15/1956","2/15/1956","5/20/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.csbpaton.com","0.476968311009474","1.35103657116236","","2.54742547425474","","1.17145899893504","","1.17145899893504","0","1.62513542795233","","1.62513542795233","0.610997963340122","2.77777777777778","","0"
"23257","0","987231","1207860","Community State Bank","Galva","IL","61434","9/30/2018","11/14/2018","NM","625 S.E. 2nd Street","GALVA INVESTMENT, INC.","5","0","0","4","1","Henry","19340","Davenport-Moline-Rock Island, IA-IL","11/24/1980","11/24/1980","7/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.commstatebank.com","1.32557907458946","0.667854597291518","0","1.281875200293","0","0.361724343675418","0","0.377769988705846","8.17132084364322","1.55560715114929","","1.55560715114929","2.5273481705017","0","","0"
"19749","13525","906652","3199585","Community State Bank","Coffeyville","KS","67337","9/30/2018","11/14/2018","NM","1414 West 11th Street","COFFEYVILLE BANCORP, INC.","2","0","0","4","0","Montgomery","","","10/2/1967","10/2/1967","11/9/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.ourlocalbank.com","0.58936476612086","0.367727444393647","0","0","0","0.565518267728254","0","0.568436798803291","0.250174540377007","0.200481154771451","","0.200481154771451","0","0.338753387533875","","0"
"5619","0","378044","4152877","COMMUNITY STATE BANK","Bradley","AR","71826","9/30/2018","11/14/2018","NM","208 West 4th Street","ALLCORP INC","2","0","0","4","1","Lafayette","","","1/1/1933","1/1/1934","7/31/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","0","1","http://www.csbarkansas.com","0","0","0","0","0","0","0","0","0","0","","0","0","0","",""
"17734","0","853934","1134199","Community State Bank","Starke","FL","32091","9/30/2018","11/14/2018","NM","811 South Walnut Street","COMMUNITY STATE BANK CORPORATION","3","0","0","8","0","Bradford","","","3/19/1957","3/19/1957","7/13/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","http://www.communitystatebank-fl.com","4.79504223791719","4.48851043975271","38.6971191279522","0","0","2.03439203157301","0.783737447954935","2.33125981047614","6.44137415982076","1.28075497135153","","1.28075497135153","1.10294117647059","1.49812734082397","","0"
"8067","0","322449","0","Community State Bank","Brook","IN","47922","9/30/2018","11/14/2018","NM","244 West Main","","1","0","0","2","0","Newton","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/1/1931","1/1/1934","1/27/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.communitystatebank.com","1.58876545797527","1.57503958071737","0","2.83276450511945","0","2.22763347763348","0","2.25725382682202","4.32213930348259","4.03846153846154","","4.03846153846154","4.89596083231334","0.896860986547085","","0"
"27201","53146","1176920","1249749","Community State Bank","Hennessey","OK","73742","9/30/2018","11/14/2018","NM","525 N. Main Street","WARRIOR BANK CORPORATION, INC.","3","0","0","2","1","Kingfisher","","","3/24/1988","3/24/1988","8/10/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.mycsb.com","4.83897880861004","1.78988326848249","0","0","","0","","0","4.50603638836933","0","","0","0","0","","0"
"22567","14736","367150","2516961","Community State Bank","Shelbina","MO","63468","9/30/2018","11/14/2018","NM","208 North Center Street","COMMUNITY STATE BANCSHARES, INC","2","0","0","8","0","Shelby","","","11/28/1977","11/28/1977","6/10/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.commbankonline.com","0.212398468863785","0.358937544867193","0","0","","0.491212749699814","","0.491212749699814","0","1.25140783381304E-02","1.01010101010101","0","0","0","","0"
"58732","0","3617856","3619140","Community State Bank","Lamar","CO","81052","9/30/2018","11/14/2018","NM","717 North Main Street","COMMUNITY STATE BANKSHARES, INC.","2","0","0","2","1","Prowers","","","7/15/2008","7/15/2008","7/16/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.csb-lamar.com","0.16258322099999","0.278995615783181","0","0.85151244830103","0","0","","0","0.329315272772462","0","","0","0","0","0","0"
"14883","13002","502746","1139738","Community State Bank","Avilla","IN","46710","9/30/2018","11/14/2018","SM","802 East Albion Street","COMMUNITY FINANCIAL CORP.","4","0","0","4","0","Noble","","","2/19/1931","11/20/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.csbbankonline.bank","6.22015611188798E-02","0.08065249689215","0","0","0","0.155701240927183","0","0.172019090238887","0","0","","0","0","0","","0"
"1839","0","987848","1210347","Community State Bank","Royal Center","IN","46978","9/30/2018","11/14/2018","NM","101 N Chicago St","COMMUNITY BANCORP","4","0","0","2","0","Cass","","","5/22/1930","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.csbnetbank.com","2.59001464760585","1.82535189270445","0","0","","0","0","0","5.64699585173291","1.76781002638522","","1.76781002638522","2.79050395668471","0","","0"
"10114","10822","772240","1203778","Community State Bank","Tipton","IA","52772","9/30/2018","11/14/2018","NM","509 Lynn St","FIDELITY COMPANY","4","0","0","2","0","Cedar","","","1/1/1894","1/1/1934","5/3/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.cstbank.com","0.021035655435964","0","0","0","0","0","0","0","0","0.60882800608828","","0.60882800608828","0","1.22950819672131","0","0"
"18272","12656","790543","2125813","Community State Bank","Ankeny","IA","50023","9/30/2018","11/14/2018","SM","817 North Ankeny Boulevard","QCR HOLDINGS, INC.","10","0","0","4","0","Polk","19780","Des Moines-West Des Moines, IA","7/15/1960","7/15/1960","6/14/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.bankcsb.com","0.271478434814558","0.375742771274479","1.23134490710525","5.10133895818048E-02","0","0.193027532508184","0","0.228201372292036","6.62315986541739E-02","0.469135802469136","0","0.517993456924755","4.56730769230769","0","","0"
"26416","0","147651","1137293","Community State Bank of Canton","Canton","OK","73724","9/30/2018","11/14/2018","NM","101 W Main St","CANTON BANCSHARES, INC.","1","0","0","2","0","Blaine","","","10/10/1985","10/10/1985","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.csbcanton.com","0.86728901223666","0.728940097583916","","0.469283276450512","","3.75414059624586","","3.75414059624586","0.126582278481013","3.15789473684211","","3.15789473684211","0","4.64516129032258","","0"
"1936","11336","825548","0","Community State Bank of Missouri","Bowling Green","MO","63334","9/30/2018","11/14/2018","NM","117 West Church Street","","2","0","0","2","1","Pike","","","1/26/1887","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.c-s-b.com","0.207657024195986","0.2614033055937","0","0.74399226248047","0","0.273752772926795","0","0.275044457617072","0","0","","0","0","0","","0"
"16976","14414","121914","1248854","Community State Bank of Orbisonia","Orbisonia","PA","17243","9/30/2018","11/14/2018","NM","761 Elliott St","ORBISONIA COMMUNITY BANCORP, INC.","7","0","0","5","0","Huntingdon","","","1/11/1951","1/11/1951","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.csborbisonia.com","1.04949902269806","1.16043963284316","0","0.127051887991056","100","1.30659036847971","0","1.33004587381263","0","0.706030489724333","","0.706030489724333","0.235571260306243","1.04667390293069","0","0"
"21988","13054","875048","1427659","Community State Bank of Rock Falls","Rock Falls","IL","61071","9/30/2018","11/14/2018","NM","1801 First Avenue","COMMUNITY ILLINOIS CORPORATION","5","0","0","2","0","Whiteside","","","4/24/1975","4/24/1975","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.commstbk.com","0.792732527295969","1.11294864345416","0","0","0","1.92006168872896","0","1.95363069318583","0.191500331442881","0.418827283605903","","0.418827283605903","0.244738130200685","1.18534482758621","0","0"
"8058","13861","198046","1134153","Community State Bank of Southwestern Indiana","Poseyville","IN","47633","9/30/2018","11/14/2018","NM","220 South Lockwood Street","CYNTHIANA BANCORPORATION","6","0","0","8","1","Posey","21780","Evansville, IN-KY","7/15/1925","1/1/1934","7/20/2012","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","www.csbswin.com","0","0","0","0","0","0","0","0","0","0","","0","0","0","",""
"13380","11988","484141","2251806","Community Trust Bank","Irvington","IL","62848","9/30/2018","11/14/2018","NM","107 S 2nd St","COMMUNITY BANCSHARES, INC.","3","0","0","2","0","Washington","","","1/1/1934","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","https://www.communitytrustbk.com","2.39203762649057","1.92554991539763","23.0769230769231","3.92958451526781","0","0.404040404040404","1.01626016260163","0.308051837688549","0","0","","0","0","0","","0"
"2720","9685","509811","1070644","Community Trust Bank, Inc.","Pikeville","KY","41501","9/30/2018","11/14/2018","SM","346 North Mayo Trail","COMMUNITY TRUST BANCORP, INC.","80","0","1","4","0","Pike","","","11/17/1903","1/1/1934","1/22/2011","Stock","0","1","FED","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.ctbi.com","0.661766255614727","0.900349213971412","0.501843433439525","0.585795785969355","0.384451089278086","1.25857885687317","0.771355201317893","1.31712707697001","0.171745786688039","0.215565567286859","","0.215565567286859","0.123226223768841","0.449177398364509","0","5.11955126681561"
"58500","0","3637706","4909521","Community Valley Bank","El Centro","CA","92244","9/30/2018","11/14/2018","NM","1443 Main Street","CMUV BANCORP","4","0","0","4","0","Imperial","20940","El Centro, CA","10/1/2007","10/1/2007","3/2/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.yourcvb.com","1.80220937770095","2.12629909713282","0","2.95536464402829","0","2.28001165501166","0","2.7470598560646","0.614164385484663","0","","0","0","0","","54.7021356313226"
"27572","0","1412712","2626299","Community West Bank, National Association","Goleta","CA","93117","9/30/2018","11/14/2018","N","5827 Hollister Avenue","COMMUNITY WEST BANCSHARES","9","0","0","4","0","Santa Barbara","42200","Santa Maria-Santa Barbara, CA","8/21/1989","8/21/1989","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","www.communitywestbank.com","0.767541364925434","0.590111572767996","0","0.199295923667353","0","1.04119631331509","2.13847131060766","0.673687196397546","5.90645784166488","0.121640311265892","","0.121640311265892","","0.121640311265892","0","39.232781168265"
"3363","0","774262","3594890","CommunityBank of Texas, N.A.","Beaumont","TX","77706","9/30/2018","11/14/2018","N","5999 Delaware Street","HILLISTER ENTERPRISES II, INC.","33","0","0","4","0","Jefferson","13140","Beaumont-Port Arthur, TX","3/6/1926","1/1/1934","7/18/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.communitybankoftx.com","0.227392471612473","0.1928189104863","2.68817760169066E-03","0.359569301068382","0","0.233627121451594","0","0.241847903746678","0.380352613802171","0","","0","0","0","0","0"
"19048","10256","697633","1391237","Compass Bank","Birmingham","AL","35233","9/30/2018","11/14/2018","SM","15 20th Street South","BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","646","0","1","4","0","Jefferson","13820","Birmingham-Hoover, AL","3/2/1964","3/2/1964","2/24/2011","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","0","www.bbvacompass.com","1.04348233576599","1.0631050714153","0.633192823122348","0.994899948575926","2.61406573453349E-02","1.28350455865097","1.00743957715393","1.33629345685855","1.58408129688338","0.640312893841509","1.72282849233847","0.50439452434605","0.496249120373996","0.515424415256284","1.47485535492667E-02","3.5286797115396"
"29430","3439","373272","0","Compass Savings Bank","Wilmerding","PA","15148","9/30/2018","11/14/2018","SB","111 Westinghouse Ave","","1","0","0","5","0","Allegheny","38300","Pittsburgh, PA","1/1/1934","5/6/1935","7/1/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.compassbank.us","0.13691026827012","0.138615716025101","0","0","0","0.143163922691482","0","0.145183441239945","0","0","","0","0","0","0","0"
"9727","0","273653","2623551","Concorde Bank","Blomkest","MN","56216","9/30/2018","11/14/2018","NM","16 S.W. Main Street","MATSON FINANCIAL, INC.","2","0","0","2","1","Kandiyohi","","","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","http://www.concordebanks.com","0.928213535292895","0.242657518199314","0","0","0","0.644492184606267","0","0.727303126567464","7.57617348339281","2.05371248025276","","2.05371248025276","2.98393267023718","0","","0"
"8527","11229","819556","2557414","Concordia Bank & Trust Company","Vidalia","LA","71373","9/30/2018","11/14/2018","NM","904 Carter Street","CONCORDIA CAPITAL CORPORATION","7","0","1","4","1","Concordia","","","7/1/1903","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","http://www.concordiabank.com","1.33272377718001","1.40383287993828","0","0.420986709345209","0","3.58667422908146","2.08062418725618","3.60416131905963","0.765538852088374","0.39903092489668","","0.39903092489668","0","0.425079702444208","","0"
"13788","0","164957","1249495","Concordia Bank of Concordia, Missouri","Concordia","MO","64020","9/30/2018","11/14/2018","NM","547 Main Street","NORTHERN MISSOURI BANCSHARES, INC.","4","0","0","4","0","Lafayette","28140","Kansas City, MO-KS","5/1/1932","1/1/1934","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","http://www.concordia-bank.com","1.989691724205","2.21754507778766","0","5.22094508301405","","0","0","0","0","8.46023688663283E-02","","8.46023688663283E-02","0.117924528301887","0","","0"
