cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"18885","12860","705556","1124024","Neighborhood National Bank","Mora","MN","55051","9/30/2018","11/14/2018","N","45 North Union Street","PEOPLES BANKSHARES, INC.","6","0","0","4","1","Kanabec","","","9/26/1963","9/26/1963","6/12/2015","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.neighborhood.bank","54","224526","7203","3239","56136","0","152532","1982","0","5219","730","445","2261","224526","200697","195982","157132","195982","88.2196656773654","885","0","3050","0","780","23829","23829","0","4","6349","17476","0","267","0","907","211907","94570","220185.25","223804.5","163523","225491","573","573","0","0","7317","3838","3050","1343","20336","25101","1982","20336","0"
"16247","0","503640","4975496","Neighbors Bank","Clarence","MO","63437","9/30/2018","11/14/2018","NM","101 East Chestnut","COLUMBIA BANCSHARES, INC","1","0","0","2","1","Shelby","","","3/31/1945","4/7/1945","9/30/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.neighborsclarence.com","5","25956","8902","8006","4754","0","11962","120","0","21","0","0","317","25956","21639","21584","8460","21584","67.3441985369016","0","0","0","0","55","4317","4317","0","100","300","3917","0","0","0","242","24722","4651","26418.25","26180","13252","26001","0","0","0","0","0","0","0","0","829","4321","120","829","0"
"2482","0","791942","1204074","Nekoosa Port Edwards State Bank","Nekoosa","WI","54457","9/30/2018","11/14/2018","NM","405 Market Street","NEKOOSA PORT EDWARDS BANCORPORATION, INC.","3","0","0","8","1","Wood","","","12/13/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.npesb.com","29","212100","29963","29169","50710","3852","122066","3048","0","1068","30","0","4411","212100","182690","181498","158814","181498","67.5366526984965","0","0","0","0","1192","29410","29410","0","1550","13972","13888","0","445","0","846","205797","42150","218535.25","214387","112809","218889","2878","2878","0","0","29595","1447","0","0","9889","28872","1448","9889","0"
"28085","871","840578","0","Nelsonville Home and Savings","Nelsonville","OH","45764","9/30/2018","11/14/2018","NM","9 West Columbus Street","","1","0","0","5","0","Athens","","","1/1/1888","8/19/1936","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.nelsonvillehomebank.com","5","29270","5880","2647","1313","0","20877","211","0","204","0","0","996","29270","25741","25693","24562","25693","99.2455765117636","0","0","0","0","48","3529","3529","0","40","0","3489","0","88","0","67","24837","9922","29069","29298.5","13878","29669","613","613","0","0","1105","60","0","0","650","3529","174","650","0"
"22669","0","400767","0","Nevada Bank and Trust Company","Caliente","NV","89008","9/30/2018","11/14/2018","NM","210 Front Street","","4","0","0","7","0","Lincoln","","","6/21/1978","6/21/1978","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","1","www.nevadabankandtrust.com","33","128269","4418","0","59204","16325","44910","1141","0","605","0","0","2807","128269","116469","116221","71760","116221","80.6241503329834","0","0","0","0","248","11800","11800","0","497","3671","7632","0","37","0","483","120439","57524","124452.25","126161","62570","128115","1708","1708","0","0","0","19","0","0","6877","13419","787","6877","0"
"8506","14541","234841","0","New Albin Savings Bank","New Albin","IA","52160","9/30/2018","11/14/2018","NM","118 Main Street","","1","0","0","2","0","Allamakee","","","1/1/1898","1/1/1934","6/3/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.newalbinsavingsbank.com","13","232900","980","0","161731","0","67392","933","0","415","0","0","2382","232900","191814","190084","177533","190084","89.8175301401108","400","0","1000","0","330","41086","41086","0","100","1200","39786","0","33","0","1917","229123","105666","232238","232256.5","74803","231783","0","0","0","0","7583","798","1000","0","3995","41133","933","3995","0"
"31257","6624","294676","0","New Buffalo Savings Bank","New Buffalo","MI","49117","9/30/2018","11/14/2018","SA","45 North Whittaker St","","3","0","0","4","0","Berrien","35660","Niles-Benton Harbor, MI","1/1/1921","12/14/1961","10/19/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.newbuffalosavings.com","32","118089","3653","2058","0","10124","94050","1076","0","1884","193","1223","6962","118089","103273","93611","91913","93611","80.5451710068146","0","0","9027","0","635","14816","14816","0","0","3417","11399","0","2069","0","269","106232","25950","121555.75","118892","93070","121481","5717","5717","0","0","10431","2538","9027","0","10662","14816","1076","10662","0"
"29173","3043","646873","0","New Carlisle Federal Savings Bank","New Carlisle","OH","45344","9/30/2018","11/14/2018","SA","400 North Main Street","","3","0","0","4","0","Clark","44220","Springfield, OH","1/1/1883","10/26/1935","9/25/2017","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.newcarlislefederal.com","27","115496","6369","5630","3769","100","99032","1069","0","1689","0","211","4326","115496","103939","81301","65051","81301","96.9447246070207","0","0","20691","0","1947","11557","11557","0","0","0","11557","0","653","0","396","108531","64233","114269.75","115439","89547","114724","2541","1255","0","1286","4076","1027","20691","393","21945","11622","1069","21945","0"
"8108","0","392152","3333790","New Century Bank","Belleville","KS","66935","9/30/2018","11/14/2018","SM","1211 28th Street","REPUBLIC BANCORP, INC.","2","0","0","4","1","Republic","","","5/5/1905","1/1/1934","4/2/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.newcenturybankna.com","18","49728","3377","540","149","928","42836","722","0","1217","75","0","1146","49728","44437","38523","33054","38523","97.4714370838623","0","0","5551","0","363","5291","5291","0","50","1145","4096","0","24","0","300","44453","21546","46356.5","47800","38215","45546","475","0","475","0","4808","992","5551","180","11323","5291","480","11323","0"
"14546","13764","1014657","1119628","New Era Bank","Fredericktown","MO","63645","9/30/2018","11/14/2018","NM","101 South Mine La Motte","NEW ERA BANCORPORATION, INC.","8","0","0","4","1","Madison","","","1/1/1934","7/3/1934","7/26/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.newerabank.com","72","347668","6667","236","64648","1","258477","1996","0","4143","0","3965","9767","347668","310264","294262","283025","294262","79.0597042300403","231","0","14000","0","1771","37404","37404","0","200","800","36404","0","377","0","946","323362","120587","338641.75","342667.5","256145","336394","7622","7622","0","0","27544","5573","14000","444","43128","34563","1996","43128","1490"
"32306","8122","918776","0","New Foundation Savings Bank","Cincinnati","OH","45239","9/30/2018","11/14/2018","SA","8249 Clara Avenue","","1","0","0","5","0","Hamilton","17140","Cincinnati, OH-KY-IN","10/28/1891","4/12/1985","1/3/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.newfoundationsavingsbank.com","25","19398","1870","1493","430","195","15730","62","0","192","0","0","981","19398","16308","12963","12779","12963","98.6969042476602","0","0","2501","0","844","3090","2091","0","0","0","2091","999","0","0","51","17848","7369","19469.5","19434.5","11331","19307","389","389","0","0","2310","325","710","2733","3817","2114","62","3817","0"
"35597","0","2917184","1097173","NEW FRONTIER BANK","Saint Charles","MO","63303","9/30/2018","11/14/2018","SM","1771 Zumbehl Road","LINCOLN COUNTY BANCORP, INC.","2","0","0","4","1","Saint Charles","41180","St. Louis, MO-IL","10/16/2000","10/16/2000","7/9/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.newfb.com","22","81827","1628","16","12624","0","58210","425","0","3544","0","888","4933","81827","73653","73440","54666","73440","88.3835221084731","0","0","0","0","213","8174","8174","0","3000","5312","-138","0","1786","182","247","70850","10753","85056.75","82196.5","69118","81905","3697","3697","0","0","1409","1485","0","0","11110","7630","425","11110","0"
"58857","0","3816154","0","New Horizon Bank, National Association","Powhatan","VA","23139","9/30/2018","11/14/2018","N","1870 Stoneridge Commerce Dr","","1","0","0","4","0","Powhatan","40060","Richmond, VA","10/7/2009","10/7/2009","6/11/2018","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.newhorizonbank.com","22","81868","3982","3833","7101","126","64982","559","0","4496","0","0","1181","81868","73187","71504","58504","71504","84.6976978095664","0","0","1500","0","183","8681","8681","0","4563","4563","-445","0","1176","31","249","76042","41136","80247.5","82964.5","69370","82287","0","0","0","0","10040","32","1500","0","11382","8845","559","11382","0"
"1931","0","165758","1143904","New Market Bank","Elko New Market","MN","55020","9/30/2018","11/14/2018","NM","101 Old Town Road","MARKET BANCORPORATION, INC.","3","0","0","4","0","Scott","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/10/1905","1/1/1934","5/11/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.newmarketbank.com","23","112025","11073","6426","29769","0","66095","775","0","1322","1135","0","2631","112025","103490","101113","69097","101113","86.0176571196947","2000","0","0","0","377","8535","8535","2000","10","4990","1535","0","469","0","317","102290","14165","112170.5","112640.5","75040","112971","1439","1439","0","0","2257","894","0","0","14480","9050","775","14480","0"
"34726","0","2649122","1206546","New Mexico Bank & Trust","Albuquerque","NM","87102","9/30/2018","11/14/2018","NM","320 Gold Street, S.W.","HEARTLAND FINANCIAL USA, INC.","17","0","0","4","0","Bernalillo","10740","Albuquerque, NM","5/4/1998","5/4/1998","8/21/2015","Stock","0","1","FDIC","DIF","Dallas","KANSAS CITY","Albuquerque","Kansas City","Western","West","0","0","http://www.nmb-t.com","171","1465020","42246","14875","326013","0","1029095","8885","0","23618","522","11279","32247","1465020","1320254","1267844","675896","1267844","56.6700023578526","43983","0","3259","0","5168","144766","144766","0","27","49577","95162","0","2859","0","5633","1369983","539693","1450413.25","1465665.5","1155211","1466937","18605","6261","12344","0","85970","33355","1276","1217","310985","140153","8896","310985","12151"
"35151","0","2833882","5011832","New Millennium Bank","Fort Lee","NJ","7024","9/30/2018","11/14/2018","NM","222 Bridge Plaza South","NMB FINANCIAL CORPORATION","6","0","1","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","7/19/1999","7/19/1999","11/22/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://WWW.NMBONLINE.COM","58","359571","64048","62745","3859","0","281021","5416","0","878","252","3262","6251","359571","324785","311151","260851","311151","70.3638868992365","0","0","11694","0","1940","34786","34786","0","9064","33179","-7457","0","1984","147","1013","347625","57498","329683.25","344673.5","276750","336545","0","0","0","0","82709","5290","11694","1090","24266","32442","3484","24266","0"
"23086","15473","300063","4357252","New OMNI Bank, National Association","Alhambra","CA","91801","9/30/2018","11/14/2018","N","1235 South Garfield Avenue","CKH CAPITAL, INC.","3","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","2/12/1980","2/12/1980","3/16/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","http://www.newomnibank.com","77","458888","97610","96228","0","0","350572","4686","0","3635","0","0","7071","458888","392884","357028","309965","357028","68.7362743155645","0","0","33000","0","2856","66004","66004","1699","3505","28218","32582","0","0","0","1634","446800","0","444470","456157.5","294341","453315","0","0","0","0","156501","3778","33000","0","29003","66003","3692","29003","0"
"34890","0","2736451","3049617","New Peoples Bank, Inc.","Honaker","VA","24260","9/30/2018","11/14/2018","SM","53 Commerce Drive","NEW PEOPLES BANKSHARES, INC.","22","0","1","4","0","Russell","","","10/28/1998","10/28/1998","6/29/2007","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.newpeoplesbank.com","251","678492","37813","21385","60391","252","526689","5280","0","24224","6465","0","22658","678492","613899","599255","427247","599255","89.4914151816613","0","0","7000","0","7644","64593","64593","0","12000","40934","11659","0","6599","0","2336","608717","213954","674752.5","681317.5","474105","679239","4498","0","4498","0","26970","4607","7000","0","56004","63800","5280","56004","0"
"34860","15223","2754222","0","New Republic Savings Bank","Roanoke Rapids","NC","27870","9/30/2018","11/14/2018","SA","420 Becker Drive","","3","0","0","4","0","Halifax","","","12/15/1998","12/15/1998","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.nrsb.net","17","67076","840","539","0","5033","56518","408","0","2017","213","0","2455","67076","60434","51582","50399","51582","90.0934434492652","0","0","8800","0","52","6642","6642","0","3456","0","3186","0","695","0","204","62090","9284","65454.75","66170","46661","65890","1537","1537","0","0","11987","0","8800","0","8512","6470","408","8512","0"
"7659","11349","331713","1138106","New Tripoli Bank","New Tripoli","PA","18066","9/30/2018","11/14/2018","SM","Market And Madison Streets","NEW TRIPOLI BANCORP, INC.","2","0","0","8","0","Lehigh","10900","Allentown-Bethlehem-Easton, PA-NJ","3/10/1910","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.newtripolibank.net","57","475323","15262","10343","81670","0","350668","4237","0","6388","350","0","20985","475323","423988","375591","330041","375591","69.6132904984734","0","0","45000","0","3397","51335","51335","0","75","500","50760","0","2578","0","1772","442681","342197","458973.25","469459.5","325855","463127","13808","8150","0","5658","81554","3490","45000","0","49840","51444","4075","49840","0"
"32749","10675","1438589","2132932","New York Commercial Bank","Westbury","NY","11590","9/30/2018","11/14/2018","NM","615 Merrick Ave.","NEW YORK COMMUNITY BANCORP, INC.","31","0","0","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","1/29/1990","1/29/1990","12/31/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://www.newyorkcommercialbank.com","183","3452289","81056","44367","209444","0","2795697","25129","0","23305","0","225966","116821","3452289","2841616","2801168","2357961","2801168","44.7084587868297","0","0","26518","0","13930","610673","610673","0","28538","477241","104894","0","45123","0","8647","3049508","516755","3477159.25","3405232.5","2612469","3152612","94484","74523","0","19961","381434","500","25000","0","570993","388983","25248","570993","0"
"16022","11158","694904","2132932","New York Community Bank","Westbury","NY","11590","9/30/2018","11/14/2018","SB","615 Merrick Avenue","NEW YORK COMMUNITY BANCORP, INC.","224","0","1","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1859","7/1/1943","6/28/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","https://www.mynycb.com","1618","47801767","1657873","1534575","4586563","3192","36894321","134526","0","329213","5147","2204593","2120865","47801767","41370325","27617163","25528438","27617163","75.0401856801734","200000","0","13277576","0","275586","6431442","6431442","0","0","3820363","2611079","0","8950","0","127290","43018651","9226218","46637288.5","47448823","33073019","44941407","881347","481452","0","399895","6656196","54805","13256000","0","2422296","4317809","134873","2422296","0"
"58203","0","3472859","0","NewBank","Flushing","NY","11354","9/30/2018","11/14/2018","NM","146-01 Northern Boulevard","","5","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/29/2006","9/29/2006","1/1/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.newbankusa.com","46","375125","130505","124391","1041","0","237995","2560","0","2216","472","571","2325","375125","328472","320775","241538","320775","66.695465695728","0","0","3000","0","4697","46653","46653","0","6000","6060","34593","0","2808","0","1108","363427","41589","353956.5","361432","248655","361427","0","0","0","0","55146","0","3000","253","20971","46102","2607","20971","0"
"90251","8496","67209","4267472","Newburyport Five Cents Savings Bank","Newburyport","MA","1950","9/30/2018","11/14/2018","SB","63 State Street","NEWBURYPORT FIVE CENTS BANCORP MHC","9","0","1","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","4/1/1854","7/1/1985","6/13/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.newburyportbank.com","128","878800","27636","21282","131976","0","674257","6732","0","14213","0","299","30419","878800","755597","635587","538745","635587","70.8074583023253","1217","0","108679","0","10114","123203","123203","0","0","10","123193","0","1952","0","2184","827515","372444","858945.25","872747.5","689588","861844","16550","16550","0","0","158835","28834","108644","0","150435","123217","7143","150435","11075"
"14646","0","632410","1830361","Newfield National Bank","Newfield","NJ","8344","9/30/2018","11/14/2018","N","18-24 West Boulevard","NEWFIELD BANCORP, INC.","11","0","0","4","0","Gloucester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1934","7/31/1934","4/27/2010","Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.newfieldnationalbank.bank","156","653850","10461","25","210555","3822","400539","5001","0","6374","1833","151","20115","653850","596957","594169","556036","594169","70.8052691886399","59","0","1","0","2728","56893","56893","0","701","4518","51674","0","4448","0","2619","614941","229824","667085.75","661049","377983","667214","11662","8100","0","3562","12184","2422","0","354","71643","60741","4733","71643","0"
"3183","0","938859","3213922","NewFirst National Bank","El Campo","TX","77437","9/30/2018","11/14/2018","N","200 East Jackson Street","NEWFIRST FINANCIAL GROUP, INC.","9","0","0","4","1","Wharton","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","WWW.NEWFIRST.COM","99","705800","107095","97980","51113","0","521591","7310","0","5669","236","762","19334","705799","625302","618097","385668","618097","78.5664837866515","0","0","0","0","7205","80497","80497","0","100","4800","75597","0","5469","0","3673","670684","52498","697062","695871","537606","689105","12928","12609","319","0","7601","0","0","0","73283","80146","6728","73283","0"
"29089","2892","894272","0","Newport Federal Bank","Newport","TN","37821","9/30/2018","11/14/2018","SA","170 West Broadway","","3","0","0","5","0","Cocke","","","8/1/1934","11/1/1934","5/11/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.newportfederalbank.com","36","203101","10184","8738","79031","0","103294","1576","0","2512","239","0","7841","203101","182174","180161","155618","180161","78.8110855836358","0","0","0","0","2013","20927","20927","0","100","7000","13827","0","324","0","940","191063","119289","204229.5","204364.5","93256","204365","4422","2064","2358","0","28899","1361","0","0","5616","22626","1170","5616","0"
"29510","3575","321273","0","Newton Federal Bank","Covington","GA","30014","9/30/2018","11/14/2018","SA","3175 Highway 278","","2","0","0","4","0","Newton","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1928","1/20/1947","4/27/2017","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.newtonfederal.com","83","308040","41520","36128","22349","0","222970","3934","0","9016","67","0","12118","308040","247796","232197","188148","232197","84.0644363968324","0","0","10321","0","5278","60244","60244","0","0","16555","43689","0","2195","0","860","281447","160221","295687.5","301507","203438","301706","7195","7195","0","0","11853","1047","7570","0","29379","60658","2560","29379","0"
"18199","8506","507509","5045444","Newtown Savings Bank","Newtown","CT","6470","9/30/2018","11/14/2018","SB","39 Main Street","NSB MUTUAL HOLDING COMPANY","18","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","10/1/1855","7/1/1960","1/1/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","1","www.nsbonline.com","247","1308985","43815","28580","126911","0","1071343","9013","0","20128","172","3811","42805","1308985","1213126","1021393","831516","1021393","82.2387638909555","22320","0","146500","0","22913","95859","95859","0","0","1355","94504","0","3980","72","4628","1226834","670665","1271579.75","1297014.5","891154","1294397","21673","20393","0","1280","98140","395","146500","23619","213814","102720","9013","213814","46057"
"29209","3102","652874","0","NexBank, SSB","Dallas","TX","75201","9/30/2018","11/14/2018","SB","2515 Mckinney Ave, # 1100","","3","0","0","9","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","11/30/1934","11/30/1934","12/1/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.nexbank.com","89","8073619","1024955","985213","1910600","0","4817658","30814","0","4430","885","59545","255546","8073619","7387494","5133155","4658834","5133155","71.7504482348646","0","0","2201200","0","53139","686125","686125","0","0","261749","424376","0","4898","0","41851","7713471","3173790","8197975.25","8033472","4802510","7295020","95007","0","95007","0","2236838","63246","2201200","198577","365655","675368","30814","365655","830112"
"7900","9637","18827","2264404","NEXTIER BANK, NATIONAL ASSOCIATION","Kittanning","PA","16201","9/30/2018","11/14/2018","N","222 Market Street","NEXTIER INCORPORATED","28","0","1","4","0","Armstrong","38300","Pittsburgh, PA","1/1/1897","1/1/1934","4/30/2017","Stock","0","0","OCC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","http://www.nextierbank.com","255","1292403","69207","46320","121641","0","1014493","6817","0","30669","292","12108","43993","1292403","1157845","1130275","787290","1130275","56.1380235003617","0","0","20000","0","7570","134558","134558","0","528","97791","36239","0","6232","0","4861","1182454","525289","1261579","1271176","1090090","1256060","23924","8719","0","15205","57831","23317","20000","0","256345","125330","6825","256345","71000"
"57038","0","2941068","3103603","Nicolet National Bank","Green Bay","WI","54301","9/30/2018","11/14/2018","N","111 N. Washington Street","NICOLET BANKSHARES, INC.","38","0","1","4","0","Brown","24580","Green Bay, WI","10/31/2000","10/31/2000","4/28/2017","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.nicoletbank.com","553","3001488","161028","100930","410911","743","2140453","12992","0","38039","1281","131282","117751","3001487","2616729","2555381","2388818","2555381","70.0491771087834","0","0","35317","0","26031","384758","384758","0","9230","352828","22700","0","10183","1279","8263","2653037","532069","3019656.25","2961740","2474758","2853129","65820","65307","513","0","57946","84194","35317","2594","696684","267742","12992","696684","51714"
"4652","0","789051","0","NINNESCAH VALLEY BANK","Cunningham","KS","67035","9/30/2018","11/14/2018","NM","101 East First Street","","1","0","0","2","1","Kingman","48620","Wichita, KS","7/23/1925","1/1/1934","7/2/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://www.nvalleybank.com","6","29828","1008","248","15876","0","11459","137","0","157","0","0","1328","29828","26431","25907","14639","25907","94.632452247733","409","0","0","0","115","3397","3397","0","100","300","2997","0","222","0","301","27583","15406","30441","30290.5","16188","30338","815","815","0","0","1209","0","0","0","2660","3922","137","2660","0"
"58657","0","3832127","4816320","NOA Bank","Duluth","GA","30096","9/30/2018","11/14/2018","NM","2385 Pleasant Hill Road","NOA BANCORP, INC.","4","0","0","4","1","Gwinnett","12060","Atlanta-Sandy Springs-Roswell, GA","11/6/2008","11/6/2008","12/15/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.noabank.com","87","369386","32223","23069","39706","0","269758","3238","0","6883","493","7454","12869","369386","325137","307004","268815","307004","92.0186864986481","0","0","16000","0","2133","44249","44249","0","8607","19881","15761","0","136","136","1204","332533","54663","346203","360675","286934","356324","3971","3971","0","0","42081","2168","16000","0","32458","42858","3238","32458","0"
"58196","0","3388165","0","Noah Bank","Elkins Park","PA","19027","9/30/2018","11/14/2018","NM","7301 Old York Rd","","5","0","1","4","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","7/17/2006","7/17/2006","6/19/2015","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","WWW.NOAHBANK.COM","72","417825","75530","74265","4046","372","322765","4754","0","3800","0","6863","4449","417825","373627","360635","306501","360635","85.3953118572852","0","0","0","9589","3403","44198","44198","0","36875","3556","3767","0","7147","1206","2011","401448","3084","396353","408769","340973","401258","0","0","0","0","67439","5297","0","5191","5865","42046","14269","5865","0"
"58111","0","3385744","5109672","NobleBank & Trust","Anniston","AL","36201","9/30/2018","11/14/2018","SM","1509 Quintard Avenue","NOBLE BANCSHARES, INC.","5","0","0","4","0","Calhoun","11500","Anniston-Oxford-Jacksonville, AL","10/11/2005","10/11/2005","11/6/2013","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.noblebank.com","57","256718","9958","3076","61754","4686","165429","1981","0","6861","196","0","7834","256718","232836","231889","188666","231889","71.6373373809329","0","0","0","0","947","23882","23882","0","1478","17795","4609","0","60","0","1123","234945","78666","242715","254435.5","200817","254140","4107","4107","0","0","26666","2701","0","0","33122","25711","1981","33122","0"
"29532","3607","285777","0","Nokomis Savings Bank","Nokomis","IL","62075","9/30/2018","11/14/2018","SB","100 West State Street","","1","0","0","2","0","Montgomery","","","1/1/1881","7/11/1938","9/1/2017","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.nokomissavings.com","7","26216","1899","1511","6042","0","17668","80","0","113","0","0","494","26216","21643","17862","17162","17862","98.6509180474698","0","0","3750","0","31","4573","4573","0","0","0","4573","0","1","0","161","25221","14106","26100.75","26053","7135","25747","0","0","0","0","2751","50","3750","0","44","4873","80","44","0"
"3368","0","958763","4839310","Normangee State Bank","Normangee","TX","77871","9/30/2018","11/14/2018","NM","116 Main Street","NORMANGEE BANCSHARES, INC.","1","0","0","8","0","Leon","","","1/1/1912","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.normangeestatebank.com","19","120337","7165","5423","35191","0","75546","1396","0","1141","114","0","1180","120337","101461","101048","72713","101048","80.2427251686416","0","0","0","0","413","18876","18876","0","800","1000","17076","0","2220","0","653","116160","72262","123272.75","121459.5","73309","122367","0","0","0","0","8568","516","0","0","1254","19579","924","1254","0"
"18626","14073","545042","1210589","Norstates Bank","Waukegan","IL","60085","9/30/2018","11/14/2018","NM","1601 North Lewis Avenue","NORTHERN STATES FINANCIAL CORPORATION","8","0","0","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/5/1962","11/5/1962","10/16/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.norstates.com","90","547484","158464","154195","50982","0","299619","6381","0","8162","2761","0","27496","547484","483743","459591","333095","459591","68.2298559814321","22133","0","0","0","2019","63741","63741","0","2575","82193","-21027","0","10135","0","1239","504796","67636","513897","538109","340980","531815","11095","11095","0","0","91566","129","0","0","35514","54087","4288","35514","0"
