cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"12501","15480","54656","2112439","Citizens State Bank","Buffalo","TX","75831","9/30/2018","11/14/2018","NM","1330 W. Commerce Street","INDUSTRY BANCSHARES, INC.","9","0","0","7","0","Leon","","","1/1/1925","1/1/1934","10/1/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","http://www.citizensstatebanktx.com","107","897317","14181","10518","677613","0","163611","2595","0","7351","518","5791","28252","897317","801615","797398","700565","797398","80.9338341331872","0","0","0","0","4217","95702","95702","0","390","24968","70344","0","4293","0","4930","851742","745095","914659.5","910199.5","362636","916141","10009","6326","0","3683","119916","6202","0","0","36892","107203","2595","36892","0"
"17214","12889","523161","0","Citizens State Bank","Sealy","TX","77474","9/30/2018","11/14/2018","NM","222 Main Street","","1","0","0","8","0","Austin","26420","Houston-The Woodlands-Sugar Land, TX","8/12/1907","4/24/1953","6/29/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.csbsealy.com","34","280144","5054","1203","136333","4125","129468","1426","0","638","0","0","4526","280144","253446","251465","173482","251465","73.4010317589544","0","0","0","0","1981","26698","26698","0","641","5376","20681","0","0","0","1180","271129","146620","275426.25","279296.5","139480","283039","1640","1640","0","0","11737","564","0","0","19924","30246","1426","19924","0"
"16753","0","261360","2100089","Citizens State Bank","Somerville","TX","77879","9/30/2018","11/14/2018","NM","155 Eighth Street","C.S.B. BANCSHARES, INC.","6","0","0","4","0","Burleson","17780","College Station-Bryan, TX","6/1/1925","12/2/1948","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.csbtx.bank","115","572919","82222","68245","88266","0","371598","4375","0","16690","449","0","13694","572919","513192","504775","414061","504775","75.8435932061096","0","0","0","0","8417","59727","59727","0","1000","8025","50702","0","7934","0","2449","528109","54081","543085.25","557491.5","389401","549624","8606","7566","0","1040","26732","0","0","0","32069","60107","4375","32069","0"
"18724","13208","235558","1052949","Citizens State Bank","Carleton","NE","68326","9/30/2018","11/14/2018","NM","209 3rd Street","CARLETON AGENCY, INC.","1","0","0","2","0","Thayer","","","2/1/1890","3/14/1963","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.carletonbank.com","6","22378","2023","1512","0","539","18934","132","0","172","0","0","710","22378","20345","16442","14805","16442","98.2867557715674","0","0","3738","0","165","2033","2033","0","100","1760","173","0","0","0","486","20985","563","23966.25","21919.5","15429","21906","0","0","0","0","3001","1645","1750","0","2728","2033","132","2728","0"
"5495","15794","482053","1056415","Citizens State Bank","Wisner","NE","68791","9/30/2018","11/14/2018","SM","921 Avenue E.","CITIZENS NATIONAL CORPORATION","11","0","1","2","1","Cuming","","","10/19/1888","1/1/1934","5/4/2011","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","http://www.citstatebank.com","72","325142","5055","354","22203","0","281412","5456","0","6148","122","2455","7747","325142","290109","278755","247066","278755","83.8940584406274","0","0","10637","0","717","35033","35033","0","1132","18868","15033","0","1610","0","5509","303969","85865","323860.5","322357.5","301194","318907","0","0","0","0","38489","15006","10637","0","71134","32983","3786","71134","0"
"18356","13998","413543","1969485","Citizens State Bank","Sheldon","IA","51201","9/30/2018","11/14/2018","NM","808 Third Avenue","DIXON BANCSHARES, INC.","2","0","0","2","1","Obrien","","","3/15/1961","3/15/1961","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.csbsheldon.com","21","118522","6088","2978","18423","0","89580","1398","0","804","0","1495","2132","118522","101576","98610","74628","98610","88.7260268418278","0","0","2750","0","216","16946","16946","0","320","4942","11684","0","188","0","1534","110981","40279","119997.75","119458","91736","120259","0","0","0","0","3052","2340","2750","0","14612","15647","1150","14612","0"
"22523","0","139834","1142318","Citizens State Bank","Vernon","AL","35592","9/30/2018","11/14/2018","NM","315 Columbus Avenue Nw","CITIZENS SOUTHERN BANCSHARES, INC.","2","0","0","7","1","Lamar","","","9/9/1977","9/9/1977","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","15","69597","4045","1312","38921","2750","22625","447","0","95","180","0","981","69597","59758","47496","41130","47496","92.4590577501209","0","0","12000","0","262","9839","9839","0","38","2762","7039","0","13","0","368","65608","36683","71704.5","69918","26341","70156","0","0","0","0","4243","350","12000","0","591","10842","331","591","0"
"2467","11635","149150","3559862","Citizens State Bank","Cadott","WI","54727","9/30/2018","11/14/2018","NM","304 North Main Street","CITIZENS BANCORP, INC.","4","0","0","4","0","Chippewa","20740","Eau Claire, WI","8/20/1902","1/1/1934","8/31/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","http://www.csbankcadott.com","35","117227","8729","6896","17882","2010","85880","1930","0","2056","33","0","637","117227","104614","97921","78833","97921","90.790575167936","0","0","6272","0","421","12613","12613","0","100","4500","8013","0","1714","0","292","112668","20721","119439.75","117153","88995","116317","0","0","0","0","9139","136","6000","1789","17169","12977","1123","17169","0"
"11905","0","899651","1105818","Citizens State Bank","Corrigan","TX","75939","9/30/2018","11/14/2018","NM","300 North Home Street","CITIZENS STATE FINANCIAL CORPORATION","2","0","0","8","1","Polk","","","1/1/1919","1/1/1934","10/27/2011","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://WWW.CSBANKTX.COM","31","125399","7491","2207","43748","0","73039","874","0","153","8","0","960","125399","111826","111137","84807","111137","85.3836609181967","0","0","0","0","689","13573","13573","0","1000","2000","10573","0","368","0","753","118994","6583","127724","126278.5","77579","124773","0","0","0","0","7879","3034","0","0","2544","15083","874","2544","0"
"15519","0","296755","3647572","Citizens State Bank","Miles","TX","76861","9/30/2018","11/14/2018","NM","111 South Robinson","CSB FINANCIAL CORPORATION","2","0","0","4","1","Runnels","","","8/2/1937","8/2/1937","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.citizensstatebk.com","20","140390","21700","20235","0","0","115592","1765","0","1316","28","0","1754","140390","126820","126382","88927","126382","77.8383036589608","0","0","0","0","438","13570","13570","0","500","1900","11170","0","872","0","1074","135827","43716","130123.5","134318","102440","135918","320","320","0","0","27600","2359","0","1285","17964","13570","1286","17964","0"
"15333","13132","947655","1126671","Citizens State Bank - Midwest","Cavalier","ND","58220","9/30/2018","11/14/2018","NM","307 Main Street West","KODA BANCOR, INC.","5","0","1","2","1","Pembina","","","2/7/1936","2/7/1936","3/15/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.csbmidwest.com","25","122955","3239","719","17144","0","92008","300","0","2393","168","1251","6752","122955","104889","101545","78826","101545","86.89626000905","0","0","2500","0","844","18066","18066","0","300","16512","1254","0","338","0","1487","109871","23482","124789","124538","102278","126226","3172","2716","0","456","3318","3579","2500","0","18560","16999","323","18560","0"
"11778","13160","733951","2855679","Citizens State Bank and Trust Co., Ellsworth, Kansas","Ellsworth","KS","67439","9/30/2018","11/14/2018","SM","203 North Douglas Avenue","CSB BANCSHARES, INC. AMENDED ESOP","6","0","0","2","1","Ellsworth","","","5/31/1900","1/1/1934","3/28/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","WWW.CSBANC.COM","51","183047","3511","1268","66474","0","104888","1183","0","1891","21","2245","4017","183047","167189","134608","106844","134608","72.2046104161253","0","0","32112","0","469","15858","15858","0","600","10936","4322","0","508","0","1861","172630","108705","185235.5","183098","97362","181102","102","102","0","0","13163","2454","32112","0","7354","16448","1183","7354","0"
"5830","12352","678557","1051951","Citizens State Bank and Trust Company","Hiawatha","KS","66434","9/30/2018","11/14/2018","NM","610 Oregon Street","CROSSDALE, INC.","2","0","0","2","1","Brown","","","1/1/1907","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.csbkansas.com","23","87446","9280","7882","17822","5804","52722","431","0","478","0","0","1340","87446","73076","68871","54468","68871","77.0482522355127","4068","0","0","0","137","14370","14370","0","500","1400","12470","0","14","0","1091","84230","25137","92747.75","90438.5","60447","89816","0","0","0","0","4568","30","0","0","10144","14509","431","10144","0"
"1933","0","875655","2780717","Citizens State Bank Norwood Young America","Norwood Young Am","MN","55368","9/30/2018","11/14/2018","NM","409 Faxon Road","PIESCO, INC.","1","0","0","2","1","Carver","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/5/1914","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.citizensstatebanknya.com","19","84306","18905","17101","0","0","58301","667","0","1827","970","3166","1137","84306","72169","71540","56238","71540","93.1272966062621","0","0","0","0","629","12137","12137","0","150","7042","4945","0","1493","0","503","75402","2867","83453.25","84660.5","61227","82292","230","230","0","0","2043","345","0","410","7237","8971","667","7237","681"
"1918","15428","1001451","1122066","Citizens State Bank of Glenville","Glenville","MN","56036","9/30/2018","11/14/2018","NM","300 West Main Street","CITIZENS INVESTMENT CO., INC.","1","0","0","2","1","Freeborn","","","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.csbglenville.com","10","40241","11544","9890","12983","600","14652","280","0","53","0","0","409","40241","35794","35559","25073","35559","91.4012649332396","0","0","178","0","57","4447","4447","0","75","1875","2497","0","0","0","258","38125","3458","40896","40074.5","17717","40282","0","0","0","0","0","38","178","0","0","4447","222","0","0"
"10957","15514","82659","1992335","Citizens State Bank of Hayfield","Hayfield","MN","55940","9/30/2018","11/14/2018","NM","216 1st Avenue Ne","COUNTRY BANKERS, INC.","3","0","0","2","1","Dodge","40340","Rochester, MN","6/10/1910","1/1/1934","5/21/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.csbankmn.com","27","92580","9743","6009","10658","334","68546","880","0","1133","0","13","2153","92580","85200","83781","59842","83781","89.4706737529493","0","0","1225","0","194","7380","7380","0","480","6020","880","0","2324","0","771","85547","13500","92220.5","94132.5","70258","93506","986","986","0","0","946","5","1000","0","8901","7639","878","8901","0"
"1513","0","447557","1123782","Citizens State Bank of La Crosse","La Crosse","WI","54601","9/30/2018","11/14/2018","NM","620 Main Street","CLAYTON BANKSHARES, INC.","4","0","0","4","1","La Crosse","29100","La Crosse-Onalaska, WI-MN","12/9/1907","1/1/1934","8/25/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.citizensstatebank.us","61","270488","15516","8106","4592","3810","241878","2038","0","1770","708","136","2078","270488","247393","215728","178392","215728","70.2357800374136","0","0","31287","0","378","23095","23095","0","110","2490","20495","0","45","0","959","258386","10957","256394","265432","227044","256486","0","0","0","0","25690","3816","31287","716","44258","23042","2039","44258","0"
"9422","0","940852","2253060","Citizens State Bank of Lankin","Lankin","ND","58250","9/30/2018","11/14/2018","NM","401 Main Street","CITIZENS STATE BANCSHARES, INC.","4","0","0","2","1","Walsh","","","5/15/1905","1/1/1934","2/9/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.csb100.com","16","44044","4250","3870","11706","0","26180","544","0","662","0","0","1246","44044","39962","35545","27421","35545","94.8841915898358","3840","0","500","0","77","4082","4082","0","125","2675","1282","0","323","0","555","41756","13270","44064.5","43316.5","28675","43055","515","286","0","229","4867","1302","500","0","2030","4358","360","2030","0"
"6186","12650","479446","1136410","Citizens State Bank of Loyal","Loyal","WI","54446","9/30/2018","11/14/2018","NM","400 North Main Street","CITIZENS BANCSHARES OF LOYAL, INC.","5","0","0","2","0","Clark","","","12/15/1909","1/1/1934","2/1/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","http://www.csbloyal.com","53","201683","9459","6232","57056","0","122787","1806","0","3313","69","0","8999","201683","176324","164538","139184","164538","79.4301720785534","144","0","9000","0","2642","25359","25359","0","200","6300","18859","0","1266","364","917","186075","33464","203847.5","203050","158711","203042","6164","6164","0","0","6097","3443","9000","0","24027","25774","1806","24027","10030"
"10327","0","954653","3037566","Citizens State Bank of Luling","Luling","TX","78648","9/30/2018","11/14/2018","NM","200 South Magnolia Avenue","SPECTOR HOLDINGS LIMITED PARTNERSHIP","2","0","0","4","0","Caldwell","12420","Austin-Round Rock, TX","1/2/1914","1/1/1934","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.csbsa.com","18","65498","3205","211","5218","0","56047","824","0","504","0","0","524","65498","55206","55001","38681","55001","87.2143960737981","0","0","100","0","105","10292","10292","0","676","5187","4429","0","59","0","172","61476","37028","67216","66987","58256","67785","0","0","0","0","1462","373","100","0","4796","10333","729","4796","0"
"931","14032","771047","1201390","Citizens State Bank of Milford","Milford","IL","60953","9/30/2018","11/14/2018","NM","36 East Jones Street","ARTHUR R. MURRAY, INC.","1","0","0","2","1","Iroquois","","","9/23/1907","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.thefarmbank.com","14","43393","6277","5372","9513","0","24854","91","0","297","978","0","1474","43393","39191","39134","31512","39134","80.3264034325995","0","0","0","0","57","4202","4202","0","300","1695","2207","0","16","0","618","39739","8991","45001","43256.5","32319","43609","738","738","0","0","627","53","0","0","7397","4292","91","7397","0"
"13107","11537","1000641","1200405","Citizens State Bank of New Castle, Indiana","New Castle","IN","47362","9/30/2018","11/14/2018","NM","1238 Broad Street","TOWN FINANCIAL CORPORATION","15","0","0","8","0","Henry","","","7/3/1873","1/1/1934","1/1/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.citizensstatebankindiana.com","143","524746","52289","47277","98091","4869","345162","5014","0","7551","14","0","16770","524746","475455","472592","455389","472592","71.9996092524042","0","0","0","0","2863","49291","49291","0","1800","4006","43485","0","734","0","1752","495399","237466","518220.5","525629.5","352131","525930","10651","10651","0","0","11891","886","0","256","80116","51355","4409","80116","0"
"10167","15719","822051","2613589","Citizens State Bank of Roseau","Roseau","MN","56751","9/30/2018","11/14/2018","NM","118 Main Avenue South","ROSEAU REALTY CO., INC.","1","0","0","8","1","Roseau","","","5/3/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.citizensros.com","42","204678","6584","5009","84830","0","110317","1447","0","763","0","0","2184","204678","179556","178524","148691","178524","74.0882917466411","0","0","0","0","1032","25122","25122","0","200","13000","11922","0","3439","0","1330","200156","58165","204489.5","205862.5","163825","204536","0","0","0","0","37520","1805","0","0","14497","27112","1447","14497","0"
"10582","0","207957","1123287","Citizens State Bank of Tyler, Incorporated","Tyler","MN","56178","9/30/2018","11/14/2018","NM","111 North Tyler St","CITIZENS STATE AGENCY OF TYLER, INC.","1","0","0","7","0","Lincoln","","","5/28/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.csbtylermn.com","5","21840","9881","8060","6934","0","4425","107","0","269","4","0","327","21840","19774","19743","14359","19743","89.0413733731706","0","0","0","0","31","2066","2066","0","100","1000","966","0","46","0","106","19419","1272","22510.25","21951.5","6047","22032","0","0","0","0","0","85","0","0","3","2181","75","3","0"
"9337","0","213958","1133549","Citizens State Bank of Waverly, Inc.","Waverly","MN","55390","9/30/2018","11/14/2018","NM","609 Pacific Avenue","CATTAIL BANCSHARES, INC.","2","0","0","2","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1907","1/1/1934","5/30/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.bankwaverly.com","18","73213","8670","7878","12145","800","45521","538","0","1109","0","2886","2082","73213","64458","63103","43017","63103","82.5971227580962","0","0","1149","0","206","8755","8755","0","50","8313","392","0","88","0","272","66344","16003","71777.75","72453","45241","69648","1598","1598","0","0","0","8","1149","0","5930","6155","538","5930","1465"
"1118","0","274856","0","Citizens State Bank, of Arlington","Arlington","SD","57212","9/30/2018","11/14/2018","SM","128 Main St","","3","0","0","2","0","Kingsbury","","","8/28/1901","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.csbarlington.com","20","107519","8120","6256","21742","0","74334","1217","0","433","0","229","2661","107519","93616","84913","76973","84913","83.2468922367663","800","0","7700","0","203","13903","13903","0","92","4900","8911","0","669","0","1750","102332","8399","105415.25","106499","79375","106030","0","0","0","0","11964","1465","7700","0","12319","13860","995","12319","0"
"20818","9076","162337","1085330","Citizens Tri-County Bank","Dunlap","TN","37327","9/30/2018","11/14/2018","NM","15699 Rankin Avenue","SEQUATCHIE VALLEY BANCSHARES, INC.","26","0","0","8","1","Sequatchie","16860","Chattanooga, TN-GA","10/2/1972","10/2/1972","8/27/2016","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.ctcbonline.com","274","842119","52210","5517","213960","0","530375","7900","0","13757","784","6145","24888","842119","752476","745617","596056","745617","82.0886212059889","0","0","0","0","6859","89643","89643","0","200","32678","56765","0","8371","0","4390","749852","219182","841130","842105.5","456138","831572","15324","15324","0","0","58544","882","0","0","78818","85455","5729","78818","1006"
"8033","13649","680130","1078958","Citizens Trust Bank","Atlanta","GA","30331","9/30/2018","11/14/2018","SM","3705 Cascade Road Sw","CITIZENS BANCSHARES CORPORATION","8","0","1","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","6/18/1921","1/1/1934","6/30/2017","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.ctbconnect.com","91","395923","11817","9316","93842","15475","247731","1683","0","7926","546","362","18224","395923","354216","344626","231544","344626","67.1926823611272","0","0","5179","0","4411","41707","41707","0","1500","11387","28820","0","1714","0","1466","366364","107052","410012.75","397669","278389","396497","10835","10835","0","0","25384","10066","5179","0","26116","43551","1683","26116","0"
"5840","9247","65746","1097566","Citizens Union Bank of Shelbyville","Shelbyville","KY","40065","9/30/2018","11/14/2018","NM","1854 Midland Trail","CITIZENS UNION BANCORP OF SHELBYVILLE, INC.","16","0","0","4","0","Shelby","31140","Louisville-Jefferson County, KY-IN","7/1/1888","1/1/1934","3/18/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","http://www.cubbank.com","182","755695","51488","43515","57467","3344","591361","6457","0","21805","3356","3404","23470","755695","651042","592827","457825","592827","86.7940931184662","4045","0","48331","0","5839","104653","104653","0","498","82444","21711","0","4608","0","2727","695687","284537","744187.5","744448.5","699634","735654","2006","2006","0","0","19938","329","48331","2919","146217","98289","6457","146217","10157"
"8738","0","192147","1491360","Citizens' Bank & Trust Co.","Van Buren","AR","72956","9/30/2018","11/14/2018","SM","3110 Alma Highway","FIRST BANK CORP","8","0","0","4","0","Crawford","22900","Fort Smith, AR-OK","5/1/1886","1/1/1934","6/17/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.cbankandtrust.com","102","394865","14792","8995","130798","0","232365","4261","0","4518","374","477","11541","394865","344377","340867","268261","340867","73.1957765068192","1981","0","0","0","1529","50488","50488","0","400","2100","47988","0","1411","0","2040","372158","73409","397820.75","396815.5","255133","392836","5505","5505","0","0","53471","3342","0","562","29900","51272","3202","29900","0"
"17830","0","376947","2688596","Citizens' Bank of Charleston","Charleston","MO","63834","9/30/2018","11/14/2018","NM","207 East Commercial Street","CITIZENS BANCORP, INC","2","0","0","2","0","Mississippi","","","1/20/1958","2/4/1958","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.citizensbankinfo.com","18","126479","11356","8719","14121","3994","92521","1822","0","1632","0","0","2855","126478","103236","102967","84837","102967","94.9464755379136","0","0","0","0","269","23242","23242","0","100","800","22342","0","728","0","1946","119355","19070","132278.5","129500","99242","128389","129","129","0","0","4569","9275","0","0","9779","23447","1247","9779","0"
"23523","13156","563336","1144040","Citizens' Bank, Inc.","Robertsdale","AL","36567","9/30/2018","11/14/2018","NM","21980 Palmer Street","CITIZENS' CAPITAL CORPORATION","3","0","0","4","1","Baldwin","19300","Daphne-Fairhope-Foley, AL","9/8/1981","9/8/1981","3/20/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","https://www.citizensbankal.com","31","106522","8078","4614","22088","500","69139","1065","0","1339","1792","0","3586","106522","94077","93536","59922","93536","82.6179431820611","0","0","0","0","541","12445","12445","0","100","700","11645","0","274","0","468","96341","18882","108450.75","107260","66836","108222","2509","915","0","1594","3289","345","0","0","12655","13028","838","12655","0"
"25103","0","575254","3382332","City Bank","Lubbock","TX","79407","9/30/2018","11/14/2018","NM","5219 City Bank Parkway","SOUTH PLAINS FINANCIAL, INC. EMPLOYEE STOCK OWNERSHIP PLAN","36","0","1","4","0","Lubbock","31180","Lubbock, TX","4/13/1984","4/13/1984","8/16/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","0","www.city.bank","632","2685635","165741","124940","398475","0","1964557","21073","0","60570","2609","0","93683","2685635","2427124","2284612","1744356","2284612","75.8942884412265","12050","0","95000","0","35462","258511","258511","0","1250","151024","106237","0","7225","1508","12548","2487972","661954","2612720.25","2650142","2159686","2641081","56889","25199","11267","20423","136863","10274","95000","17545","321115","264000","21253","321115","387174"
"12608","11822","841753","2625283","City Bank & Trust Co.","Natchitoches","LA","71457","9/30/2018","11/14/2018","NM","2nd And St. Denis Streets","CITY BANCSHARES, INC.","5","0","0","7","1","Natchitoches","","","1/1/1933","1/1/1934","12/31/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.mycitybank.com","61","242234","11506","7241","146961","0","78789","656","0","2015","0","0","2963","242234","220035","196990","144977","196990","87.2094911401141","1662","0","20875","0","508","22199","22199","0","490","8599","13110","0","189","0","1395","232991","31407","248313.75","244535","130965","225108","0","0","0","0","28060","338","20875","0","9401","24926","656","9401","0"
"5396","14204","79855","1141553","City Bank & Trust Co.","Lincoln","NE","68516","9/30/2018","11/14/2018","NM","2929 Pine Lake Road","TCM COMPANY","4","0","0","4","0","Lancaster","30700","Lincoln, NE","4/18/1910","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.citybankandtrust.com","30","149767","18909","15827","24177","4500","100256","997","0","645","0","0","1280","149767","127891","127393","94354","127393","74.3924925655371","0","0","0","0","498","21876","21876","0","608","15442","5826","0","5","0","667","144760","4039","144815.5","144688","106427","143531","0","0","0","0","1124","74","0","432","14806","22070","997","14806","3496"
"34352","0","2697963","2697954","City First Bank of D.C., National Association","Washington","DC","20009","9/30/2018","11/14/2018","N","1432 U Street, N.W.","CITY FIRST ENTERPRISES, INC.","1","0","0","4","0","District Of Columb","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11/24/1998","11/24/1998","9/16/2010","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.cityfirstbank.com","41","313582","64199","62700","90747","19544","127762","2162","0","4297","2285","0","4748","313582","283879","237447","200538","237447","66.9626250810028","26795","0","17407","0","2230","29703","29478","0","580","22520","6378","225","2297","0","996","300753","93312","309706","310547","168896","316168","0","0","0","0","31556","0","3407","0","13242","31287","2112","13242","0"
"17281","12900","63069","5280254","City National Bank","Los Angeles","CA","90071","9/30/2018","11/14/2018","N","555 S. Flower Street","RBC US GROUP HOLDINGS LLC","78","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/4/1953","12/4/1953","3/16/2018","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","http://www.cnb.com","4779","48393372","1349105","915339","10576648","200000","33753381","383072","94727","329259","1252","552244","1536756","48393372","44068983","42115549","17938749","42115549","40.1151489514746","0","100480","191773","624428","1036753","4324389","4324389","0","90000","1514877","2719512","0","87010","320","143446","45508503","16789269","48133427.25","48354471.5","36567375","48387749","252706","96187","156519","0","379975","2085","0","0","15043673","3961578","905528","15043673","11480032"
"24367","0","697950","3218543","City National Bank","Corsicana","TX","75110","9/30/2018","11/14/2018","N","1465 West Second Avenue","CITY BANCSHARES, INC.","1","0","0","4","1","Navarro","","","2/28/1983","2/28/1983","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.mycnbtx.com","14","48064","8659","7307","2751","0","34925","512","0","589","0","0","1140","48064","42574","41296","27721","41296","96.9815606950386","0","0","662","0","616","5490","5490","0","1212","1212","3066","0","0","0","148","44983","20092","47977.75","47989.5","28838","47515","689","689","0","0","1281","2257","662","0","3790","5524","362","3790","0"
"20234","13121","814430","3762457","City National Bank of Florida","Miami","FL","33101","9/30/2018","11/14/2018","N","25 West Flagler Street","BCI FINANCIAL GROUP, INC.","44","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","8/12/1970","8/12/1970","6/15/2018","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.citynational.com","798","13951549","277632","182436","2615609","0","10031378","25767","22573","87255","412","258814","657876","13951549","12280419","10657115","7368861","10657115","34.3254244357517","154345","22531","1290000","0","156428","1671130","1671130","0","14211","1488415","168504","0","45163","0","39906","12829423","4975872","12257189.5","14025820.5","11020353","13675962","261407","149584","19437","92386","2326987","1915","1290000","788","1608075","1431835","27446","1608075","2179353"
