cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"35278","0","2808602","2808590","Capital Bank, National Association","Rockville","MD","20850","9/30/2018","11/14/2018","N","One Church Street","CAPITAL BANCORP, INC.","6","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/14/1999","12/14/1999","10/8/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.capitalbankmd.com","912176","912176","730632","5618","85729","90197","0","0","","241346","175176","670830","275831","64575","330424","737000","235154","677022","725390","521690","2680","116185","76978","89478","",""
"9622","13205","876634","1085509","Capital City Bank","Tallahassee","FL","32301","9/30/2018","11/14/2018","SM","217 North Monroe Street","CAPITAL CITY BANK GROUP, INC.","65","0","1","4","0","Leon","45220","Tallahassee, FL","6/13/1907","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","www.ccbg.com","2417680","2417680","2161792","2","255387","498","0","0","","518835","314693","1898844","254099","1518249","126496","2102986","975690","1441990","2410927","1702627","34502","0","0","0","",""
"33823","13865","2068107","2641621","Capital Community Bank","Provo","UT","84604","9/30/2018","11/14/2018","NM","3280 N. University Avenue","CAPITAL COMMUNITY BANCORPORATION, INC.","6","0","0","4","0","Utah","39340","Provo-Orem, UT","7/29/1993","7/29/1993","6/29/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","http://www.ccbankutah.com","306626","306626","199123","0","7896","99607","0","0","","71576","57958","235050","39710","12700","182640","248668","57958","248668","272367","245628","739","0","0","99607","",""
"33954","0","2253891","2277860","Capital One Bank (USA), National Association","Glen Allen","VA","23060","9/30/2018","11/14/2018","N","4851 Cox Road","CAPITAL ONE FINANCIAL CORPORATION","1","2","0","3","0","Henrico","40060","Richmond, VA","11/22/1994","11/22/1994","9/26/2017","Stock","0","0","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","0","0","www.capitalone.com","70749565","70631032","25130029","3","0","45501000","0","0","118533","70116","67749","70560916","12897336","373790","57289790","70563283","441566","70189466","11758308","16908401","0","13349922","13349922","372231","118533","0"
"4297","11780","112837","2277860","Capital One, National Association","Mclean","VA","22102","9/30/2018","11/14/2018","N","1680 Capital One Drive","CAPITAL ONE FINANCIAL CORPORATION","549","1","1","9","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/22/1933","1/1/1934","11/1/2012","Stock","0","1","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","0","0","www.capitalone.com","233294443","233086565","227705928","193","5374293","6151","0","0","207878","19189651","17950651","213896914","86159200","104912801","22824914","215135914","25320204","207766361","222105099","184208862","2891375","7759972","7592651","8084319","0","207878"
"34074","14016","2339599","2339610","Capitol Bank","Madison","WI","53717","9/30/2018","11/14/2018","NM","710 North High Point Road","CAPITOL BANKSHARES, INC.","13","0","0","4","0","Dane","31540","Madison, WI","10/9/1995","10/9/1995","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.capitolbank.com","295782","295782","248370","0","44836","2576","0","0","","73303","53781","222479","123825","11057","87596","242001","53781","242001","253779","203890","3543","22212","21454","1337","",""
"27981","670","968070","0","Capitol Federal Savings Bank","Topeka","KS","66603","9/30/2018","11/14/2018","SA","700 S Kansas Ave","","58","0","1","5","0","Shawnee","45820","Topeka, KS","1/1/1893","9/16/1938","8/31/2018","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.capfed.com","5826729","5826729","5391471","4057","431200","0","0","0","","372180","172877","5454548","2084711","432784","2937055","5653851","422232","5404497","5165692","4671793","587183","0","0","0","",""
"24199","0","285544","0","Capitol National Bank","Lansing","MI","48933","9/30/2018","11/14/2018","N","200 Washington Square North","","2","0","0","4","0","Ingham","29620","Lansing-East Lansing, MI","11/22/1982","11/22/1982","7/23/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","http://www.capitolnational.com","103894","103894","100099","4","3650","141","0","0","","75271","34797","28623","17311","3365","7946","69097","34797","69097","100347","80578","772","3547","3547","0","",""
"9998","12053","18836","1131750","Capon Valley Bank","Wardensville","WV","26851","9/30/2018","11/14/2018","NM","2 W. Main Street","HIGHLANDS BANKSHARES, INC.","5","0","1","6","0","Hardy","","","7/1/1918","1/1/1934","10/19/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.caponvalleybank.com","130223","130223","125740","0","4484","0","0","0","","39944","29320","90280","13431","17442","59407","100904","30567","99656","126981","126918","13213","0","0","0","",""
"58823","0","3715444","4933272","CapStar Bank","Nashville","TN","37203","9/30/2018","11/14/2018","SM","1201 Demonbreun St Suite 700","CAPSTAR FINANCIAL HOLDINGS, INC.","5","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","7/14/2008","7/14/2008","9/30/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.capstarbank.com","1142628","1142628","826569","0","175093","140965","0","0","","563316","445717","579311","374023","2962","202327","696910","256017","886611","971169","441650","7101","73165","73165","4616","",""
"19278","0","732954","0","Carmine State Bank","Carmine","TX","78932","9/30/2018","11/14/2018","NM","235 Centennial Street","","1","0","0","7","0","Fayette","","","7/1/1907","11/4/1964","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.carminestatebank.com","69853","69853","69578","0","275","0","0","0","","16963","16963","52890","3684","8980","40226","52890","16771","53082","57170","57887","2520","0","0","0","",""
"58432","0","3486623","5158269","Carolina Alliance Bank","Spartanburg","SC","29306","9/30/2018","11/14/2018","NM","200 South Church Street","CAB FINANCIAL CORPORATION","7","0","1","4","0","Spartanburg","43900","Spartanburg, SC","1/8/2007","1/8/2007","10/3/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.carolinaalliancebank.com","618533","618533","569261","1","43012","6259","0","0","","219249","130335","399284","181074","43187","175022","488198","141838","476695","535503","493977","13752","55215","55215","4411","",""
"16723","0","355120","1076525","Carolina Bank & Trust Co.","Lamar","SC","29069","9/30/2018","11/14/2018","NM","114 South Main Street","FIRST CAROLINA BANCSHARES CORPORATION","14","0","0","4","0","Darlington","22500","Florence, SC","3/3/1936","8/16/1948","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.carolinabank.net","402514","402514","340308","0","62206","0","0","0","","198687","123801","203827","109064","29842","64921","278713","123801","278713","390071","299877","14675","0","0","0","",""
"57026","0","2966614","4986595","Carolina Trust Bank","Lincolnton","NC","28092","9/30/2018","11/14/2018","NM","901 East Main Street","CAROLINA TRUST BANCSHARES, INC.","9","0","0","4","0","Lincoln","16740","Charlotte-Concord-Gastonia, NC-SC","12/8/2000","12/8/2000","11/16/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","www.carolinatrust.com","395699","395699","371281","0","10887","13531","0","0","","121011","75998","274688","78572","23442","172674","319701","75998","319701","345044","330125","19403","17208","17208","11044","",""
"2380","10331","541857","1848825","Carroll Bank and Trust","Huntingdon","TN","38344","9/30/2018","11/14/2018","NM","19510 West Main Street","CARROLL FINANCIAL SERVICES, INC.","8","0","0","4","0","Carroll","","","9/9/1907","1/1/1934","12/1/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.carrollbank.com","245862","245862","207600","0","38012","250","0","0","","87479","43626","158383","24248","21237","112898","202236","43625","202237","215956","213469","19032","0","0","0","",""
"32393","8217","395274","4256159","Carroll Community Bank","Sykesville","MD","21784","9/30/2018","11/14/2018","NM","1321 Liberty Road","CARROLL BANCORP, INC.","3","0","0","4","0","Carroll","12580","Baltimore-Columbia-Towson, MD","4/4/1904","10/25/1985","10/12/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.carrollcobank.com","156243","156243","145698","0","10545","0","0","0","","35831","35831","120412","11578","28378","80457","120412","14592","141651","123727","134088","9645","15949","15949","0","",""
"1611","13004","490843","1131013","Carroll County Trust Company of Carrollton, Missouri","Carrollton","MO","64633","9/30/2018","11/14/2018","NM","2 South Folger","CARROLL COUNTY BANCSHARES, INC.","2","0","0","2","1","Carroll","","","1/1/1919","1/1/1934","8/12/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.cctconline.com","128267","128267","77882","0","35761","14624","0","0","","52203","25093","76064","15996","12338","47730","103174","25093","103174","108696","103868","2157","13730","13730","0","",""
"12383","13483","1001648","1860863","Carrollton Bank","Carrollton","IL","62016","9/30/2018","11/14/2018","NM","315 West Public Square","CBX CORPORATION","11","0","1","4","1","Greene","","","1/1/1877","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","https://carrolltonbanking.com","1404558","1404558","1251177","0","151417","1964","0","0","","464776","261624","939782","571280","37426","331076","1142934","247566","1156992","1218850","927067","26064","0","0","0","",""
"29774","4069","219679","0","Carrollton Federal Bank","Carrollton","KY","41008","9/30/2018","11/14/2018","SA","2539 Highway 227","","1","0","0","5","0","Carroll","","","1/1/1890","5/26/1937","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","www.carrolltonfederal.com","26896","26896","23138","0","3758","0","0","0","","6693","3526","20203","0","9528","10675","23370","3255","23641","25894","24420","1701","0","0","0","",""
"17369","0","171656","1061455","Carson Bank","Mulvane","KS","67110","9/30/2018","11/14/2018","NM","122 West Main Street","MULVANE BANKSHARES, INC.","4","0","0","4","1","Sumner","48620","Wichita, KS","7/1/1886","11/5/1954","7/1/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.carsonbank.com","100403","100403","72866","0","27537","0","0","0","","45310","23787","55093","13710","14964","26419","76616","23787","76616","84470","75347","2374","0","0","0","",""
"58596","0","3476192","0","Carter Bank & Trust","Martinsville","VA","24112","9/30/2018","11/14/2018","NM","4 E. Commonwealth Boulevard","","105","0","1","4","0","Martinsville City","","","12/30/2006","12/30/2006","2/15/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","www.carterbankandtrust.com","3589385","3589385","3474283","0","72819","42283","0","0","","766708","556505","2822677","78610","634206","2109861","3032880","556505","3032880","3403842","3453071","424249","20000","0","41449","",""
"28942","2657","900678","0","Carthage Federal Savings and Loan Association","Carthage","NY","13619","9/30/2018","11/14/2018","SA","313 State St","","4","0","0","5","0","Jefferson","48060","Watertown-Fort Drum, NY","1/1/1888","9/19/1951","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","carthagesavings.com","189967","189967","169840","0","20127","0","0","0","","40482","18702","149485","17684","24837","106964","171265","40482","149485","154610","143452","22180","1933","0","0","",""
"30394","5273","268677","0","Carver Federal Savings Bank","New York","NY","10027","9/30/2018","11/14/2018","SA","75 West 125th Street","","9","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1948","3/7/1949","12/31/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.Carverbank.com","544446","544446","446720","0","22860","74866","0","0","","92405","84256","452041","98913","100032","253098","460190","59624","484822","409114","486989","6031","101492","101492","43399","",""
"16584","10722","370833","3190023","Carver State Bank","Savannah","GA","31401","9/30/2018","11/14/2018","NM","701 Martin Luther King, Jr B","CARVER FINANCIAL CORPORATION","2","0","0","4","0","Chatham","42340","Savannah, GA","1/1/1927","6/4/1947","5/8/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://WWW.CARVERSTATEBANK.COM","31720","31720","29492","0","2228","0","0","0","","8924","5437","22796","1581","4822","16391","26283","5438","26282","23092","30111","256","7476","7476","1992","",""
"3614","0","306337","3958867","Casey State Bank","Casey","IL","62420","9/30/2018","11/14/2018","NM","305-307 N. Central Avenue","EAGLE FINANCIAL CORP.","10","0","0","2","1","Clark","","","1/1/1880","1/1/1934","11/13/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","WWW.CASEYSTATEBANK.COM","268544","268544","224964","0","43579","1","0","0","","94803","38589","173741","35390","28779","109570","229955","38638","229906","242019","223906","12532","0","0","0","",""
"1265","11548","574976","0","Cashmere Valley Bank","Cashmere","WA","98815","9/30/2018","11/14/2018","NM","117 Aplets Way","","12","0","0","4","0","Chelan","48300","Wenatchee, WA","9/24/1932","1/1/1934","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.cashmerevalleybank.com","1322694","1322694","1285385","0","37141","169","0","0","","109046","50658","1213649","203668","789137","220843","1272037","239387","1083307","1288366","1055124","46325","0","0","0","",""
"1068","0","177751","1098648","Cass Commercial Bank","Des Peres","MO","63131","9/30/2018","11/14/2018","SM","12412 Powerscourt Drive","CASS INFORMATION SYSTEMS, INC.","5","0","1","4","0","Saint Louis","41180","St. Louis, MO-IL","1/1/1906","1/1/1934","2/19/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.cassbank.com","716892","716892","710479","0","5625","788","0","0","","122728","111691","594164","527515","10381","56269","605201","352563","364329","593313","294655","110","106809","106809","0","",""
"19645","0","734051","1056415","Cass County Bank, Inc.","Plattsmouth","NE","68048","9/30/2018","11/14/2018","NM","2020 West 8th Avenue","CITIZENS NATIONAL CORPORATION","2","0","0","4","1","Cass","36540","Omaha-Council Bluffs, NE-IA","11/8/1966","11/8/1966","7/20/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","http://www.casscountybank.com","62022","62022","52900","1","7755","1366","0","0","","25942","11285","36080","6532","4720","24828","50737","11285","50736","51826","57067","1887","8241","8241","0","",""
"1913","0","152253","0","Castle Rock Bank","Castle Rock","MN","55010","9/30/2018","11/14/2018","NM","27925 Danville Avenue","","2","0","0","2","1","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/16/1916","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.castlerockbank.net","172050","172050","157871","0","11689","2490","0","0","","41254","34887","130796","14488","54740","61567","137163","34887","137163","156071","142100","11317","0","0","0","",""
"17979","0","742056","0","Castroville State Bank","Castroville","TX","78009","9/30/2018","11/14/2018","NM","Paris And Lorenzo","","2","0","0","8","0","Medina","41700","San Antonio-New Braunfels, TX","4/2/1959","4/2/1959","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.CASTROVILLESTATEBANK.COM","137270","137270","112388","0","24882","0","0","0","","49736","24937","87534","27647","12439","47448","112333","24937","112333","121777","106843","4117","0","0","0","",""
"10532","12420","930853","1109722","Catahoula - LaSalle Bank","Jonesville","LA","71343","9/30/2018","11/14/2018","NM","301 Mound Street","CATAHOULA HOLDING COMPANY","6","0","0","2","1","Catahoula","","","10/5/1907","1/1/1934","11/17/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.catlabank.com","160225","160225","140689","0","19537","0","0","0","","91672","40715","68554","2242","27611","38701","119511","40715","119510","154210","127008","6789","0","0","0","",""
"18503","10611","595869","1843080","Cathay Bank","Los Angeles","CA","90012","9/30/2018","11/14/2018","NM","777 North Broadway Street","CATHAY GENERAL BANCORP","67","1","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","4/19/1962","4/19/1962","10/27/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","www.cathaybank.com","13642124","13294068","12858829","0","188141","70829","176269","0","348056","301463","278249","12992605","6118661","694393","6179553","13015819","2876563","10417505","9998935","7802184","115746","957461","918761","55838","142024","206031"
"3615","0","307932","1246793","Catlin Bank","Catlin","IL","61817","9/30/2018","11/14/2018","NM","202 South Sandusky Street","BUTLER POINT, INC.","3","0","0","4","0","Vermilion","19180","Danville, IL","5/28/1904","1/1/1934","6/27/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.catlinbank.com","52421","52421","38788","0","13633","0","0","0","","26299","11407","26122","0","13380","12742","41014","11407","41014","50164","41439","805","0","0","0","",""
