cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"57230","0","3049635","3049626","Douglas National Bank","Douglas","GA","31533","9/30/2018","11/14/2018","N","211 East Ward Street","DNB FINANCIAL SERVICES, INC.","1","0","0","4","1","Coffee","","","11/19/2001","11/19/2001","7/26/2007","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.dnbdouglas.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57336","0","3090833","3090842","Drake Bank","Saint Paul","MN","55107","9/30/2018","11/14/2018","NM","60 Plato Blvd, # 100","PLATO HOLDINGS, INC.","1","0","0","4","1","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","5/1/2002","5/1/2002","7/26/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.drake-bank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32737","12643","1436071","1493579","Drummond Community Bank","Chiefland","FL","32626","9/30/2018","11/14/2018","NM","1627 North Young Boulevard","DRUMMOND BANKING COMPANY","15","0","0","4","0","Levy","","","1/12/1990","1/12/1990","1/1/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","http://www.drummondbank.com","52296","2758","10325","39213","24335","5969","6215","12151","9540","1542","4257","3741","2264","844","969","451","263","69","86","108","421","317","63","41","90","43","34","13","43","32","7","4"
"34331","0","2502825","0","DSRM National Bank","Albuquerque","NM","87109","9/30/2018","11/14/2018","N","5600 Wyoming Blvd, N.E, # 27","","1","0","0","7","0","Bernalillo","10740","Albuquerque, NM","10/1/1996","10/1/1996","6/15/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10804","13759","823142","1099748","Du Quoin State Bank","Du Quoin","IL","62832","9/30/2018","11/14/2018","SM","15 East Main Street","PERRY COUNTY BANCORP INC.","3","0","0","7","1","Perry","","","4/17/1915","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.duquoinstatebank.com","4867","307","957","3603","2208","673","540","995","1458","550","659","249","260","162","98","0","27","8","9","10","31","23","5","3","25","18","6","1","5","4","1","0"
"15219","9365","642549","1206546","Dubuque Bank and Trust Company","Dubuque","IA","52001","9/30/2018","11/14/2018","NM","1398 Central Avenue","HEARTLAND FINANCIAL USA, INC.","11","0","0","4","0","Dubuque","20220","Dubuque, IA","7/3/1935","7/3/1935","11/3/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","0","http://www.dubuquebank.com","21931","1312","2987","17632","42909","4773","7611","30525","30517","2727","11272","16518","50138","11848","16484","21806","135","48","31","56","503","271","108","124","264","72","123","69","619","398","131","90"
"17713","13470","537038","1492198","Durand State Bank","Durand","IL","61024","9/30/2018","11/14/2018","NM","1005 Cameron Drive","DURAND BANCORP, INC.","2","0","0","2","0","Winnebago","40420","Rockford, IL","2/1/1957","2/1/1957","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.durandstatebank.com","6319","812","743","4764","3468","1119","565","1784","6180","668","1757","3755","5926","1960","2892","1074","40","21","7","12","65","56","5","4","43","15","15","13","110","80","25","5"
"15336","0","101439","2388663","Durden Banking Company, Incorporated","Twin City","GA","30471","9/30/2018","11/14/2018","NM","111 North Railroad Avenue","DURDEN BANKSHARES, INC.","4","0","0","8","1","Emanuel","","","1/1/1934","1/15/1936","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","www.durdenbc.com","13529","4492","4186","4851","7484","4168","1039","2277","7472","2538","2447","2487","7642","2852","2127","2663","213","162","36","15","378","350","15","13","118","90","19","9","170","133","22","15"
"17441","0","602842","1130717","Dysart State Bank","Dysart","IA","52224","9/30/2018","11/14/2018","NM","301 Main Street","DYSART BANCSHARES, INC.","1","0","0","2","1","Tama","","","1/1/1934","5/31/1955","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30746","5848","370271","0","E*TRADE Bank","Arlington","VA","22203","9/30/2018","11/14/2018","SA","671 N. Glebe Rd., 16th Fl.","","1","0","0","5","0","Arlington","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","1/1/1933","6/23/1955","11/30/2012","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","www.etrade.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58119","18000","3441677","0","E*TRADE Savings Bank","Arlington","VA","22203","9/30/2018","11/14/2018","SA","671 North Glebe Road","","2","0","1","9","0","Arlington","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/1/2006","5/1/2006","4/9/2018","Stock","30746","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","www.etrade.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58282","0","3346633","3346624","Eagle Bank","Polson","MT","59860","9/30/2018","11/14/2018","NM","80 Heritage Lane","SALISH AND KOOTENAI BANCORPORATION","1","0","0","4","0","Lake","","","7/25/2006","7/25/2006","2/23/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.eaglebankmt.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8824","16146","1000959","2565950","Eagle Bank","Glenwood","MN","56334","9/30/2018","11/14/2018","NM","2 South Franklin Street","EAGLE INVESTMENT COMPANY, INC.","5","0","0","2","1","Pope","","","1/4/1908","1/1/1934","7/26/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.eaglebankmn.com","9605","1063","2864","5678","7896","2865","2240","2791","9871","2203","4848","2820","11326","3919","3674","3733","80","36","27","17","184","147","23","14","112","56","46","10","191","139","37","15"
"90191","8478","197302","0","Eagle Bank","Everett","MA","2149","9/30/2018","11/14/2018","SB","350 Broadway","","4","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","3/1/1889","7/1/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.bankeagle.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3873","0","453446","1100046","Eagle Bank and Trust Company","Little Rock","AR","72211","9/30/2018","11/14/2018","SM","650 S Shackleford Rd Suite 1","STATE HOLDING COMPANY","13","0","0","4","0","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","1/1/1919","1/1/1934","2/24/2012","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.eaglebank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57477","0","3133570","3133561","Eagle Community Bank","Maple Grove","MN","55369","9/30/2018","11/14/2018","NM","9600 Upland Lane North","EAGLE COMMUNITY BANCSHARES, INC.","1","0","0","4","1","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","12/12/2002","12/12/2002","2/29/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.eaglecommunitybank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30439","5337","278872","0","Eagle Savings Bank","Cincinnati","OH","45248","9/30/2018","11/14/2018","SA","6415 Bridgetown Road","","3","0","0","5","0","Hamilton","17140","Cincinnati, OH-KY-IN","1/1/1882","9/12/1956","7/20/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.eaglesavings.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21809","0","252256","4465885","Eagle State Bank","Eagle","NE","68347","9/30/2018","11/14/2018","NM","600 South Fourth Street","EAGLE BANCSHARES, INC.","1","0","0","2","1","Cass","36540","Omaha-Council Bluffs, NE-IA","11/1/1974","11/1/1974","5/6/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.eaglestatebank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34742","0","2652092","2652104","EagleBank","Bethesda","MD","20814","9/30/2018","11/14/2018","SM","7815 Woodmont Avenue","EAGLE BANCORP, INC.","21","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","7/20/1998","7/20/1998","11/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.eaglebankcorp.com","184681","312","17757","166612","312087","17876","59446","234765","0","0","0","0","0","0","0","0","514","13","132","369","2233","743","726","764","0","0","0","0","0","0","0","0"
"34313","0","2605566","0","Eaglemark Savings Bank","Carson City","NV","89706","9/30/2018","11/14/2018","NM","3850 Arrowhead Drive","","1","0","0","7","0","Carson City","16180","Carson City, NV","8/25/1997","8/25/1997","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5796","12474","645540","0","Earlham Savings Bank","West Des Moines","IA","50266","9/30/2018","11/14/2018","NM","7300 Lake Drive","","9","0","0","4","0","Dallas","19780","Des Moines-West Des Moines, IA","1/1/1931","1/1/1934","4/14/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.earlhambank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33510","8530","1000100","1902651","East Boston Savings Bank","Boston","MA","2128","9/30/2018","11/14/2018","SB","10 Meridian Street","MERIDIAN BANCORP, INC.","35","0","0","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","9/1/1991","9/1/1991","12/29/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.ebsb.com","158473","1279","15807","141387","39446","2474","7265","29707","0","0","0","0","0","0","0","0","479","33","114","332","331","160","64","107","0","0","0","0","0","0","0","0"
"90173","14622","738303","4459820","East Cambridge Savings Bank","Cambridge","MA","2141","9/30/2018","11/14/2018","SM","292 Cambridge Street","1854 BANCORP","11","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/2/1854","6/18/1985","3/1/2015","Non-Stock","0","0","FED","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.ecsb.com","29588","256","2426","26906","13204","1409","1386","10409","0","0","0","0","0","0","0","0","88","7","22","59","134","78","16","40","0","0","0","0","0","0","0","0"
"31628","7276","197478","2734233","East West Bank","Pasadena","CA","91101","9/30/2018","11/14/2018","SM","135 N Los Robles Ave, 7th Fl","EAST WEST BANCORP, INC.","113","1","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","1/1/1972","1/2/1973","8/21/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","http://www.eastwestbank.com","746980","1726","29816","715438","270122","13338","22769","234015","391","0","94","297","91","0","0","91","1913","34","252","1627","3372","2041","423","908","3","0","1","2","1","0","0","1"
"30313","5151","35879","5085990","East Wisconsin Savings Bank","Kaukauna","WI","54130","9/30/2018","11/14/2018","SB","109 West Second Street","WISCONSIN MUTUAL BANCORP, MHC.","6","0","0","6","0","Outagamie","11540","Appleton, WI","1/1/1887","1/4/1951","8/3/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","http://www.eastwis.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25749","13767","98717","2698906","Eastbank, National Association","New York","NY","10013","9/30/2018","11/14/2018","N","183 Centre Street","EVERGREEN HOLDINGS, LLC","2","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/26/1984","11/26/1984","2/15/2012","Stock","0","1","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.eastbank-na.com","21883","2","429","21452","1685","116","352","1217","0","0","0","0","0","0","0","0","53","1","5","47","7","2","3","2","0","0","0","0","0","0","0","0"
"32773","12134","128904","1427239","Eastern Bank","Boston","MA","2110","9/30/2018","11/14/2018","NM","265 Franklin Street","EASTERN BANK CORPORATION","94","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","10/19/1989","10/19/1989","1/1/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","0","www.easternbank.com","496514","5822","78295","412397","403232","115776","52690","234766","0","0","0","0","0","0","0","0","1775","153","580","1042","5592","4074","637","881","0","0","0","0","0","0","0","0"
"28167","1039","939070","0","EASTERN CONNECTICUT SAVINGS BANK","Norwich","CT","6360","9/30/2018","11/14/2018","SM","257 Main Street","","5","0","0","4","0","New London","35980","Norwich-New London, CT","1/1/1915","4/27/1949","5/31/2018","Non-Stock","0","0","FED","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","www.bankeasternct.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32277","8084","206772","0","Eastern International Bank","Los Angeles","CA","90012","9/30/2018","11/14/2018","NM","688 New High Street","","2","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","2/26/1985","2/26/1985","3/19/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"982","11446","643340","1129467","Eastern Michigan Bank","Croswell","MI","48422","9/30/2018","11/14/2018","SM","65 North Howard Avenue","EASTERN MICHIGAN FINANCIAL CORPORATION","11","0","0","2","0","Sanilac","","","12/4/1895","1/1/1934","4/1/2016","Stock","0","0","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","http://www.easternmichiganbank.com","19574","1428","6492","11654","21381","3788","6862","10731","12646","1780","5081","5785","13220","3229","4321","5670","147","39","61","47","264","152","71","41","102","39","40","23","161","104","36","21"
"20026","0","171133","0","Eastern National Bank","Miami","FL","33122","9/30/2018","11/14/2018","N","799 Brickell Avenue","","5","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","9/3/1969","9/3/1969","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","0","www.enbfl.com","15767","0","930","14837","33240","1206","3918","28116","0","0","0","0","0","0","0","0","38","0","6","32","131","34","32","65","0","0","0","0","0","0","0","0"
"32360","8183","643078","0","Eastern Savings Bank, FSB","Hunt Valley","MD","21031","9/30/2018","11/14/2018","SA","11350 Mccormick Road","","5","0","0","5","1","Baltimore","12580","Baltimore-Columbia-Towson, MD","5/29/1905","7/16/1985","3/26/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.easternsavingsbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90188","15456","859002","3728930","Easthampton Savings Bank","Easthampton","MA","1027","9/30/2018","11/14/2018","SM","36 Main Street","HOMETOWN FINANCIAL GROUP MHC","10","0","0","4","0","Hampshire","44140","Springfield, MA","2/10/1869","9/5/1985","6/30/2015","Stock","0","0","FED","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","http://www.bankesb.com","33616","1076","5792","26748","30189","3712","5333","21144","1334","0","155","1179","0","0","0","0","152","25","53","74","405","257","69","79","5","0","1","4","0","0","0","0"
"29846","4194","980773","0","Eaton Federal Savings Bank","Charlotte","MI","48813","9/30/2018","11/14/2018","SA","236 South Cochran Avenue","","7","0","0","5","0","Eaton","29620","Lansing-East Lansing, MI","1/1/1936","3/27/1937","7/1/2018","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","eatonfed.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58049","0","3347603","0","Eclipse Bank, Inc.","Louisville","KY","40207","9/30/2018","11/14/2018","NM","3827 Shelbyville Road","","1","0","0","4","0","Jefferson","31140","Louisville-Jefferson County, KY-IN","10/14/2005","10/14/2005","3/30/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","www.eclipsebank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29981","4476","633677","4553951","Edgewater  Bank","Saint Joseph","MI","49085","9/30/2018","11/14/2018","NM","321 Main Street","EDGEWATER BANCORP, INC.","5","0","0","4","0","Berrien","35660","Niles-Benton Harbor, MI","1/1/1910","7/5/1938","6/26/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.edgewaterbank.com","30848","877","5518","24453","11790","1698","2480","7612","38","38","0","0","0","0","0","0","112","15","40","57","127","72","28","27","1","1","0","0","0","0","0","0"
"34489","0","2594419","2591258","Edison National Bank","Fort Myers","FL","33907","9/30/2018","11/14/2018","N","13000 S. Cleveland Avenue","EDISON BANCSHARES, INC.","4","0","0","8","1","Lee","15980","Cape Coral-Fort Myers, FL","8/29/1997","8/29/1997","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.edisonnationalbank.com","11117","211","1486","9420","5282","540","993","3749","0","0","0","0","0","0","0","0","45","5","12","28","60","31","12","17","0","0","0","0","0","0","0","0"
"9678","11668","845247","1098031","Edmonton State Bank","Glasgow","KY","42141","9/30/2018","11/14/2018","NM","909 West Main Street","EDMONTON BANCSHARES, INC.","13","0","0","4","1","Barren","","","3/17/1899","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","www.edmontonstatebank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28390","1485","3529315","0","Edward Jones Trust Company","Saint Louis","MO","63131","9/30/2018","11/14/2018","SA","12555 Manchester Road","","1","0","0","7","0","Saint Louis City","41180","St. Louis, MO-IL","1/1/1896","9/17/1938","7/21/2011","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","0","www.edwardjones.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57734","0","3320576","0","EH National Bank","Beverly Hills","CA","90211","9/30/2018","11/14/2018","N","8484 Wilshire Blvd. Ste 100","","1","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","2/1/2005","2/1/2005","3/2/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","http://www.ehnbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30953","6164","961576","0","El Dorado Savings Bank, F.S.B.","Placerville","CA","95667","9/30/2018","11/14/2018","SA","4040 El Dorado Road","","35","0","1","5","0","El Dorado","40900","Sacramento-Roseville-Arden-Arcade, CA","1/1/1956","12/16/1957","7/21/2011","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","0","http://www.eldoradosavingsbank.com","5796","937","2160","2699","0","0","0","0","0","0","0","0","0","0","0","0","50","18","22","10","0","0","0","0","0","0","0","0","0","0","0","0"
"29065","2849","615776","0","Elberton Federal Savings and Loan Association","Elberton","GA","30635","9/30/2018","11/14/2018","SA","6 Church Street","","1","0","0","5","0","Elbert","","","1/1/1922","11/19/1951","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12985","11053","282824","3631012","Elderton State Bank","Elderton","PA","15736","9/30/2018","11/14/2018","NM","143 Main Street","KEYSTRONG FINANCIAL, INC.","3","0","0","2","0","Armstrong","38300","Pittsburgh, PA","10/1/1919","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","http://www.eldertonbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10489","0","609645","1206210","Elgin State Bank","Elgin","IA","52141","9/30/2018","11/14/2018","NM","241 Center","KELLONTO BANKSHARES CORP.","2","0","0","2","1","Fayette","","","10/25/1930","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.elginstatebankia.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29904","4307","17978","0","Elizabethton Federal Savings Bank","Elizabethton","TN","37643","9/30/2018","11/14/2018","SA","112-114 N. Sycamore Street","","5","0","0","8","0","Carter","27740","Johnson City, TN","6/15/1937","6/15/1937","5/11/2015","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.elizfed.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15259","15817","679451","1248041","Elk State Bank","Clyde","KS","66938","9/30/2018","11/14/2018","NM","328 Washington Street","ELKCORP, INC.","3","0","0","2","0","Cloud","","","1/1/1896","8/21/1935","6/4/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.elkstatebank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16553","0","439356","1891979","Elkhorn Valley Bank & Trust","Norfolk","NE","68702","9/30/2018","11/14/2018","NM","800 West Benjamin Avenue","FEO INVESTMENTS, INC.","10","0","0","2","0","Madison","","","7/6/1943","3/18/1947","2/7/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","http://www.elkhornvalleybank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12162","9733","998648","1099841","Elkton Bank & Trust Company","Elkton","KY","42220","9/30/2018","11/14/2018","NM","30 Public Square","ELKTON BANCORP, INC.","4","0","0","7","0","Todd","","","1/1/1866","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","elktonbankandtrust.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16001","7788","861304","0","Elmira Savings Bank","Elmira","NY","14901","9/30/2018","11/14/2018","SM","333 East Water Street","","13","0","0","5","0","Chemung","21300","Elmira, NY","1/1/1869","7/1/1943","3/21/2012","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.elmirasavingsbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10185","0","13251","1128947","Elysian Bank","Elysian","MN","56028","9/30/2018","11/14/2018","NM","121 East Main Street","ELYSIAN, INC.","1","0","0","8","1","Le Sueur","33460","Minneapolis-St. Paul-Bloomington, MN-WI","9/24/1907","1/1/1934","4/1/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.elysianbank.net","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57228","0","3068579","3806511","Embassy Bank for the Lehigh Valley","Bethlehem","PA","18017","9/30/2018","11/14/2018","NM","100 Gateway Drive","EMBASSY BANCORP, INC","10","0","0","4","0","Northampton","10900","Allentown-Bethlehem-Easton, PA-NJ","11/6/2001","11/6/2001","11/11/2008","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.embassybank.com","67669","1439","10966","55264","29451","5595","6937","16919","71","71","0","0","0","0","0","0","281","43","89","149","425","248","95","82","1","1","0","0","0","0","0","0"
"58413","0","3482045","3482054","Embassy National Bank","Lawrenceville","GA","30043","9/30/2018","11/14/2018","N","1817 North Brown Road","EMBASSY BANCSHARES, INC.","1","0","0","4","1","Gwinnett","12060","Atlanta-Sandy Springs-Roswell, GA","3/5/2007","3/5/2007","1/1/2013","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.embassynationalbank.com","21602","142","1461","19999","826","213","326","287","0","0","0","0","0","0","0","0","83","3","10","70","6","3","2","1","0","0","0","0","0","0","0","0"
